Chargés	VER:pper	charger
qui	PRO:REL	qui
sur	PRP	sur
,	PUN	,
est	VER:pres	être
,	PUN	,
bouche	NOM	bouche
,	PUN	,
,	PUN	,
aimais	VER:impf	aimer
si	ADV	si
me	PRO:PER	me
sonores	ADJ	sonore
!	SENT	!
Vous	PRO:PER	vous
belle	ADJ	beau
souvenez	VER:pres	souvenir
toi	PRO:PER	toi
si	ADV	si
longs	ADJ	long
joues	NOM	joue
,	PUN	,
grands	ADJ	grand
<EOS>	<EOS>	<EOS>
beaux	ADJ	beau
gros	ADJ	gros
Et	KON	et
!	SENT	!
de	PRP	de
fraîche	ADJ	frais
recourbés	ADJ	recourbé
pur	ADJ	pur
si	ADV	si
c'	PRO:DEM	ce
ses	DET:POS	son
savoir	VER:infi	savoir
<SEG>
du	PRP:det	du
un	DET:ART	un
corps	NOM	corps
dernier	ADJ	dernier
tout	ADV	tout
<EOS>	<EOS>	<EOS>
ses	DET:POS	son
qu'	KON	que
une	DET:ART	un
comtesse	NOM	comte
,	PUN	,
les	DET:ART	le
baiser	NOM	baiser
une	DET:ART	un
qui	PRO:REL	qui
Trémorel	NAM	trémorel
de	PRP	de
vases	NOM	vase
même	ADJ	même
de	PRP	de
tue	VER:pres	tuer
là	ADV	là
matin	NOM	matin
rivière	NOM	rivière
heure	NOM	heure
sur	PRP	sur
que	KON	que
de	PRP	de
.	SENT	.
ce	PRO:DEM	ce
froides	ADJ	froid
Valfeuillu	NAM	valfeuillu
quelque	PRO:IND	quelque
<EOS>	<EOS>	<EOS>
peut-être	ADV	peut-être
gît	VER:pres	gésir|gésir
dire	VER:infi	dire
phrases	NOM	phrase
revoie	VER:subp	revoir
débitait	VER:impf	débiter
ma	DET:POS	mon
,	PUN	,
;	PUN	;
dans	PRP	dans
puisse	VER:subp	pouvoir
,	PUN	,
-vous	PRO:PER	vous
il	PRO:PER	il
Dieu	NOM	dieu
,	PUN	,
<EOS>	<EOS>	<EOS>
le	DET:ART	le
de	PRP	de
là	ADV	là
haut	NOM	haut
qui	PRO:REL	qui
me	PRO:PER	me
du	PRP:det	du
.	SENT	.
-ce	PRO:DEM	ce
Se	PRO:PER	se
<EOS>	<EOS>	<EOS>
mon	DET:POS	mon
charmant	ADJ	charmant
ce	PRO:DEM	ce
fille	NOM	fille
Était	VER:impf	être
le	DET:ART	le
C'	PRO:DEM	ce
heure	NOM	heure
perron	NOM	perron
ce	PRO:DEM	ce
que	KON	que
,	PUN	,
et	KON	et
minute	NOM	minute
homme	NOM	homme
.	SENT	.
cadavre	NOM	cadavre
.	SENT	.
Ô	INT	ô
<EOS>	<EOS>	<EOS>
la	PRO:PER	la
je	PRO:PER	je
!	SENT	!
devenu	VER:pper	devenir
<EOS>	<EOS>	<EOS>
abandonné	VER:pper	abandonner
l'	DET:ART	le
lèvres	NOM	lèvre
Rappelez	VER:pres	rappeler
déposer	VER:infi	déposer
est	VER:pres	être
,	PUN	,
à	PRP	à
.	SENT	.
ses	DET:POS	son
la	DET:ART	le
souple	ADJ	souple
je	PRO:PER	je
<SEG>
intelligence	NOM	intelligence
une	DET:ART	un
sur	PRP	sur
moment	NOM	moment
badauds	NOM	badaud
un	DET:ART	un
Le	DET:ART	le
et	KON	et
le	DET:ART	le
désespoir	NOM	désespoir
aux	PRP:det	au
de	PRP	de
efforts	NOM	effort
commune	NOM	commune
les	DET:ART	le
<EOS>	<EOS>	<EOS>
la	DET:ART	le
.	SENT	.
esprit	NOM	esprit
égalitaire	ADJ	égalitaire
Lecoq	NAM	lecoq
roulait	VER:impf	rouler
M	VER:pper	m
<EOS>	<EOS>	<EOS>
l'	DET:ART	le
tomber	VER:infi	tomber
.	SENT	.
<EOS>	<EOS>	<EOS>
autrement	ADV	autrement
par	PRP	par
efface	VER:pres	effacer
,	PUN	,
l'	DET:ART	le
plus	ADV	plus
exprime	VER:pres	exprimer
M	NOM	m
ne	ADV	ne
chaude	ADJ	chaud
de	PRP	de
yeux	NOM	œil
pour	PRP	pour
distinctions	NOM	distinction
stoïque	ADJ	stoïque
<EOS>	<EOS>	<EOS>
les	DET:ART	le
désolées	VER:pper	désoler
paroles	NOM	parole
un	DET:ART	un
d'	PRP	de
dans	PRP	dans
.	SENT	.
niveau	NOM	niveau
.	SENT	.
ces	PRO:DEM	ce
banales	ADJ	banal
s'	PRO:PER	se
l'	DET:ART	le
voeu	NOM	vœu
de	PRP	de
de	PRP	de
que	KON	que
homme	NOM	homme
qui	PRO:REL	qui
toutes	PRO:IND	tout
le	DET:ART	le
sincères	ADJ	sincère
imbécile	NOM	imbécile
Lecoq	NAM	lecoq
désespoir	NOM	désespoir
la	DET:ART	le
.	SENT	.
d'	PRP	de
.	SENT	.
principes	NOM	principe
Mais	KON	mais
de	PRP	de
qui	PRO:REL	qui
de	PRP	de
Sur	PRP	sur
et	KON	et
par	PRP	par
<EOS>	<EOS>	<EOS>
génie	NOM	génie
,	PUN	,
pas	ADV	pas
Oui	INT	oui
larme	NOM	larme
faisait	VER:impf	faire
déjà	ADV	déjà
est	VER:pres	être
.	SENT	.
est	VER:pres	être
ce	PRO:DEM	ce
passion	NOM	passion
.	SENT	.
ses	DET:POS	son
empêcher	VER:infi	empêcher
Depuis	PRP	depuis
<EOS>	<EOS>	<EOS>
profession	NOM	profession
<SEG>
s'	PRO:PER	se
-Moi	ADJ	-moi
n'	ADV	ne
d'	PRP	de
la	DET:ART	le
père	NOM	père
noyé	NOM	noyé
M	NOM	m
désespérément	ADV	désespérément
s'	PRO:PER	se
apercevoir	VER:infi	apercevoir
s'	PRO:PER	se
désespoir	NOM	désespoir
.	SENT	.
de	PRP	de
portée	NOM	portée
.	SENT	.
Le	DET:ART	le
--Oui	ADJ	--oui
Courtois	ADJ	courtois
à	PRP	à
M^	NAM	m^
on	PRO:PER	on
vous	PRO:PER	vous
sortit	VER:simp	sortir
,	PUN	,
au	PRP:det	au
,	PUN	,
brin	NOM	brin
à	PRP	à
cette	PRO:DEM	ce
au	PRP:det	au
corps	NOM	corps
d'	PRP	de
donne	VER:pres	donner
dit-il	NOM	dit-il
un	DET:ART	un
allait	VER:impf	aller
un	DET:ART	un
parole	NOM	parole
,	PUN	,
main	NOM	main
son	DET:POS	son
flotte	VER:pres	flotter
.	SENT	.
tint	VER:simp	tenir
je	PRO:PER	je
lle	NOM	lle
où	PRO:REL	où
,	PUN	,
.	SENT	.
il	PRO:PER	il
accrocha	VER:simp	accrocher
le	DET:ART	le
de	PRP	de
,	PUN	,
Oubliant	VER:ppre	oublier
l'	DET:ART	le
s'	PRO:PER	se
plus	ADV	plus
,	PUN	,
de	PRP	de
qui	PRO:REL	qui
{	ADJ	{
<EOS>	<EOS>	<EOS>
.	SENT	.
<EOS>	<EOS>	<EOS>
adressant	VER:ppre	adresser
qu'	KON	que
ombre	NOM	ombre
honneur	NOM	honneur
il	PRO:PER	il
M	VER:pper	m
ma	DET:POS	mon
il	PRO:PER	il
,	PUN	,
à	PRP	à
herbe	NOM	herbe
pauvre	ADJ	pauvre
sa	DET:POS	son
de	PRP	de
et	KON	et
était	VER:impf	être
,	PUN	,
<EOS>	<EOS>	<EOS>
de	PRP	de
-	PUN	-
de	PRP	de
Laurence	NAM	laurence
émotion	NOM	émotion
Lecoq	NAM	lecoq
maire	NOM	maire
promesse	NOM	promesse
Sûreté	NAM	sûreté
tenu	VER:pper	tenir
y	PRO:PER	y
:	PUN	:
comme	KON	comme
moi	PRO:PER	moi
retrouver	VER:infi	retrouver
<SEG>
ajouta-t-il	NOM	ajouta-t-il
accueilli	VER:pper	accueillir
Vous	PRO:PER	vous
Il	PRO:PER	il
dit	VER:pres	dire
,	PUN	,
homme	NOM	homme
jugé	VER:pper	juger
n'	ADV	ne
est	VER:pres	être
voit	VER:pres	voir
saurons	VER:pres	saurer
,	PUN	,
que	KON	que
.	SENT	.
savais	VER:impf	savoir
un	DET:ART	un
est	VER:pres	être
<EOS>	<EOS>	<EOS>
dit-il	NOM	dit-il
de	PRP	de
retrouverons	VER:futu	retrouver
.	SENT	.
-ce	PRO:DEM	ce
elle	PRO:PER	elle
ce	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
à	PRP	à
m'	PRO:PER	me
orgueil	NOM	orgueil
et	KON	et
sait	VER:pres	savoir
,	PUN	,
n'	ADV	ne
préjugés	NOM	préjugé
nous	PRO:PER	nous
fille	NOM	fille
,	PUN	,
dédaigneusement	ADV	dédaigneusement
rien	ADV	rien
quelle	PRO:REL	quel
qu'	PRO:REL	que
:	PUN	:
je	PRO:PER	je
.	SENT	.
qu'	PRO:REL	que
Merci	NAM	merci
sot	ADJ	sot
<EOS>	<EOS>	<EOS>
impossible	ADJ	impossible
la	DET:ART	le
Nous	PRO:PER	nous
le	PRO:PER	le
«	PUN:cit	«
mon	DET:POS	mon
pardonnez	VER:pres	pardonner
<EOS>	<EOS>	<EOS>
mal	ADV	mal
moi	PRO:PER	moi
qui	PRO:REL	qui
ai	VER:pres	avoir
-moi	PRO:PER	moi
haut	ADJ	haut
êtes	VER:pres	être
.	SENT	.
elle	PRO:PER	elle
<EOS>	<EOS>	<EOS>
vous	PRO:PER	vous
pas	NOM	pas
ma	DET:POS	mon
.	SENT	.
du	PRP:det	du
reçu	VER:pper	recevoir
ne	ADV	ne
,	PUN	,
;	PUN	;
est	VER:pres	être
stupides	ADJ	stupide
police	NOM	police
est	VER:pres	être
tantôt	ADV	tantôt
vous	PRO:PER	vous
faire	VER:infi	faire
!	SENT	!
devenue	VER:pper	devenir
<EOS>	<EOS>	<EOS>
brave	ADJ	brave
vous	PRO:PER	vous
ai	VER:pres	avoir
qu'	PRO:REL	que
aiderez	VER:futu	aider
,	PUN	,
.	SENT	.
des	PRP:det	du
<EOS>	<EOS>	<EOS>
Je	PRO:PER	je
,	PUN	,
fête	VER:pres	fêter
On	PRO:PER	on
tout	ADV	tout
<SEG>
il	PRO:PER	il
ce	PRO:DEM	ce
bout	NOM	bout
--Il	ADJ	--il
retomba	VER:simp	retomber
France	NAM	france
étaient	VER:impf	être
à	PRP	à
oreille	NOM	oreille
il	PRO:PER	il
mettrons	VER:futu	mettre
Plantat	NAM	plantat
,	PUN	,
couche	VER:pres	coucher
,	PUN	,
se	PRO:PER	se
faut	VER:pres	falloir
reste	VER:pres	rester
toute	PRO:IND	tout
ici	ADV	ici
...	PUN	...
police	NOM	police
,	PUN	,
encore	ADV	encore
réussirons	VER:futu	réussir
à	PRP	à
nous	PRO:PER	nous
épuisé	VER:pper	épuiser
des	PRP:det	du
Merci	NOM	merci
faut	VER:pres	falloir
,	PUN	,
,	PUN	,
ai	VER:pres	avoir
verrez	VER:futu	voir
,	PUN	,
,	PUN	,
ai	VER:pres	avoir
de	PRP	de
,	PUN	,
fouillerons	VER:futu	fouiller
pied	NOM	pied
plus	ADV	plus
docteur	NOM	docteur
argent	NOM	argent
la	DET:ART	le
le	DET:ART	le
Gendron	NAM	gendron
une	DET:ART	un
comte	NOM	comte
murmura	VER:simp	murmurer
qu'	KON	que
millions	NOM	million
la	DET:ART	le
,	PUN	,
ferons	VER:futu	faire
Ses	VER:simp	ses
père	NOM	père
misérable	ADJ	misérable
qu'	KON	que
fièvre	NOM	fièvre
prenez	VER:pres	prendre
j'	PRO:PER	je
Trémorel	NAM	trémorel
pas	ADV	pas
j'	PRO:PER	je
et	KON	et
.	SENT	.
<EOS>	<EOS>	<EOS>
nous	PRO:PER	nous
faut	VER:pres	falloir
ne	ADV	ne
.	SENT	.
de	PRP	de
<EOS>	<EOS>	<EOS>
,	PUN	,
l'	DET:ART	le
le	DET:ART	le
nous	PRO:PER	nous
-les	PRO:PER	la|le
forces	NOM	force|forces
longtemps	ADV	longtemps
;	PUN	;
sur	PRP	sur
chancela	VER:simp	chanceler
,	PUN	,
il	PRO:PER	il
vous	PRO:PER	vous
il	PRO:PER	il
canapé	NOM	canapé
l'	DET:ART	le
il	PRO:PER	il
du	PRP:det	du
à	PRP	à
en	PRO:PER	en
sur	PRP	sur
,	PUN	,
nous	PRO:PER	nous
nous	PRO:PER	nous
aider	VER:infi	aider
<SEG>
ai	VER:pres	avoir
se	PRO:PER	se
,	PUN	,
n'	ADV	ne
affaissée	VER:pper	affaisser
fauteuil	NOM	fauteuil
coeur	NOM	cœur
ma	DET:POS	mon
dans	PRP	dans
Je	PRO:PER	je
,	PUN	,
,	PUN	,
approcha	VER:simp	approcher
.	SENT	.
pas	ADV	pas
--Madame	ADJ	--madame
surprendrait	VER:cond	surprendre
,	PUN	,
...	PUN	...
paix	NOM	paix
l'	DET:ART	le
,	PUN	,
!	SENT	!
leva	VER:simp	lever
cérébrale	ADJ	cérébral
comme	KON	comme
fille	NOM	fille
faute	NOM	faute
dans	PRP	dans
aussitôt	ADV	aussitôt
.	SENT	.
Le	DET:ART	le
me	PRO:PER	me
entendu	VER:pper	entendre
de	PRP	de
un	DET:ART	un
juge	NOM	juge
.	SENT	.
mère	NOM	mère
une	DET:ART	un
grande	ADJ	grand
égaré	ADJ	égaré
,	PUN	,
,	PUN	,
le	DET:ART	le
.	SENT	.
avoir	VER:infi	avoir
Mme	NOM	madame
sa	DET:POS	son
<EOS>	<EOS>	<EOS>
,	PUN	,
n'	ADV	ne
<EOS>	<EOS>	<EOS>
le	DET:ART	le
Elle	PRO:PER	elle
livre	NOM	livre
douleur	NOM	douleur
ébranlements	NOM	ébranlement
<EOS>	<EOS>	<EOS>
lui	PRO:PER	lui
Courtois	NAM	courtois
sur	PRP	sur
.	SENT	.
tressaillit	VER:simp	tressaillir
deviner	VER:infi	deviner
lire	VER:infi	lire
elle	PRO:PER	elle
ma	DET:POS	mon
ne	ADV	ne
doit	VER:pres	devoir
<EOS>	<EOS>	<EOS>
pareils	ADJ	pareil
Abîmée	VER:pper	abîmer
,	PUN	,
pas	ADV	pas
,	PUN	,
<EOS>	<EOS>	<EOS>
--C'est	ADJ	--c'est
faute	NOM	faute
et	KON	et
disait-elle	NAM	disait-elle
<EOS>	<EOS>	<EOS>
toujours	ADV	toujours
de	PRP	de
dit-il	NOM	dit-il
,	PUN	,
dans	PRP	dans
sa	DET:POS	son
rien	ADV	rien
après	KON	après
su	VER:pper	savoir
de	PRP	de
de	PRP	de
rien	ADV	rien
madame	NOM	madame
air	NOM	air
s'	PRO:PER	se
très	ADV	très
vu	VER:pper	voir
semblait	VER:impf	sembler
<SEG>
nouveau	ADJ	nouveau
<EOS>	<EOS>	<EOS>
Et	KON	et
s'	PRO:PER	se
tarder	VER:infi	tarder
<EOS>	<EOS>	<EOS>
préparer	VER:infi	préparer
d'	PRP	de
impérieux	ADJ	impérieux
Dieu	NOM	dieu
<EOS>	<EOS>	<EOS>
je	PRO:PER	je
,	PUN	,
tordant	VER:ppre	tordre
!	SENT	!
.	SENT	.
épouvantable	ADJ	épouvantable
votre	DET:POS	votre
...	PUN	...
secret	NOM	secret
Le	DET:ART	le
!	SENT	!
mains	NOM	main
mon	DET:POS	mon
Je	PRO:PER	je
mère	NOM	mère
absolument	ADV	absolument
la	DET:ART	le
de	PRP	de
sommeil	NOM	sommeil
vous	PRO:PER	vous
une	DET:ART	un
ferai	VER:futu	faire
Son	DET:POS	son
les	DET:ART	le
écria	VER:simp	écrier
crainte	NOM	crainte
son	DET:POS	son
et	KON	et
.	SENT	.
--Ah	ADJ	--ah
.	SENT	.
sans	PRP	sans
grave	ADJ	grave
faut	VER:pres	falloir
suis	VER:pres	suivre|être
aussi	ADV	aussi
,	PUN	,
nécessaire	ADJ	nécessaire
mauvaise	ADJ	mauvais
est	VER:pres	être
...	PUN	...
état	NOM	état
se	PRO:PER	se
de	PRP	de
engager	VER:infi	engager
docteur	NOM	docteur
!	SENT	!
se	PRO:PER	se
prononça-t-il	NOM	prononça-t-il
malheur	NOM	malheur
potion	NOM	potion
mon	DET:POS	mon
en	PRP	en
<EOS>	<EOS>	<EOS>
la	DET:ART	le
!	SENT	!
à	PRP	à
il	PRO:PER	il
ton	NOM	ton
<EOS>	<EOS>	<EOS>
coucher	VER:infi	coucher
un	DET:ART	un
femme	NOM	femme
<EOS>	<EOS>	<EOS>
d'	PRP	de
un	DET:ART	un
était	VER:impf	être
Laurence	NAM	laurence
,	PUN	,
,	PUN	,
<EOS>	<EOS>	<EOS>
le	DET:ART	le
s'	PRO:PER	se
pauvre	ADJ	pauvre
Dieu	NOM	dieu
--Madame	ADJ	--madame
un	DET:ART	un
à	PRP	à
mari	NOM	mari
peu	ADV	peu
.	SENT	.
tour	NOM	tour
ah	INT	ah
une	DET:ART	un
que	KON	que
avancé	VER:pper	avancer
<EOS>	<EOS>	<EOS>
,	PUN	,
est	VER:pres	être
<SEG>
,	PUN	,
paix	NOM	paix
suivie	VER:pper	suivre
Trois	NUM	trois
,	PUN	,
.	SENT	.
de	PRP	de
fille	NOM	fille
remarqua	VER:simp	remarquer
agent	NOM	agent
aidèrent	VER:simp	aider
le	DET:ART	le
M	VER:pper	m
près	ADV	près
à	PRP	à
Sûreté	NAM	sûreté
me	PRO:PER	me
c'	PRO:DEM	ce
esprit	NOM	esprit
,	PUN	,
Laurence	NAM	laurence
le	DET:ART	le
,	PUN	,
docteur	NOM	docteur
qui	PRO:REL	qui
premier	NOM	premier
sa	DET:POS	son
toujours	ADV	toujours
la	DET:ART	le
le	DET:ART	le
vieux	ADJ	vieux
aussi	ADV	aussi
rebouteux	NOM	rebouteux
lui	PRO:PER	lui
seulement	ADV	seulement
Robelot	NAM	robelot
monta	VER:simp	monter
de	PRP	de
murmura	VER:simp	murmurer
,	PUN	,
porte	NOM	porte
et	KON	et
.	SENT	.
M	VER:pper	m
la	DET:ART	le
,	PUN	,
Elle	PRO:PER	elle
l'	DET:ART	le
salon	NOM	salon
de	PRP	de
de	PRP	de
,	PUN	,
est	VER:pres	être
à	PRP	à
,	PUN	,
regagner	VER:infi	regagner
les	DET:ART	le
au	PRP:det	au
restaient	VER:impf	rester
--Pauvre	ADJ	--pauvre
Lecoq	NAM	lecoq
<EOS>	<EOS>	<EOS>
...	PUN	...
est	VER:pres	être
,	PUN	,
Courtois	ADJ	courtois
jeune	ADJ	jeune
.	SENT	.
du	PRP:det	du
domestiques	NOM	domestique
présence	NOM	présence
appela	VER:simp	appeler
.	SENT	.
,	PUN	,
<EOS>	<EOS>	<EOS>
.	SENT	.
chambre	NOM	chambre
son	DET:POS	son
juge	NOM	juge
quelque	PRO:IND	quelque
Gendron	NAM	gendron
--Il	ADJ	--il
<EOS>	<EOS>	<EOS>
d'	PRP	de
surtout	ADV	surtout
!	SENT	!
semble	VER:pres	sembler
le	DET:ART	le
père	NOM	père
juge	NOM	juge
<EOS>	<EOS>	<EOS>
que	KON	que
malheureuse	ADJ	malheureux
rendant	VER:ppre	rendre
elle	PRO:PER	elle
,	PUN	,
personnes	NOM	personne
,	PUN	,
paix	NOM	paix
qui	PRO:REL	qui
<SEG>
autant	ADV	autant
formellement	ADV	formellement
aujourd'hui	ADV	aujourd'hui
ai	VER:pres	avoir
ne	ADV	ne
.	SENT	.
<EOS>	<EOS>	<EOS>
de	PRP	de
.	SENT	.
l'	DET:ART	le
de	PRP	de
-on	PRO:PER	on
bonbonnière	NOM	bonbonnière
<EOS>	<EOS>	<EOS>
la	DET:ART	le
coup	NOM	coup
relever	VER:infi	relever
.	SENT	.
ému	VER:pper	émouvoir
possible-	NOM	possible-
que	KON	que
avoué	VER:pper	avouer
puisse	VER:subp	pouvoir
avais	VER:impf	avoir
moi	PRO:PER	moi
arrive	VER:pres	arriver
Quoi	PRO	quoi
est	VER:pres	être
,	PUN	,
il	PRO:PER	il
du	PRP:det	du
pas	ADV	pas
arriver	VER:infi	arriver
s'	KON	si
au	PRP:det	au
<EOS>	<EOS>	<EOS>
reprit	VER:simp	reprendre
deviné	VER:pper	deviner
il	PRO:PER	il
,	PUN	,
sa	DET:POS	son
comme	ADV	comme
s'	PRO:PER	se
qu'	KON	que
le	PRO:PER	le
,	PUN	,
pressentiment	NOM	pressentiment
dissimulait	VER:impf	dissimuler
<EOS>	<EOS>	<EOS>
Lui	PRO:PER	lui
,	PUN	,
plaindre	VER:infi	plaindre
qui	PRO:REL	qui
,	PUN	,
il	PRO:PER	il
police	NOM	police
À	PRP	à
de	PRP	de
,	PUN	,
portrait	NOM	portrait
.	SENT	.
<EOS>	<EOS>	<EOS>
de	PRP	de
le	DET:ART	le
J'	PRO:PER	je
malheur	NOM	malheur
homme	NOM	homme
un	DET:ART	un
il	PRO:PER	il
vie	NOM	vie
eu	VER:pper	avoir
avait	VER:impf	avoir
et	KON	et
son	DET:POS	son
la	DET:ART	le
le	DET:ART	le
amour-propre--il	NOM	amour-propre--il
avait	VER:impf	avoir
en	PRO:PER	en
capable	ADJ	capable
,	PUN	,
j'	PRO:PER	je
l'	PRO:PER	la|le
.	SENT	.
le	DET:ART	le
est	VER:pres	être
son	DET:POS	son
,	PUN	,
été	VER:pper	être
a	VER:pres	avoir
,	PUN	,
,	PUN	,
âge	NOM	âge
secret	NOM	secret
aussi	ADV	aussi
brisée	VER:pper	briser
pareil	ADJ	pareil
paix	NOM	paix
juge	NOM	juge
--J'avais	ADJ	--j'avais
<SEG>
Trémorel	NAM	trémorel
n'	ADV	ne
près	ADV	près
et	KON	et
Avertir	VER:infi	avertir
respectable	ADJ	respectable
.	SENT	.
croire	VER:infi	croire
désabuser	VER:infi	désabuser
qui	PRO:REL	qui
Que	PRO	que
?	SENT	?
--Quoi	ADJ	--quoi
ailleurs	ADV	ailleurs
<EOS>	<EOS>	<EOS>
rien	ADV	rien
pouvais	VER:impf	pouvoir
de	PRP	de
agir	VER:infi	agir
circonspection	NOM	circonspection
tard	ADV	tard
malheureusement	ADV	malheureusement
délicates	ADJ	délicat
extrême	ADJ	extrême
?	SENT	?
<EOS>	<EOS>	<EOS>
dépend	VER:pres	dépendre
.	SENT	.
.	SENT	.
faut	VER:pres	falloir
une	DET:ART	un
une	DET:ART	un
refusé	VER:pper	refuser
avez	VER:pres	avoir
.	SENT	.
ces	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
brutal	ADJ	brutal
ai	VER:pres	avoir
lorsque	KON	lorsque
est	VER:pres	être
eût	VER:subi	avoir
Non	ADV	non
de	PRP	de
trop	ADV	trop
Courtois	NAM	courtois
-	PUN	-
deviné	VER:pper	deviner
<EOS>	<EOS>	<EOS>
essayé	VER:pper	essayer
famille	NOM	famille
-je	PRO:PER	je
un	DET:ART	un
mot	NOM	mot
Il	PRO:PER	il
-On	ADJ	-on
.	SENT	.
pouvait	VER:impf	pouvoir
entendre	VER:infi	entendre
honneur	NOM	honneur
ces	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
Laurence	NAM	laurence
,	PUN	,
ne	ADV	ne
du	PRP:det	du
peut	VER:pres	pouvoir
faire	VER:infi	faire
En	PRP	en
évidemment	ADV	évidemment
il	PRO:PER	il
<EOS>	<EOS>	<EOS>
seul	NOM	seul
Il	PRO:PER	il
me	PRO:PER	me
d'	PRP	de
<EOS>	<EOS>	<EOS>
d'	PRP	de
veulent	VER:pres	vouloir
que	KON	que
l'	DET:ART	le
de	PRP	de
,	PUN	,
de	PRP	de
le	DET:ART	le
pas	ADV	pas
<EOS>	<EOS>	<EOS>
comte	NOM	comte
,	PUN	,
d'	PRP	de
hommes	NOM	homme
...	PUN	...
,	PUN	,
l'	PRO:PER	la|le
je	PRO:PER	je
--Et	ADJ	--et
circonstances	NOM	circonstance
fait	NOM	fait
vous	PRO:PER	vous
?	SENT	?
<SEG>
Le	DET:ART	le
Courtois	NAM	courtois
lui	PRO:PER	lui
sans	PRP	sans
,	PUN	,
affaires	NOM	affaire
.	SENT	.
en	PRO:PER	en
?	SENT	?
me	PRO:PER	me
Une	DET:ART	un
me	PRO:PER	me
armant	VER:ppre	armer
jour	NOM	jour
<EOS>	<EOS>	<EOS>
somme	VER:pres	sommer
demandé	VER:pper	demander
aurait	VER:cond	avoir
Plantat	NAM	plantat
maternelle	ADJ	maternel
brouille	NOM	brouille
la	DET:ART	le
à	PRP	à
<EOS>	<EOS>	<EOS>
.	SENT	.
avec	PRP	avec
ses	DET:POS	son
aboutissait	VER:impf	aboutir
je	PRO:PER	je
démarche	NOM	démarche
le	PRO:PER	le
de	PRP	de
me	PRO:PER	me
<EOS>	<EOS>	<EOS>
infinies	ADJ	infini
.	SENT	.
droit	ADV	droit
essayé	VER:pper	essayer
j'	PRO:PER	je
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
.	SENT	.
quel	PRO:REL	quel
.	SENT	.
,	PUN	,
simplement	ADV	simplement
m'	PRO:PER	me
à	PRP	à
--Bien	ADJ	--bien
délicatesse	NOM	délicatesse
de	PRP	de
donner	VER:infi	donner
lui	PRO:PER	lui
un	DET:ART	un
jeune	ADJ	jeune
ma	DET:POS	mon
mêlais	VER:impf	mêler
puis	ADV	puis
de	PRP	de
.	SENT	.
pas	ADV	pas
père	NOM	père
poussa	VER:simp	pousser
<EOS>	<EOS>	<EOS>
que	PRO:REL	que
fille	NOM	fille
--Le	ADJ	--le
,	PUN	,
parler	VER:infi	parler
tout	ADV	tout
mêler	VER:infi	mêler
un	DET:ART	un
toute	PRO:IND	tout
ai	VER:pres	avoir
je	PRO:PER	je
répondit-il	NOM	répondit-il
--Mais	VER:impf	--mais
<EOS>	<EOS>	<EOS>
regarde	VER:pres	regarder
déteste	VER:pres	détester
je	PRO:PER	je
,	PUN	,
<EOS>	<EOS>	<EOS>
ce	PRO:DEM	ce
nié	VER:pper	nier
,	PUN	,
soupir	NOM	soupir
gros	ADJ	gros
dire	VER:infi	dire
ne	ADV	ne
qui	PRO:REL	qui
précautions	NOM	précaution
une	DET:ART	un
aurait	VER:cond	avoir
de	PRP	de
M'	PRO:PER	me
de	PRP	de
comte	NOM	comte
avec	PRP	avec
,	PUN	,
<SEG>
imprudence	NOM	imprudence
agir	VER:infi	agir
quart	NOM	quart
me	PRO:PER	me
son	DET:POS	son
l'	DET:ART	le
,	PUN	,
je	PRO:PER	je
.	SENT	.
qui	PRO:REL	qui
depuis	PRP	depuis
cacher	VER:infi	cacher
,	PUN	,
j'	PRO:PER	je
Il	PRO:PER	il
plaisanter	VER:infi	plaisanter
ri	VER:pper	rire
se	PRO:PER	se
trouver	VER:infi	trouver
<EOS>	<EOS>	<EOS>
m'	PRO:PER	me
fallait	VER:impf	falloir
ma	DET:POS	mon
ne	ADV	ne
étais	VER:impf	être
comme	ADV	comme
fut	VER:simp	être
heure	NOM	heure
j'	PRO:PER	je
d'	PRP	de
.	SENT	.
?	SENT	?
il	PRO:PER	il
impossible	ADJ	impossible
seul	ADJ	seul
a-t-elle	ADJ	a-t-elle
elle	PRO:PER	elle
elle	PRO:PER	elle
ami	NOM	ami
,	PUN	,
femmes	NOM	femme
savais	VER:impf	savoir
<EOS>	<EOS>	<EOS>
été	VER:pper	être
qu'	KON	que
a	VER:pres	avoir
,	PUN	,
a	VER:pres	avoir
<EOS>	<EOS>	<EOS>
tout	ADV	tout
--Et	ADJ	--et
imprudence	NOM	imprudence
abîme	NOM	abîme
une	DET:ART	un
de	PRP	de
.	SENT	.
montrer	VER:infi	montrer
rire	VER:infi	rire
elle	PRO:PER	elle
<EOS>	<EOS>	<EOS>
.	SENT	.
<EOS>	<EOS>	<EOS>
Et	KON	et
Et	KON	et
,	PUN	,
où	PRO:REL	où
lui	PRO:PER	lui
ai	VER:pres	avoir
<EOS>	<EOS>	<EOS>
avant	PRP	avant
ont	VER:pres	avoir
et	KON	et
savent	VER:pres	savoir
part	NOM	part
meilleur	ADJ	meilleur
que	KON	que
,	PUN	,
car	KON	car
répondu	VER:pper	répondre
à	PRP	à
,	PUN	,
secret	NOM	secret
cette	PRO:DEM	ce
courait	VER:impf	courir
avec	PRP	avec
