gras	ADJ	gras
montait	VER:impf	monter
vous	PRO:PER	vous
,	PUN	,
policier	ADJ	policier
confesse	VER:pres	confesser
profondes	ADJ	profond
de	PRP	de
des	PRP:det	du
--	PUN	--
votre	DET:POS	votre
<EOS>	<EOS>	<EOS>
me	PRO:PER	me
là	ADV	là
Je	PRO:PER	je
la	DET:ART	le
aux	PRP:det	au
quoi	PRO	quoi
a	VER:pres	avoir
.	SENT	.
de	PRP	de
vieux	NOM	vieux
mon	DET:POS	mon
avez	VER:pres	avoir
qu'	PRO:REL	que
-vous	PRO:PER	vous
l'	DET:ART	le
air	NOM	air
place	NOM	place
--	PUN	--
Le	DET:ART	le
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
quoi	PRO	quoi
<EOS>	<EOS>	<EOS>
,	PUN	,
je	PRO:PER	je
Votre	DET:POS	votre
difficilement	ADV	difficilement
sourire	NOM	sourire
expériences	NOM	expérience
il	PRO:PER	il
à	PRP	à
parti	VER:pper	partir
premier	NUM	premier
lèvres	NOM	lèvre
mais	KON	mais
humblement	ADV	humblement
son	DET:POS	son
,	PUN	,
de	PRP	de
.	SENT	.
niaiserie	NOM	niaiserie
,	PUN	,
être	VER:infi	être
,	PUN	,
,	PUN	,
réprima	VER:simp	réprimer
y	PRO:PER	y
résoudrais	VER:cond	résoudre
encore	ADV	encore
à	PRP	à
.	SENT	.
quel	PRO:REL	quel
avocat	NOM	avocat
vôtre	PRO:POS	vôtre
que	KON	que
murmura	VER:simp	murmurer
lui	PRO:PER	lui
fin	ADJ	fin
surprend	VER:pres	surprendre
,	PUN	,
<EOS>	<EOS>	<EOS>
plus	ADV	plus
plaisir	NOM	plaisir
,	PUN	,
tristement	ADV	tristement
ami	NOM	ami
a	VER:pres	avoir
prendrais	VER:cond	prendre
prenant	VER:ppre	prendre
à	PRP	à
sais	VER:pres	savoir
mouvement	NOM	mouvement
le	PRO:PER	le
?	SENT	?
Oui	INT	oui
ne	ADV	ne
ni	KON	ni
confondre	VER:infi	confondre
<SEG>
tressaillement	NOM	tressaillement
a-t-elle	ADJ	a-t-elle
,	PUN	,
remarqua	VER:simp	remarquer
à	PRP	à
Noël	NAM	noël
dire	VER:infi	dire
qu'	PRO:REL	que
N'	ADV	ne
C'	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
pouvait-elle	VER:impf	pouvait-elle
par	PRP	par
commencé	VER:pper	commencer
explication	NOM	explication
là	ADV	là
expliquer	VER:infi	expliquer
que	KON	que
m'	PRO:PER	me
.	SENT	.
prétendu	VER:pper	prétendre
Si	ADV	si
a	VER:pres	avoir
que	KON	que
<EOS>	<EOS>	<EOS>
!	SENT	!
--	PUN	--
elle	PRO:PER	elle
cette	PRO:DEM	ce
j'	PRO:PER	je
madame	NOM	madame
d'	PRP	de
était-elle	VER:pres	était-elle
se	PRO:PER	se
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
,	PUN	,
!	SENT	!
voulait	VER:impf	vouloir
à	PRP	à
.	SENT	.
--	PUN	--
répondit-il	NOM	répondit-il
Et	KON	et
eut	VER:simp	avoir
--	PUN	--
<EOS>	<EOS>	<EOS>
vous	PRO:PER	vous
n'	ADV	ne
impossible	NOM	impossible
tour	NOM	tour
Tabaret	NAM	tabaret
<EOS>	<EOS>	<EOS>
conversation	NOM	conversation
tout	ADV	tout
père	NOM	père
un	DET:ART	un
une	DET:ART	un
Elle	PRO:PER	elle
ne	ADV	ne
de	PRP	de
demander	VER:infi	demander
--	PUN	--
?	SENT	?
donner	VER:infi	donner
?	SENT	?
que	KON	que
.	SENT	.
elle	PRO:PER	elle
accablée	VER:pper	accabler
Gerdy	NAM	gerdy
?	SENT	?
Quoi	PRO	quoi
<EOS>	<EOS>	<EOS>
avance	NOM	avance
<EOS>	<EOS>	<EOS>
du	PRP:det	du
essayé	VER:pper	essayer
le	DET:ART	le
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
tenté	VER:pper	tenter
préoccupé	VER:pper	préoccuper
pas	ADV	pas
disculper	VER:infi	disculper
<EOS>	<EOS>	<EOS>
ai	VER:pres	avoir
Que	PRO:REL	que
est	VER:pres	être
la	DET:ART	le
il	PRO:PER	il
--	PUN	--
pas	ADV	pas
a	VER:pres	avoir
dit	VER:pres	dire
,	PUN	,
?	SENT	?
?	SENT	?
pas	ADV	pas
a	VER:pres	avoir
<SEG>
elle	PRO:PER	elle
et	KON	et
!	SENT	!
les	DET:ART	le
me	PRO:PER	me
levant	VER:ppre	lever
replaça	VER:simp	replacer
avocat	NOM	avocat
le	DET:ART	le
dit	VER:pper	dire
eût	VER:subi	avoir
,	PUN	,
absurdités	NOM	absurdité
était	VER:impf	être
continua-t-il	NOM	continua-t-il
<EOS>	<EOS>	<EOS>
des	PRP:det	du
arpentant	VER:ppre	arpenter
tiroir	NOM	tiroir
...	PUN	...
.	SENT	.
?	SENT	?
lettres	NOM	lettre
donner	VER:infi	donner
soigneusement	ADV	soigneusement
comme	KON	comme
elle	PRO:PER	elle
...	PUN	...
change	NOM	change
des	PRP:det	du
m'	PRO:PER	me
.	SENT	.
secret	ADJ	secret
s'	PRO:PER	se
les	PRO:PER	la|le
.	SENT	.
infamies	NOM	infamie
bureau	NOM	bureau
dit	VER:pper	dire
vol	NOM	vol
en	PRO:PER	en
Comme	KON	comme
sans	PRP	sans
mensonges	NOM	mensonge
colère	NOM	colère
,	PUN	,
<EOS>	<EOS>	<EOS>
correspondance	NOM	correspondance
des	PRP:det	du
pu	VER:pper	pouvoir
lia	VER:simp	lier
mouvement	NOM	mouvement
c'	PRO:DEM	ce
entrepris	VER:pper	entreprendre
L'	DET:ART	le
,	PUN	,
,	PUN	,
Eh	NAM	eh
a	VER:pres	avoir
<EOS>	<EOS>	<EOS>
,	PUN	,
le	DET:ART	le
apercevoir	VER:infi	apercevoir
son	DET:POS	son
sa	DET:POS	son
,	PUN	,
dans	PRP	dans
aisé	ADJ	aisé
les	PRO:PER	la|le
calmer	VER:infi	calmer
avait	VER:impf	avoir
<EOS>	<EOS>	<EOS>
achevé	VER:pper	achever
,	PUN	,
en	PRP	en
m'	PRO:PER	me
<EOS>	<EOS>	<EOS>
oui	INT	oui
de	PRP	de
du	PRP:det	du
de	PRP	de
,	PUN	,
si	KON	si
bureau	NOM	bureau
qu'	PRO:REL	que
Il	PRO:PER	il
de	PRP	de
elle	PRO:PER	elle
ramasser	VER:infi	ramasser
--	PUN	--
a	VER:pres	avoir
et	KON	et
a	VER:pres	avoir
se	PRO:PER	se
ce	PRO:DEM	ce
son	DET:POS	son
le	DET:ART	le
-je	PRO:PER	je
sais	VER:pres	savoir
Oui	INT	oui
<SEG>
preuves	NOM	preuve
après	PRP	après
Aimé	NAM	aimé
m'	PRO:PER	me
je	PRO:PER	je
sans	PRP	sans
ce	PRO:DEM	ce
.	SENT	.
Et	KON	et
idée	NOM	idée
m'	PRO:PER	me
de	PRP	de
moi	PRO:PER	moi
de	PRP	de
a	VER:pres	avoir
imbécile	ADJ	imbécile
ne	ADV	ne
dans	PRP	dans
il	PRO:PER	il
,	PUN	,
volé	VER:pper	voler
horribles	ADJ	horrible
souffrir	VER:infi	souffrir
me	PRO:PER	me
forcé	VER:pper	forcer
lui	PRO:PER	lui
...	PUN	...
son	DET:POS	son
cœur	NOM	cœur
son	DET:POS	son
verser	VER:infi	verser
faut	VER:pres	falloir
brisait	VER:impf	briser
,	PUN	,
,	PUN	,
<EOS>	<EOS>	<EOS>
rien	NOM	rien
pouvait	VER:impf	pouvoir
avec	PRP	avec
aimé	VER:pper	aimer
lâche	ADJ	lâche
disais	VER:impf	dire
je	PRO:PER	je
presque	ADV	presque
Elle	PRO:PER	elle
non	INT	non
les	DET:ART	le
.	SENT	.
a	VER:pres	avoir
qu'	KON	que
envie	NOM	envie
<EOS>	<EOS>	<EOS>
me	PRO:PER	me
être	VER:infi	être
avais	VER:impf	avoir
:	PUN	:
elle	PRO:PER	elle
plus	ADV	plus
C'	PRO:DEM	ce
qui	PRO:REL	qui
moment	NOM	moment
<EOS>	<EOS>	<EOS>
adore	VER:pres	adorer
de	PRP	de
il	PRO:PER	il
se	PRO:PER	se
,	PUN	,
!	SENT	!
que	PRO:REL	que
,	PUN	,
qu'	PRO:REL	que
premier	NUM	premier
le	DET:ART	le
elle	PRO:PER	elle
qu'	PRO:REL	que
tout	ADV	tout
verrait	VER:cond	voir
?	SENT	?
les	DET:ART	le
tiens	VER:pres	tenir
,	PUN	,
il	PRO:PER	il
l'	DET:ART	le
une	DET:ART	un
pardonner	VER:infi	pardonner
à	PRP	à
<EOS>	<EOS>	<EOS>
,	PUN	,
me	PRO:PER	me
parler	VER:infi	parler
,	PUN	,
,	PUN	,
sot	ADJ	sot
restituer	VER:infi	restituer
est	VER:pres	être
et	KON	et
tortures	NOM	torture
,	PUN	,
larme	NOM	larme
fils	NOM	fil|fils
<SEG>
le	DET:ART	le
empêcher	VER:infi	empêcher
--	PUN	--
guère	ADV	guère
<EOS>	<EOS>	<EOS>
savez	VER:pres	savoir
Vous	NAM	vous
<EOS>	<EOS>	<EOS>
attend	VER:pres	attendre
de	PRP	de
d'	PRP	de
été	VER:pper	être
la	DET:ART	le
cas	NOM	cas
<EOS>	<EOS>	<EOS>
tête	NOM	tête
comte	NOM	comte
la	DET:ART	le
<EOS>	<EOS>	<EOS>
parler	VER:infi	parler
de	PRP	de
de	PRP	de
le	DET:ART	le
,	PUN	,
cheveu	NOM	cheveu
ai	VER:pres	avoir
a	VER:pres	avoir
Elle	PRO:PER	elle
averti	VER:pper	avertir
voir	VER:infi	voir
C'	PRO:DEM	ce
poursuivant	VER:ppre	poursuivre
.	SENT	.
--	PUN	--
Sa	DET:POS	son
-vous	PRO:PER	vous
de	PRP	de
seul	ADJ	seul
le	DET:ART	le
de	PRP	de
--	PUN	--
,	PUN	,
possible	ADJ	possible
;	PUN	;
l'	PRO:PER	la|le
probablement	ADV	probablement
lui	PRO:PER	lui
idée	NOM	idée
la	DET:ART	le
?	SENT	?
absent	ADJ	absent
Tabaret	NAM	tabaret
fils	NOM	fil|fils
en	PRP	en
plus	ADV	plus
aura	VER:futu	avoir
--	PUN	--
pour	PRP	pour
qu'	KON	que
ne	ADV	ne
Paris	NAM	paris
mois	NOM	moi|mois
père	NOM	père
est	VER:pres	être
voulu	VER:pper	vouloir
.	SENT	.
tomber	VER:infi	tomber
<EOS>	<EOS>	<EOS>
on	PRO:PER	on
<EOS>	<EOS>	<EOS>
depuis	PRP	depuis
,	PUN	,
cela	VER:simp	celer
son	DET:POS	son
--	PUN	--
,	PUN	,
...	PUN	...
objecta	VER:simp	objecter
démarche	NOM	démarche
un	DET:ART	un
Comment	ADV	comment
semaine	NOM	semaine
et	KON	et
est	VER:pres	être
à	PRP	à
inutile	ADJ	inutile
son	DET:POS	son
le	DET:ART	le
,	PUN	,
.	SENT	.
mon	DET:POS	mon
?	SENT	?
comte	NOM	comte
fin	NOM	fin
ce	PRO:DEM	ce
un	DET:ART	un
J'	PRO:PER	je
comte	NOM	comte
père	NOM	père
.	SENT	.
<SEG>
Vous	PRO:PER	vous
J'	PRO:PER	je
Quelle	PRO:REL	quel
voix	NOM	voix
les	PRO:PER	la|le
Pensez	VER:pres	penser
-vous	PRO:PER	vous
considération	NOM	considération
--	PUN	--
chez	PRP	chez
monsieur	NOM	monsieur
<EOS>	<EOS>	<EOS>
,	PUN	,
donc	ADV	donc
surprenant	VER:ppre	surprendre
trouvez	VER:pres	trouver
engagerait	VER:cond	engager
?	SENT	?
y	PRO:PER	y
<EOS>	<EOS>	<EOS>
vous	PRO:PER	vous
valoir	VER:infi	valoir
ai	VER:pres	avoir
qui	PRO	qui
dépouillé	VER:pper	dépouiller
<EOS>	<EOS>	<EOS>
Rien	ADV	rien
pas	ADV	pas
<EOS>	<EOS>	<EOS>
cela	PRO:DEM	cela
--	PUN	--
taire	VER:infi	taire
<EOS>	<EOS>	<EOS>
m'	PRO:PER	me
allé	VER:pper	aller
à	PRP	à
je	PRO:PER	je
,	PUN	,
<EOS>	<EOS>	<EOS>
?	SENT	?
m'	PRO:PER	me
à	PRP	à
Oh	INT	oh
des	PRP:det	du
la	DET:ART	le
<EOS>	<EOS>	<EOS>
je	PRO:PER	je
donc	ADV	donc
volé	VER:pper	voler
certainement	ADV	certainement
.	SENT	.
je	PRO:PER	je
de	PRP	de
,	PUN	,
!	SENT	!
Moi	PRO:PER	moi
je	PRO:PER	je
réclamerai	VER:futu	réclamer
Commarin	NAM	commarin
-je	PRO:PER	je
mon	DET:POS	mon
êtes	VER:pres	être
me	PRO:PER	me
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
résolu	VER:pper	résoudre
que	PRO:REL	que
ménager	ADJ	ménager
-vous	PRO:PER	vous
.	SENT	.
donc	ADV	donc
droits	NOM	droit
pas	ADV	pas
ne	ADV	ne
n'	ADV	ne
Ainsi	ADV	ainsi
,	PUN	,
Que	KON	que
?	SENT	?
.	SENT	.
de	PRP	de
ne	ADV	ne
<EOS>	<EOS>	<EOS>
?	SENT	?
--	PUN	--
-vous	PRO:PER	vous
pas	ADV	pas
?	SENT	?
ai	VER:pres	avoir
?	SENT	?
à	PRP	à
ferai	VER:futu	faire
suis	VER:pres	suivre|être
,	PUN	,
imaginez	VER:pres	imaginer
trahi	VER:pper	trahir
élèverai	VER:futu	élever
que	KON	que
,	PUN	,
ami	NOM	ami
<SEG>
bruit	NOM	bruit
.	SENT	.
m'	PRO:PER	me
cela	PRO:DEM	cela
perdre	VER:infi	perdre
pas	ADV	pas
et	KON	et
de	PRP	de
voudrais	VER:cond	vouloir
et	KON	et
Le	DET:ART	le
<EOS>	<EOS>	<EOS>
certain	ADJ	certain
,	PUN	,
courage	NOM	courage
<EOS>	<EOS>	<EOS>
besoin	NOM	besoin
,	PUN	,
,	PUN	,
causer	VER:infi	causer
voulais	VER:impf	vouloir
Noël	NAM	noël
.	SENT	.
le	PRO:PER	le
avait	VER:impf	avoir
ne	ADV	ne
la	DET:ART	le
de	PRP	de
à	PRP	à
peut	VER:pres	pouvoir
pas	ADV	pas
de	PRP	de
salir	VER:infi	salir
agitaient	VER:impf	agiter
et	KON	et
réfléchir	VER:infi	réfléchir
manquais	VER:impf	manquer
je	PRO:PER	je
fureur	NOM	fureur
,	PUN	,
découverte	NOM	découverte
m'	PRO:PER	me
j'	PRO:PER	je
Mille	NUM	mille
désire	VER:pres	désirer
,	PUN	,
.	SENT	.
Je	PRO:PER	je
voulais	VER:impf	vouloir
la	DET:ART	le
<EOS>	<EOS>	<EOS>
le	PRO:PER	le
cette	PRO:DEM	ce
opposés	VER:pper	opposer
fait	VER:pper	faire
sentiments	NOM	sentiment
<EOS>	<EOS>	<EOS>
ne	ADV	ne
<EOS>	<EOS>	<EOS>
nom	NOM	nom
;	PUN	;
je	PRO:PER	je
je	PRO:PER	je
flottant	VER:ppre	flotter
reprendre	VER:infi	reprendre
,	PUN	,
m'	PRO:PER	me
aveuglait	VER:impf	aveugler
épouvantait	VER:impf	épouvanter
,	PUN	,
,	PUN	,
étais	VER:impf	être
je	PRO:PER	je
.	SENT	.
veille	NOM	veille
est	VER:pres	être
tête	NOM	tête
J'	PRO:PER	je
<EOS>	<EOS>	<EOS>
que	PRO:REL	que
égaré	VER:pper	égarer
<EOS>	<EOS>	<EOS>
.	SENT	.
immédiatement	ADV	immédiatement
affaire	NOM	affaire
mon	DET:POS	mon
.	SENT	.
m'	PRO:PER	me
la	DET:ART	le
désirais	VER:impf	désirer
Ma	DET:POS	mon
.	SENT	.
indécis	ADJ	indécis
.	SENT	.
continua	VER:simp	continuer
avais	VER:impf	avoir
presque	ADV	presque
Mais	KON	mais
Je	PRO:PER	je
divers	ADJ	divers
<SEG>
un	DET:ART	un
fatigue	NOM	fatigue
,	PUN	,
scandale	NOM	scandale
le	DET:ART	le
concilier	VER:infi	concilier
.	SENT	.
--	PUN	--
êtes	VER:pres	être
rompu	VER:pper	rompre
,	PUN	,
!	SENT	!
courses	NOM	course
.	SENT	.
avais	VER:impf	avoir
des	PRP:det	du
que	KON	que
j'	PRO:PER	je
bruit	NOM	bruit
avec	PRP	avec
souffert	VER:pper	souffrir
Je	PRO:PER	je
trouvé	VER:pper	trouver
<EOS>	<EOS>	<EOS>
Oui	INT	oui
travail	NOM	travail
décidé	VER:pper	décider
cherchais	VER:impf	chercher
--	PUN	--
au	PRP:det	au
ces	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
.	SENT	.
briser	VER:infi	briser
ai	VER:pres	avoir
abandonné	VER:pper	abandonner
moyen	NOM	moyen
toutes	PRO:IND	tout
d'	PRP	de
ai	VER:pres	avoir
pas	ADV	pas
Enfin	ADV	enfin
,	PUN	,
Efforts	NOM	effort
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
par	PRP	par
mon	DET:POS	mon
tout	ADV	tout
affaires	NOM	affaire
Ah	INT	ah
<EOS>	<EOS>	<EOS>
,	PUN	,
?	SENT	?
!	SENT	!
cherchais	VER:impf	chercher
après	PRP	après
arriver	VER:infi	arriver
Depuis	PRP	depuis
n'	ADV	ne
sans	PRP	sans
!	SENT	!
mes	DET:POS	mon
J'	PRO:PER	je
ce	PRO:DEM	ce
corps	NOM	corps
lettres	NOM	lettre
bas	ADJ	bas
,	PUN	,
jours	NOM	jour
angoisse	NOM	angoisse
,	PUN	,
la	DET:ART	le
espérant	VER:ppre	espérer
à	PRP	à
sommeil	NOM	sommeil
<EOS>	<EOS>	<EOS>
quinze	NUM	quinze
inutiles	ADJ	inutile
,	PUN	,
je	PRO:PER	je
tout	PRO:IND	tout
<EOS>	<EOS>	<EOS>
insensées	ADJ	insensé
à	PRP	à
par	PRP	par
je	PRO:PER	je
temps	NOM	temps
vous	PRO:PER	vous
,	PUN	,
de	PRP	de
j'	PRO:PER	je
Le	DET:ART	le
que	KON	que
vous	PRO:PER	vous
ai	VER:pres	avoir
jour	NOM	jour
<EOS>	<EOS>	<EOS>
.	SENT	.
<SEG>
.	SENT	.
le	PRO:PER	le
--	PUN	--
tapis	NOM	tapis
.	SENT	.
à	PRP	à
voiture	NOM	voiture
,	PUN	,
deux	NUM	deux
successives	ADJ	successif
fallait	VER:impf	falloir
,	PUN	,
l'	DET:ART	le
me	PRO:PER	me
heure	NOM	heure
une	DET:ART	un
<EOS>	<EOS>	<EOS>
risquer	VER:infi	risquer
une	DET:ART	un
un	DET:ART	un
il	PRO:PER	il
à	PRP	à
de	PRP	de
,	PUN	,
cœur	NOM	cœur
des	PRP:det	du
sera	VER:futu	être
jettent	VER:pres	jeter
finir	VER:infi	finir
après	PRP	après
couché	VER:pper	coucher
joueurs	NOM	joueur
.	SENT	.
qui	PRO:REL	qui
le	DET:ART	le
mains	NOM	main
mon	DET:POS	mon
dormi	VER:pper	dormir
d'	PRP	de
ce	PRO:DEM	ce
continua	VER:simp	continuer
.	SENT	.
ces	PRO:DEM	ce
le	DET:ART	le
pour	PRP	pour
qu'	KON	que
étais	VER:impf	être
.	SENT	.
dans	PRP	dans
,	PUN	,
une	DET:ART	un
juge	NOM	juge
,	PUN	,
pris	VER:pper	prendre
rage	NOM	rage
père	NOM	père
en	PRP	en
le	DET:ART	le
<EOS>	<EOS>	<EOS>
chercher	VER:infi	chercher
tirait	VER:impf	tirer
,	PUN	,
autre	ADJ	autre
instruction	NOM	instruction
montre	NOM	montre
pensait-il	ADJ	pensait-il
désespéré	VER:pper	désespérer
Tabaret	NAM	tabaret
reste	VER:pres	rester
Noël	NAM	noël
je	PRO:PER	je
j'	PRO:PER	je
De	PRP	de
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
Je	PRO:PER	je
qui	PRO:REL	qui
d'	PRP	de
Monsieur	NOM	monsieur
Enfin	ADV	enfin
leur	PRO:PER	lui
,	PUN	,
un	DET:ART	un
nuit	NOM	nuit
,	PUN	,
après	PRP	après
coup	NOM	coup
sur	PRP	sur
,	PUN	,
de	PRP	de
état	NOM	état
envoyai	VER:simp	envoyer
sa	DET:POS	son
<EOS>	<EOS>	<EOS>
pertes	NOM	perte
temps	NOM	temps
dis	VER:pres	dire
sournoisement	ADV	sournoisement
matin	NOM	matin
J'	PRO:PER	je
<SEG>
policier	ADJ	policier
laissa	VER:simp	laisser
On	PRO:PER	on
l'	DET:ART	le
ami	NOM	ami
cour	NOM	cour
une	DET:ART	un
des	PRP:det	du
et	KON	et
élève	VER:pres	élever
digne	ADJ	digne
échapper	VER:infi	échapper
;	PUN	;
me	PRO:PER	me
abord	NOM	abord
vingt	NUM	vingt
demeure	NOM	demeure
s'	PRO:PER	se
<EOS>	<EOS>	<EOS>
à	PRP	à
de	PRP	de
façade	NOM	façade
princière	ADJ	princier
presque	ADV	presque
un	DET:ART	un
est	VER:pres	être
communs	NOM	commun|communs
seigneur	NOM	seigneur
vaste	ADJ	vaste
prix	NOM	prix
,	PUN	,
,	PUN	,
.	SENT	.
Le	DET:ART	le
une	DET:ART	un
soupir	NOM	soupir
droite	NOM	droit|droite
un	DET:ART	un
et	KON	et
C'	PRO:DEM	ce
Commarin	NAM	commarin
<EOS>	<EOS>	<EOS>
vingt	NUM	vingt
À	PRP	à
hôtel	NOM	hôtel
les	DET:ART	le
.	SENT	.
où	PRO:REL	où
de	PRP	de
<EOS>	<EOS>	<EOS>
,	PUN	,
de	PRP	de
gauche	ADJ	gauche
magnifiques	ADJ	magnifique
remises	NOM	remise
.	SENT	.
hôtel	NOM	hôtel
fois	NOM	fois
vieux	NOM	vieux
chevaux	NOM	cheval
palais	NOM	palais
hôtels	NOM	hôtel
la	DET:ART	le
entre	VER:subp	entrer
l'	DET:ART	le
,	PUN	,
à	PRP	à
,	PUN	,
et	KON	et
écuries	NOM	écurie
plus	ADV	plus
conduire	VER:infi	conduire
faubourg	NOM	faubourg
dans	PRP	dans
.	SENT	.
vieil	ADJ	vieux
<EOS>	<EOS>	<EOS>
majestueux	ADJ	majestueux
un	DET:ART	un
mon	DET:POS	mon
Au	PRP:det	au
,	PUN	,
je	PRO:PER	je
fond	NOM	fond
du	PRP:det	du
d'	PRP	de
.	SENT	.
<EOS>	<EOS>	<EOS>
les	DET:ART	le
--	PUN	--
satisfaction	NOM	satisfaction
fis	VER:simp	faire
piaffent	VER:pres	piaffer
Saint-Germain	NAM	saint-germain
les	DET:ART	le
grand	ADJ	grand
sont	VER:pres	être
millionnaire	ADJ	millionnaire
un	DET:ART	un
d'	PRP	de
<SEG>
<EOS>	<EOS>	<EOS>
au	PRP:det	au
contrariait	VER:impf	contrarier
révéler	VER:infi	révéler
double	ADJ	double
enthousiaste	ADJ	enthousiaste
<EOS>	<EOS>	<EOS>
.	SENT	.
fenêtres	NOM	fenêtre
collaborateur	NOM	collaborateur
,	PUN	,
un	DET:ART	un
--	PUN	--
?	SENT	?
étend	VER:pres	étendre
et	KON	et
pouvait	VER:impf	pouvoir
Tabaret	NAM	tabaret
Cette	PRO:DEM	ce
vous	PRO:PER	vous
son	DET:POS	son
comment	ADV	comment
et	KON	et
<EOS>	<EOS>	<EOS>
qu'	KON	que
indiscret	ADJ	indiscret
,	PUN	,
.	SENT	.
<EOS>	<EOS>	<EOS>
presser	VER:infi	presser
immenses	ADJ	immense
y	PRO:PER	y
plus	ADV	plus
le	DET:ART	le
hôtel	NOM	hôtel
marbre	NOM	marbre
les	DET:ART	le
ses	DET:POS	son
mais	KON	mais
visiter	VER:infi	visiter
a	VER:pres	avoir
non	ADV	non
jardin	NOM	jardin
<EOS>	<EOS>	<EOS>
devrais	VER:cond	devoir
je	PRO:PER	je
il	PRO:PER	il
s'	PRO:PER	se
à	PRP	à
sévère	ADJ	sévère
ses	DET:POS	son
grand	ADJ	grand
.	SENT	.
donc	ADV	donc
?	SENT	?
.	SENT	.
.	SENT	.
ombragé	VER:pper	ombrager
,	PUN	,
de	PRP	de
mot	NOM	mot
,	PUN	,
parlait	VER:impf	parler
parc	NOM	parc
dire	VER:infi	dire
un	DET:ART	un
Gévrol	NAM	gévrol
qui	PRO:REL	qui
qu'	KON	que
faire	VER:infi	faire
vivement	ADV	vivement
arbres	NOM	arbre
,	PUN	,
,	PUN	,
peut-être	ADV	peut-être
Mais	KON	mais
<EOS>	<EOS>	<EOS>
par	PRP	par
avec	PRP	avec
perron	NOM	perron
à	PRP	à
éveiller	VER:infi	éveiller
demanda-t-il	NOM	demanda-t-il
Un	DET:ART	un
un	DET:ART	un
On	PRO:PER	on
<EOS>	<EOS>	<EOS>
fait	VER:pres	faire
Paris	NAM	paris
l'	DET:ART	le
description	NOM	description
soient	VER:subp	être
Derrière	ADV	derrière
vieux	ADJ	vieux
soupçons	NOM	soupçon
lui	PRO:PER	lui
ami	NOM	ami
de	PRP	de
Noël	NAM	noël
père	NOM	père
<SEG>
!	SENT	!
me	PRO:PER	me
,	PUN	,
le	DET:ART	le
Le	DET:ART	le
,	PUN	,
--	PUN	--
j'	PRO:PER	je
demeure	NOM	demeure
de	PRP	de
,	PUN	,
.	SENT	.
j'	PRO:PER	je
une	DET:ART	un
que	KON	que
Commarin	NAM	commarin
famille	NOM	famille
enquis	VER:pper	enquérir
autour	ADV	autour
.	SENT	.
je	PRO:PER	je
!	SENT	!
pères	NOM	père
-je	PRO:PER	je
-même	ADJ	même
<EOS>	<EOS>	<EOS>
me	PRO:PER	me
<EOS>	<EOS>	<EOS>
est	VER:pres	être
<EOS>	<EOS>	<EOS>
me	PRO:PER	me
en	PRP	en
Non	ADV	non
disais	VER:impf	dire
pouvez	VER:pres	pouvoir
son	DET:POS	son
.	SENT	.
la	DET:ART	le
histoire	NOM	histoire
,	PUN	,
ma	DET:POS	mon
soir	NOM	soir
ai	VER:pres	avoir
visité	VER:pper	visiter
mes	DET:POS	mon
je	PRO:PER	je
de	PRP	de
émotions	NOM	émotion
héritier	NOM	héritier
seul	ADJ	seul
la	DET:ART	le
ne	ADV	ne
je	PRO:PER	je
Rhéteau	NAM	rhéteau
Depuis	PRP	depuis
à	PRP	à
noble	ADJ	noble
comprendre	VER:infi	comprendre
suis	VER:pres	suivre|être
là	ADV	là
mes	DET:POS	mon
dû	VER:pper	devoir
.	SENT	.
Ah	INT	ah
que	KON	que
de	PRP	de
histoire	NOM	histoire
là	ADV	là
la	DET:ART	le
allais	VER:impf	aller
<EOS>	<EOS>	<EOS>
être	VER:infi	être
tête	NOM	tête
des	PRP:det	du
J'	PRO:PER	je
,	PUN	,
;	PUN	;
bibliothèque	NOM	bibliothèque
moi	NOM	moi
vous	PRO:PER	vous
aurais	VER:cond	avoir
feu	NOM	feu
rôder	VER:infi	rôder
c'	PRO:DEM	ce
C'	PRO:DEM	ce
de	PRP	de
je	PRO:PER	je
sais	VER:pres	savoir
suis	VER:pres	suivre|être
né	VER:pper	naître
ai	VER:pres	avoir
étudié	VER:pper	étudier
<EOS>	<EOS>	<EOS>
est	VER:pres	être
<EOS>	<EOS>	<EOS>
l'	PRO:PER	la|le
,	PUN	,
;	PUN	;
,	PUN	,
nouvelle	ADJ	nouveau
<SEG>
suis	VER:pres	suivre|être
précipiter	VER:infi	précipiter
bannis	NOM	banni
et	KON	et
»	PUN:cit	»
grandir	VER:infi	grandir
fils	NOM	fil|fils
,	PUN	,
élevé	VER:pper	élever
grandes	ADJ	grand
envies	NOM	envie
les	DET:ART	le
de	PRP	de
!	SENT	!
comparais	VER:pres	comparaître
dévorais	VER:impf	dévorer
destinées	NOM	destinée
la	DET:ART	le
pour	KON	pour
amertumes	NOM	amertume
ici	ADV	ici
.	SENT	.
me	PRO:PER	me
me	PRO:PER	me
le	DET:ART	le
intrus	NOM	intrus
du	PRP:det	du
<EOS>	<EOS>	<EOS>
chasser	VER:infi	chasser
