Lotus	NAM	lotus
<SEG>
chercher	VER:infi	chercher
<EOS>	<EOS>	<EOS>
-là	ADV	là
celle	PRO:DEM	celui
De	PRP	de
.	SENT	.
,	PUN	,
il	PRO:PER	il
qu'	KON	que
venait	VER:impf	venir
<SEG>
blanc	ADJ	blanc
au-dessus	ADV	au-dessus
retenait	VER:impf	retenir
tête	NOM	tête
,	PUN	,
elle	PRO:PER	elle
sa	DET:POS	son
son	DET:POS	son
de	PRP	de
bras	NOM	bras
<SEG>
une	DET:ART	un
la	DET:ART	le
à	PRP	à
toile	NOM	toile
<EOS>	<EOS>	<EOS>
Immobile	ADJ	immobile
.	SENT	.
semblable	ADJ	semblable
,	PUN	,
lourde	ADJ	lourd
<SEG>
le	DET:ART	le
,	PUN	,
autour	ADV	autour
elle	PRO:PER	elle
promenant	VER:ppre	promener
belle	ADJ	beau
mais	KON	mais
d'	PRP	de
statue	NOM	statue
paisible	ADJ	paisible
<SEG>
de	PRP	de
regard	NOM	regard
yeux	NOM	œil
et	KON	et
fière	ADJ	fier
de	PRP	de
douce	ADJ	doux
,	PUN	,
ses	DET:POS	son
violette	NOM	violet|violette
<SEG>
frisson	NOM	frisson
donnait	VER:impf	donner
de	PRP	de
le	DET:ART	le
,	PUN	,
la	DET:ART	le
tragique	ADJ	tragique
elle	PRO:PER	elle
à	PRP	à
tous	PRO:IND	tout
<SEG>
Un	DET:ART	un
.	SENT	.
de	PRP	de
s'	PRO:PER	se
<EOS>	<EOS>	<EOS>
murmure	NOM	murmure
et	KON	et
éleva	VER:simp	élever
beauté	NOM	beauté
louange	NOM	louange
<SEG>
avec	PRP	avec
son	DET:POS	son
ses	DET:POS	son
contenant	VER:ppre	contenir
Paphnuce	NAM	paphnuce
,	PUN	,
l'	DET:ART	le
cœur	NOM	cœur
agitée	VER:pper	agiter
âme	NOM	âme
<SEG>
soupira	VER:simp	soupirer
--	PUN	--
mains	NOM	main
,	PUN	,
,	PUN	,
:	PUN	:
ô	INT	ô
Pourquoi	ADV	pourquoi
donc	ADV	donc
mon	DET:POS	mon
<SEG>
tes	DET:POS	ton
-tu	PRO:PER	tu
donnes	VER:pres	donner
à	PRP	à
,	PUN	,
une	NUM	un
Dieu	NOM	dieu
ce	PRO:DEM	ce
de	PRP	de
pouvoir	NOM	pouvoir
<SEG>
,	PUN	,
?	SENT	?
plus	ADV	plus
créatures	NOM	créature
disait	VER:impf	dire
Dorion	NOM	dorion
:	PUN	:
<EOS>	<EOS>	<EOS>
,	PUN	,
paisible	ADJ	paisible
<SEG>
s'	PRO:PER	se
qui	PRO:REL	qui
--	PUN	--
,	PUN	,
atomes	NOM	atome
les	DET:ART	le
pour	PRP	pour
associent	VER:pres	associer
Certes	ADV	certes
composer	VER:infi	composer
<SEG>
œil	NOM	œil
agréable	ADJ	agréable
à	PRP	à
présentent	VER:pres	présenter
l'	DET:ART	le
combinaison	NOM	combinaison
.	SENT	.
femme	NOM	femme
cette	PRO:DEM	ce
une	DET:ART	un
<SEG>
nature	NOM	nature
Ce	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
de	PRP	de
jeu	NOM	jeu
la	DET:ART	le
qu'	KON	que
n'	ADV	ne
est	VER:pres	être
un	DET:ART	un
<SEG>
ce	PRO:DEM	ce
ils	PRO:PER	il
.	SENT	.
font	VER:pres	faire
atomes	NOM	atome
et	KON	et
qu'	PRO:REL	que
savent	VER:pres	savoir
ne	ADV	ne
ces	PRO:DEM	ce
<SEG>
jour	NOM	jour
sépareront	VER:futu	séparer
indifférence	NOM	indifférence
se	PRO:PER	se
la	DET:ART	le
Ils	PRO:PER	il
avec	PRP	avec
un	DET:ART	un
même	ADJ	même
<EOS>	<EOS>	<EOS>
<SEG>
qu'	PRO:REL	que
ils	PRO:PER	il
sont	VER:pres	être
Où	ADV	où
sont	VER:pres	être
<EOS>	<EOS>	<EOS>
maintenant	ADV	maintenant
.	SENT	.
se	PRO:PER	se
unis	VER:pper	unir
<SEG>
ou	KON	ou
Je	PRO:PER	je
formèrent	VER:simp	former
<EOS>	<EOS>	<EOS>
qui	PRO:REL	qui
Cléopâtre	NAM	cléopâtre
Laïs	NAM	laïs
?	SENT	?
atomes	NOM	atome
les	DET:ART	le
<SEG>
en	PRO:PER	en
pas	ADV	pas
sont	VER:pres	être
:	PUN	:
quelquefois	ADV	quelquefois
belles	ADJ	beau
n'	ADV	ne
femmes	NOM	femme
disconviens	VER:pres	disconvenir
les	DET:ART	le
<SEG>
mais	KON	mais
,	PUN	,
elles	PRO:PER	elle
sont	VER:pres	être
soumises	VER:pper	soumettre
fâcheuses	ADJ	fâcheux
et	KON	et
disgrâces	NOM	disgrâce
à	PRP	à
de	PRP	de
<SEG>
est	VER:pres	être
des	PRP:det	du
quoi	PRO:REL	quoi
C'	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
incommodités	NOM	incommodité
dégoûtantes	ADJ	dégoûtant
.	SENT	.
à	PRP	à
à	PRP	à
<SEG>
,	PUN	,
songent	VER:pres	songer
les	DET:ART	le
que	KON	que
vulgaire	NOM	vulgaire
méditatifs	ADJ	méditatif
le	DET:ART	le
tandis	KON	tandis
esprits	NOM	esprit
des	PRP:det	du
<SEG>
<EOS>	<EOS>	<EOS>
n'	ADV	ne
attention	NOM	attention
point	ADV	point
fait	VER:pres	faire
Et	KON	et
hommes	NOM	homme
les	DET:ART	le
y	PRO:PER	y
.	SENT	.
<SEG>
l'	DET:ART	le
bien	ADV	bien
femmes	NOM	femme
,	PUN	,
qu'	KON	que
il	PRO:PER	il
amour	NOM	amour
inspirent	VER:pres	inspirer
soit	VER:subp	être
déraisonnable	ADJ	déraisonnable
<SEG>
aimer	VER:infi	aimer
les	PRO:PER	la|le
et	KON	et
philosophe	NOM	philosophe
.	SENT	.
l'	DET:ART	le
le	DET:ART	le
de	PRP	de
<EOS>	<EOS>	<EOS>
Ainsi	ADV	ainsi
<SEG>
suivaient	VER:impf	suivre
ascète	NOM	ascète
.	SENT	.
pensée	NOM	pensée
<EOS>	<EOS>	<EOS>
Ils	PRO:PER	il
et	KON	et
contemplaient	VER:impf	contempler
leur	DET:POS	leur
Thaïs	NAM	thaïs
<SEG>
ni	KON	ni
n'	ADV	ne
vu	VER:pper	voir
un	NOM	un
autre	ADJ	autre
ni	KON	ni
Hécube	NOM	hécube
avaient	VER:impf	avoir
l'	DET:ART	le
l'	DET:ART	le
<SEG>
vers	PRP	vers
fille	NOM	fille
dire	VER:infi	dire
tournée	VER:pper	tourner
sa	DET:POS	son
lui	PRO:PER	lui
,	PUN	,
ses	DET:POS	son
par	PRP	par
,	PUN	,
<SEG>
de	PRP	de
--	PUN	--
fléchir	VER:infi	fléchir
:	PUN	:
.	SENT	.
gestes	NOM	geste
le	DET:ART	le
cruel	ADJ	cruel
Ulysse	NAM	ulysse
Essaie	VER:pres	essayer
<SEG>
ta	DET:POS	ton
ta	DET:POS	ton
<EOS>	<EOS>	<EOS>
Fais	VER:pres	faire
,	PUN	,
larmes	NOM	larme
parler	VER:infi	parler
beauté	NOM	beauté
,	PUN	,
tes	DET:POS	ton
<SEG>
<EOS>	<EOS>	<EOS>
jeunesse	NOM	jeunesse
plutôt	ADV	plutôt
Thaïs	NAM	thaïs
,	PUN	,
!	SENT	!
elle	PRO:PER	elle
Polyxène	ADJ	polyxène
-même	ADJ	même
où	PRO:REL	où
<SEG>
retomber	VER:infi	retomber
la	DET:ART	le
toile	NOM	toile
,	PUN	,
<EOS>	<EOS>	<EOS>
la	DET:ART	le
laissa	VER:simp	laisser
tente	NOM	tente
de	PRP	de
.	SENT	.
<SEG>
furent	VER:simp	être
tous	PRO:IND	tout
les	DET:ART	le
pas	NOM	pas
et	KON	et
,	PUN	,
fit	VER:simp	faire
cœurs	NOM	cœur
Elle	PRO:PER	elle
un	DET:ART	un
<SEG>
.	SENT	.
d'	PRP	de
domptés	VER:pper	dompter
noble	ADJ	noble
<EOS>	<EOS>	<EOS>
une	DET:ART	un
quand	KON	quand
Et	KON	et
,	PUN	,
démarche	NOM	démarche
<SEG>
s'	PRO:PER	se
vers	PRP	vers
Ulysse	NAM	ulysse
le	DET:ART	le
légère	ADJ	léger
avança	VER:simp	avancer
,	PUN	,
elle	PRO:PER	elle
et	KON	et
,	PUN	,
<SEG>
rythme	NOM	rythme
des	PRP:det	du
mouvements	NOM	mouvement
,	PUN	,
de	PRP	de
le	DET:ART	le
accompagnait	VER:impf	accompagner
son	NOM	son
qu'	PRO:REL	que
ses	DET:POS	son
<SEG>
un	DET:ART	un
de	PRP	de
à	PRP	à
choses	NOM	chose
faisait	VER:impf	faire
songer	VER:infi	songer
,	PUN	,
ordre	NOM	ordre
tout	PRO:IND	tout
flûtes	NOM	flûte
<SEG>
heureuses	ADJ	heureux
elle	PRO:PER	elle
qu'	KON	que
et	KON	et
il	PRO:PER	il
fût	VER:subi	être
centre	NOM	centre
,	PUN	,
le	DET:ART	le
semblait	VER:impf	sembler
<SEG>
monde	NOM	monde
voyait	VER:impf	voir
.	SENT	.
des	PRP:det	du
<EOS>	<EOS>	<EOS>
du	PRP:det	du
On	PRO:PER	on
ne	ADV	ne
divin	ADJ	divin
harmonies	NOM	harmonie
<SEG>
elle	PRO:PER	elle
reste	NOM	reste
tout	PRO:IND	tout
qu'	KON	que
,	PUN	,
plus	ADV	plus
était	VER:impf	être
perdu	VER:pper	perdre
et	KON	et
le	DET:ART	le
<SEG>
l'	DET:ART	le
continuait	VER:impf	continuer
<EOS>	<EOS>	<EOS>
action	NOM	action
son	DET:POS	son
rayonnement	NOM	rayonnement
Pourtant	ADV	pourtant
.	SENT	.
dans	PRP	dans
.	SENT	.
<SEG>
Laërte	NAM	laërte
fils	NOM	fil|fils
tête	NOM	tête
de	PRP	de
et	KON	et
la	DET:ART	le
<EOS>	<EOS>	<EOS>
prudent	ADJ	prudent
Le	DET:ART	le
détournait	VER:impf	détourner
<SEG>
manteau	NOM	manteau
éviter	VER:infi	éviter
cachait	VER:impf	cacher
sous	PRP	sous
afin	KON	afin
son	DET:POS	son
sa	DET:POS	son
main	NOM	main
,	PUN	,
d'	PRP	de
<SEG>
.	SENT	.
<EOS>	<EOS>	<EOS>
les	DET:ART	le
de	PRP	de
,	PUN	,
suppliante	NOM	suppliant
la	DET:ART	le
baisers	NOM	baiser
les	DET:ART	le
regards	NOM	regard
<SEG>
lui	PRO:PER	lui
craindre	VER:infi	craindre
.	SENT	.
fit	VER:simp	faire
de	PRP	de
La	DET:ART	le
plus	ADV	plus
ne	ADV	ne
signe	NOM	signe
vierge	NOM	vierge
<SEG>
je	PRO:PER	je
--	PUN	--
:	PUN	:
Ses	DET:POS	son
Ulysse	NAM	ulysse
,	PUN	,
regards	NOM	regard
disaient	VER:impf	dire
tranquilles	ADJ	tranquille
<EOS>	<EOS>	<EOS>
<SEG>
obéir	VER:infi	obéir
pour	PRP	pour
nécessité	NOM	nécessité
la	DET:ART	le
te	PRO:PER	te
suivrai	VER:futu	suivre
parce	KON	parce
et	KON	et
à	PRP	à
que	PRO:REL	que
<SEG>
<EOS>	<EOS>	<EOS>
de	PRP	de
.	SENT	.
et	KON	et
je	PRO:PER	je
sœur	NOM	sœur
veux	VER:pres	vouloir
Fille	NOM	fille
Priam	NAM	priam
mourir	VER:infi	mourir
<SEG>
ma	DET:POS	mon
digne	ADJ	digne
Hector	NAM	hector
autrefois	ADV	autrefois
des	PRP:det	du
couche	NOM	couche
jugée	VER:pper	juger
,	PUN	,
d'	PRP	de
,	PUN	,
<SEG>
recevra	VER:futu	recevoir
rois	NOM	roi
ne	ADV	ne
,	PUN	,
<EOS>	<EOS>	<EOS>
.	SENT	.
pas	ADV	pas
étranger	ADJ	étranger
un	DET:ART	un
maître	NOM	maître
<SEG>
librement	ADV	librement
à	PRP	à
.	SENT	.
renonce	VER:pres	renoncer
<EOS>	<EOS>	<EOS>
du	PRP:det	du
jour	NOM	jour
la	DET:ART	le
Je	PRO:PER	je
lumière	NOM	lumière
<SEG>
se	PRO:PER	se
inerte	ADJ	inerte
Hécube	NOM	hécube
dans	PRP	dans
,	PUN	,
soudain	ADV	soudain
poussière	NOM	poussière
releva	VER:simp	relever
,	PUN	,
la	DET:ART	le
<SEG>
fille	NOM	fille
à	PRP	à
d'	PRP	de
étreinte	NOM	étreinte
et	KON	et
sa	DET:POS	son
attacha	VER:simp	attacher
une	DET:ART	un
s'	PRO:PER	se
désespérée	ADJ	désespéré
<SEG>
avec	PRP	avec
une	DET:ART	un
douceur	NOM	douceur
Polyxène	NAM	polyxène
.	SENT	.
les	DET:ART	le
vieux	ADJ	vieux
résolue	VER:pper	résoudre
dénoua	VER:simp	dénouer
<EOS>	<EOS>	<EOS>
<SEG>
qui	PRO:REL	qui
bras	NOM	bras
.	SENT	.
liaient	VER:impf	lier
croyait	VER:impf	croire
entendre	VER:infi	entendre
On	PRO:PER	on
<EOS>	<EOS>	<EOS>
la	PRO:PER	la
l'	PRO:PER	la|le
<SEG>
Mère	NOM	mère
:	PUN	:
outrages	NOM	outrage
aux	PRP:det	au
,	PUN	,
t'	PRO:PER	te
ne	ADV	ne
pas	ADV	pas
expose	VER:pres	exposer
--	PUN	--
<SEG>
N'	ADV	ne
maître	NOM	maître
attends	VER:pres	attendre
que	KON	que
t'	PRO:PER	te
<EOS>	<EOS>	<EOS>
.	SENT	.
,	PUN	,
pas	ADV	pas
du	PRP:det	du
<SEG>
arrachant	VER:ppre	arracher
traîne	VER:pres	traîner
ne	ADV	ne
moi	PRO:PER	moi
indignement	ADV	indignement
.	SENT	.
il	PRO:PER	il
,	PUN	,
te	PRO:PER	te
à	PRP	à
<SEG>
Plutôt	ADV	plutôt
,	PUN	,
<EOS>	<EOS>	<EOS>
bien	ADV	bien
cette	PRO:DEM	ce
mère	NOM	mère
tends	VER:pres	tendre
aimée	VER:pper	aimer
-moi	PRO:PER	moi
,	PUN	,
<SEG>
mes	DET:POS	mon
creuses	ADJ	creux
tes	DET:POS	ton
ridée	VER:pper	rider
approche	VER:pres	approcher
de	PRP	de
et	KON	et
main	NOM	main
lèvres	NOM	lèvre
joues	NOM	joue
<SEG>
<EOS>	<EOS>	<EOS>
belle	ADJ	beau
de	PRP	de
était	VER:impf	être
.	SENT	.
douleur	NOM	douleur
sur	PRP	sur
La	DET:ART	le
visage	NOM	visage
le	DET:ART	le
<SEG>
;	PUN	;
la	DET:ART	le
se	PRO:PER	se
à	PRP	à
femme	NOM	femme
Thaïs	NAM	thaïs
foule	NOM	foule
cette	PRO:DEM	ce
montrait	VER:impf	montrer
reconnaissante	ADJ	reconnaissant
<SEG>
revêtir	VER:infi	revêtir
formes	NOM	forme
de	PRP	de
surhumaine	ADJ	surhumain
une	DET:ART	un
d'	PRP	de
grâce	NOM	grâce
les	DET:ART	le
et	KON	et
ainsi	ADV	ainsi
<SEG>
de	PRP	de
vie	NOM	vie
,	PUN	,
Paphnuce	NAM	paphnuce
,	PUN	,
lui	PRO:PER	lui
travaux	NOM	travail
et	KON	et
les	DET:ART	le
la	DET:ART	le
<SEG>
présente	ADJ	présent
de	PRP	de
son	DET:POS	son
sa	DET:POS	son
splendeur	NOM	splendeur
prochaine	ADJ	prochain
en	PRP	en
humilité	NOM	humilité
vue	NOM	vue
pardonnant	VER:ppre	pardonner
<SEG>
il	PRO:PER	il
,	PUN	,
de	PRP	de
glorifiait	VER:impf	glorifier
la	DET:ART	le
sainte	ADJ	saint
par	PRP	par
qu'	PRO:REL	que
avance	NOM	avance
se	PRO:PER	se
<SEG>
Le	DET:ART	le
spectacle	NOM	spectacle
allait	VER:impf	aller
donner	VER:infi	donner
au	PRP:det	au
ciel	NOM	ciel
touchait	VER:impf	toucher
au	PRP:det	au
.	SENT	.
<EOS>	<EOS>	<EOS>
<SEG>
tomba	VER:simp	tomber
Polyxène	NAM	polyxène
morte	VER:pper	mourir
dénouement	NOM	dénouement
et	KON	et
.	SENT	.
<EOS>	<EOS>	<EOS>
Hécube	NAM	hécube
,	PUN	,
comme	ADV	comme
<SEG>
avança	VER:simp	avancer
,	PUN	,
Ulysse	NAM	ulysse
tombeau	NOM	tombeau
s'	PRO:PER	se
qu'	PRO:REL	que
conduite	NOM	conduite
par	PRP	par
le	DET:ART	le
vers	PRP	vers
<SEG>
élite	NOM	élite
guerriers	NOM	guerrier
des	PRP:det	du
entourait	VER:impf	entourer
l'	DET:ART	le
,	PUN	,
<EOS>	<EOS>	<EOS>
gravit	VER:pres	gravir
.	SENT	.
Elle	PRO:PER	elle
<SEG>
au	PRP:det	au
des	PRP:det	du
le	DET:ART	le
bruit	NOM	bruit
chants	NOM	chant
de	PRP	de
funéraire	ADJ	funéraire
tertre	NOM	tertre
,	PUN	,
deuil	NOM	deuil
<SEG>
,	PUN	,
faisait	VER:impf	faire
sommet	NOM	sommet
le	DET:ART	le
Achille	NAM	achille
duquel	PRO:REL	duquel
d'	PRP	de
au	PRP:det	au
dans	PRP	dans
fils	NOM	fil|fils
<SEG>
du	PRP:det	du
des	PRP:det	du
coupe	NOM	coupe
mânes	NOM	mânes
d'	PRP	de
or	NOM	or
aux	PRP:det	au
libations	NOM	libation
une	DET:ART	un
,	PUN	,
<SEG>
<EOS>	<EOS>	<EOS>
pour	PRP	pour
héros	NOM	héro|héros
Quand	KON	quand
sacrificateurs	NOM	sacrificateur
.	SENT	.
levèrent	VER:simp	lever
les	DET:ART	le
les	DET:ART	le
bras	NOM	bras
<SEG>
mourir	VER:infi	mourir
la	PRO:PER	la
saisir	VER:infi	saisir
elle	PRO:PER	elle
fit	VER:simp	faire
qu'	PRO:REL	que
signe	NOM	signe
,	PUN	,
elle	PRO:PER	elle
voulait	VER:impf	vouloir
<SEG>
à	PRP	à
comme	KON	comme
de	PRP	de
fille	NOM	fille
libre	ADJ	libre
la	DET:ART	le
,	PUN	,
tant	ADV	tant
il	PRO:PER	il
convenait	VER:impf	convenir
<SEG>
sa	DET:POS	son
tunique	NOM	tunique
<EOS>	<EOS>	<EOS>
,	PUN	,
déchirant	VER:ppre	déchirer
rois	NOM	roi
.	SENT	.
,	PUN	,
de	PRP	de
Puis	ADV	puis
<SEG>
la	DET:ART	le
de	PRP	de
cœur	NOM	cœur
.	SENT	.
son	DET:POS	son
<EOS>	<EOS>	<EOS>
place	NOM	place
montra	VER:simp	montrer
elle	PRO:PER	elle
Pyrrhus	NAM	pyrrhus
<SEG>
en	PRP	en
et	KON	et
détournant	VER:ppre	détourner
plongea	VER:simp	plonger
,	PUN	,
son	DET:POS	son
y	PRO:PER	y
tête	NOM	tête
la	DET:ART	le
glaive	NOM	glaive
<SEG>
,	PUN	,
par	PRP	par
à	PRP	à
,	PUN	,
le	DET:ART	le
habile	ADJ	habile
artifice	NOM	artifice
jaillit	VER:pres	jaillir
un	DET:ART	un
sang	NOM	sang
<SEG>
qui	PRO:REL	qui
de	PRP	de
la	DET:ART	le
flots	NOM	flot
la	DET:ART	le
de	PRP	de
,	PUN	,
vierge	NOM	vierge
poitrine	NOM	poitrine
éblouissante	ADJ	éblouissant
<SEG>
l'	DET:ART	le
horreur	NOM	horreur
et	KON	et
tête	NOM	tête
les	DET:ART	le
dans	PRP	dans
nageant	VER:ppre	nager
renversée	VER:pper	renverser
yeux	NOM	œil
la	DET:ART	le
<SEG>
<EOS>	<EOS>	<EOS>
la	DET:ART	le
,	PUN	,
tomba	VER:simp	tomber
de	PRP	de
décence	NOM	décence
mort	NOM	mort
Cependant	ADV	cependant
.	SENT	.
avec	PRP	avec
<SEG>
la	DET:ART	le
que	KON	que
couvraient	VER:impf	couvrir
la	PRO:PER	la
et	KON	et
victime	NOM	victime
voilaient	VER:impf	voiler
guerriers	NOM	guerrier
de	PRP	de
les	DET:ART	le
<SEG>
et	KON	et
des	PRP:det	du
,	PUN	,
cris	NOM	cri
et	KON	et
anémones	NOM	anémone
d'	PRP	de
lis	NOM	li|lis
effroi	NOM	effroi
d'	PRP	de
<SEG>
soulevé	VER:pper	soulever
déchiraient	VER:impf	déchirer
sanglots	NOM	sanglot
air	NOM	air
,	PUN	,
l'	DET:ART	le
des	PRP:det	du
Paphnuce	NAM	paphnuce
et	KON	et
,	PUN	,
<SEG>
sur	PRP	sur
retentissante	ADJ	retentissant
,	PUN	,
voix	NOM	voix
banc	NOM	banc
prophétisait	VER:impf	prophétiser
son	DET:POS	son
:	PUN	:
d'	PRP	de
une	DET:ART	un
<SEG>
,	PUN	,
démons	NOM	démon
vils	ADJ	vil
!	SENT	!
des	PRP:det	du
Et	KON	et
<EOS>	<EOS>	<EOS>
--	PUN	--
adorateurs	NOM	adorateur
Gentils	ADJ	gentil
<SEG>
que	KON	que
plus	ADV	plus
ariens	NOM	arien
instruisez	VER:pres	instruire
infâmes	ADJ	infâme
les	DET:ART	le
-vous	PRO:PER	vous
,	PUN	,
vous	PRO:PER	vous
idolâtres	NOM	idolâtre
<SEG>
voir	VER:infi	voir
que	PRO:REL	que
une	DET:ART	un
est	VER:pres	être
Ce	PRO:DEM	ce
vous	PRO:PER	vous
!	SENT	!
venez	VER:pres	venir
<EOS>	<EOS>	<EOS>
de	PRP	de
<SEG>
renferme	VER:pres	renfermer
.	SENT	.
image	NOM	image
Cette	PRO:DEM	ce
un	DET:ART	un
symbole	NOM	symbole
et	KON	et
<EOS>	<EOS>	<EOS>
un	DET:ART	un
fable	NOM	fable
<SEG>
vous	PRO:PER	vous
et	KON	et
bientôt	ADV	bientôt
sens	NOM	sens
mystique	ADJ	mystique
femme	NOM	femme
là	ADV	là
que	PRO:REL	que
voyez	VER:pres	voir
la	DET:ART	le
<SEG>
au	PRP:det	au
,	PUN	,
bien	ADV	bien
Dieu	NOM	dieu
,	PUN	,
immolée	VER:pper	immoler
ressuscité	VER:pper	ressusciter
hostie	NOM	hostie
heureuse	ADJ	heureux
sera	VER:futu	être
<SEG>
!	SENT	!
Déjà	ADV	déjà
en	PRP	en
écoulait	VER:impf	écouler
s'	PRO:PER	se
<EOS>	<EOS>	<EOS>
la	DET:ART	le
foule	NOM	foule
flots	NOM	flot
sombres	ADJ	sombre
<SEG>
L'	DET:ART	le
abbé	NOM	abbé
vomitoires	NOM	vomitoire
Antinoé	NAM	antinoé
,	PUN	,
.	SENT	.
d'	PRP	de
les	DET:ART	le
dans	PRP	dans
<EOS>	<EOS>	<EOS>
<SEG>
,	PUN	,
à	PRP	à
Dorion	NOM	dorion
surpris	VER:pper	surprendre
sortie	NOM	sortie
en	PRP	en
prophétisant	VER:ppre	prophétiser
la	DET:ART	le
gagna	VER:simp	gagner
échappant	VER:ppre	échapper
<SEG>
encore	ADV	encore
heure	NOM	heure
,	PUN	,
à	PRP	à
après	ADV	après
frappait	VER:impf	frapper
Une	DET:ART	un
il	PRO:PER	il
<EOS>	<EOS>	<EOS>
.	SENT	.
<SEG>
<EOS>	<EOS>	<EOS>
la	DET:ART	le
.	SENT	.
alors	ADV	alors
comédienne	NOM	comédien
Thaïs	NAM	thaïs
La	DET:ART	le
de	PRP	de
,	PUN	,
porte	NOM	porte
<SEG>
dans	PRP	dans
près	ADV	près
,	PUN	,
Racotis	NOM	racotis
le	DET:ART	le
tombeau	NOM	tombeau
du	PRP:det	du
de	PRP	de
riche	ADJ	riche
quartier	NOM	quartier
<SEG>
maison	NOM	maison
de	PRP	de
d'	PRP	de
habitait	VER:impf	habiter
Alexandre	NAM	alexandre
ombreux	ADJ	ombreux
jardins	NOM	jardin
entourée	VER:pper	entourer
une	DET:ART	un
,	PUN	,
<SEG>
s'	PRO:PER	se
et	KON	et
,	PUN	,
dans	PRP	dans
coulait	VER:impf	couler
des	PRP:det	du
lesquels	PRO:REL	lequel
rochers	NOM	rocher
élevaient	VER:impf	élever
artificiels	ADJ	artificiel
<SEG>
<EOS>	<EOS>	<EOS>
peupliers	NOM	peuplier
bordé	VER:pper	border
de	PRP	de
ruisseau	NOM	ruisseau
un	DET:ART	un
esclave	NOM	esclave
Une	DET:ART	un
.	SENT	.
vieille	ADJ	vieux
<SEG>
ouvrir	VER:infi	ouvrir
la	DET:ART	le
lui	PRO:PER	lui
anneaux	NOM	anneau
,	PUN	,
,	PUN	,
noire	ADJ	noir
chargée	VER:pper	charger
d'	PRP	de
vint	VER:simp	venir
<SEG>
lui	PRO:PER	lui
porte	NOM	porte
qu'	PRO:REL	que
demanda	VER:simp	demander
voulait	VER:impf	vouloir
et	KON	et
il	PRO:PER	il
<EOS>	<EOS>	<EOS>
.	SENT	.
ce	PRO:DEM	ce
<SEG>
<EOS>	<EOS>	<EOS>
répondit-il	NOM	répondit-il
Je	PRO:PER	je
--	PUN	--
,	PUN	,
veux	VER:pres	vouloir
Dieu	NOM	dieu
voir	VER:infi	voir
Thaïs	NAM	thaïs
.	SENT	.
<SEG>
je	PRO:PER	je
témoin	NOM	témoin
m'	PRO:PER	me
que	KON	que
que	KON	que
suis	VER:pres	suivre|être
ne	ADV	ne
est	VER:pres	être
venu	VER:pper	venir
ici	ADV	ici
<SEG>
.	SENT	.
riche	ADJ	riche
une	DET:ART	un
voir	VER:infi	voir
il	PRO:PER	il
portait	VER:impf	porter
la	PRO:PER	la
Comme	KON	comme
<EOS>	<EOS>	<EOS>
pour	PRP	pour
<SEG>
le	PRO:PER	le
qu'	PRO:REL	que
l'	DET:ART	le
impérieusement	ADV	impérieusement
esclave	NOM	esclave
il	PRO:PER	il
,	PUN	,
tunique	NOM	tunique
parlait	VER:impf	parler
et	KON	et
<SEG>
dit-elle	NOM	dit-elle
trouveras	VER:futu	trouver
--	PUN	--
Thaïs	NAM	thaïs
fit	VER:simp	faire
.	SENT	.
<EOS>	<EOS>	<EOS>
Tu	PRO:PER	tu
,	PUN	,
entrer	VER:infi	entrer
<SEG>
.	SENT	.
2	NUM	@card@
Partie	NOM	partie
,	PUN	,
dans	PRP	dans
<EOS>	<EOS>	<EOS>
grotte	NOM	grotte
Nymphes	NAM	nymphes
la	DET:ART	le
des	PRP:det	du
<SEG>
et	KON	et
née	VER:pper	naître
était	VER:impf	être
de	PRP	de
Le	DET:ART	le
libres	ADJ	libre
parents	NOM	parents
Thaïs	NAM	thaïs
--	PUN	--
Papyrus	NOM	papyrus
<SEG>
l'	DET:ART	le
,	PUN	,
pauvres	ADJ	pauvre
Du	PRP:det	du
.	SENT	.
idolâtrie	NOM	idolâtrie
à	PRP	à
<EOS>	<EOS>	<EOS>
temps	NOM	temps
adonnés	VER:pper	adonner
<SEG>
qu'	PRO:REL	que
petite	ADJ	petit
son	DET:POS	son
père	NOM	père
elle	PRO:PER	elle
était	VER:impf	être
,	PUN	,
,	PUN	,
à	PRP	à
gouvernait	VER:impf	gouverner
<SEG>
,	PUN	,
la	DET:ART	le
Lune	NAM	lune
de	PRP	de
proche	ADJ	proche
un	DET:ART	un
porte	NOM	porte
,	PUN	,
Alexandrie	NAM	alexandrie
la	DET:ART	le
<SEG>
.	SENT	.
vifs	ADJ	vif
<EOS>	<EOS>	<EOS>
fréquentaient	VER:impf	fréquenter
cabaret	NOM	cabaret
souvenirs	NOM	souvenir
que	PRO:REL	que
les	DET:ART	le
matelots	NOM	matelot
Certains	PRO:IND	certain
<SEG>
sa	DET:POS	son
<EOS>	<EOS>	<EOS>
.	SENT	.
restaient	VER:impf	rester
et	KON	et
première	NUM	premier
de	PRP	de
lui	PRO:PER	lui
détachés	VER:pper	détacher
enfance	NOM	enfance
<SEG>
revoyait	VER:impf	revoir
assis	VER:pper	asseoir
Elle	PRO:PER	elle
père	NOM	père
à	PRP	à
du	PRP:det	du
son	DET:POS	son
l'	DET:ART	le
foyer	NOM	foyer
angle	NOM	angle
<SEG>
redoutable	ADJ	redoutable
jambes	NOM	jambe
,	PUN	,
grand	ADJ	grand
,	PUN	,
,	PUN	,
croisées	ADJ	croisé
et	KON	et
