trente	NUM	trente
continuait	VER:impf	continuer
<SEG>
du	PRP:det	du
chef	NOM	chef
sourcils	NOM	sourcil
.	SENT	.
Les	DET:ART	le
départ	NOM	départ
froncés	VER:pper	froncer
son	DET:POS	son
<EOS>	<EOS>	<EOS>
étaient	VER:impf	être
<SEG>
des	PRP:det	du
n'	ADV	ne
lancer	VER:infi	lancer
ses	DET:POS	son
semblaient	VER:impf	sembler
;	PUN	;
ce	PRO:DEM	ce
,	PUN	,
yeux	NOM	œil
éclairs	NOM	éclair
<SEG>
peine	NOM	peine
qu'	ADV	qu'
une	DET:ART	un
était	VER:impf	être
il	PRO:PER	il
extrême	ADJ	extrême
qu'	PRO:REL	que
avec	PRP	avec
parvenait	VER:impf	parvenir
à	PRP	à
<SEG>
colère	NOM	colère
.	SENT	.
sa	DET:POS	son
la	DET:ART	le
dans	PRP	dans
maîtriser	VER:infi	maîtriser
poitrine	NOM	poitrine
bouillonnait	VER:impf	bouillonner
qui	PRO:REL	qui
<EOS>	<EOS>	<EOS>
<SEG>
Je	PRO:PER	je
saccadée	VER:pper	saccader
une	DET:ART	un
avec	PRP	avec
,	PUN	,
--	PUN	--
voix	NOM	voix
dit-il	NOM	dit-il
partirai	VER:futu	partir
d'	PRP	de
<SEG>
je	PRO:PER	je
broyer	VER:infi	broyer
quand	KON	quand
frémissement	NOM	frémissement
devrais	VER:cond	devoir
vous	PRO:PER	vous
rage	NOM	rage
un	DET:ART	un
,	PUN	,
de	PRP	de
<SEG>
de	PRP	de
La	DET:ART	le
sous	PRP	sous
femme	NOM	femme
les	DET:ART	le
.	SENT	.
pieds	NOM	pied
<EOS>	<EOS>	<EOS>
cheval	NOM	cheval
mon	DET:POS	mon
<SEG>
convulsivement	ADV	convulsivement
--	PUN	--
à	PRP	à
montera	VER:futu	monter
selle	NOM	selle
--	PUN	--
cramponna	VER:simp	cramponner
la	PRO:PER	la
et	KON	et
se	PRO:PER	se
<SEG>
fils	NOM	fil|fils
en	PRP	en
--	PUN	--
bien	ADV	bien
Faites-le	VER:pres	faites-le
donc	ADV	donc
face	NOM	face
regardant	VER:ppre	regarder
:	PUN	:
son	DET:POS	son
<SEG>
écria-t-elle	VER:subp	écria-t-elle
,	PUN	,
âme	NOM	âme
sur	PRP	sur
car	KON	car
de	PRP	de
l'	DET:ART	le
,	PUN	,
,	PUN	,
s'	PRO:PER	se
<SEG>
les	DET:ART	le
prairies	NOM	prairie
présent	ADJ	présent
votre	DET:POS	votre
qui	PRO:REL	qui
dans	PRP	dans
,	PUN	,
chasse	VER:pres	chasser
père	NOM	père
à	PRP	à
<SEG>
je	PRO:PER	je
de	PRP	de
,	PUN	,
que	KON	que
bienheureuses	ADJ	bienheureux
auprès	ADV	auprès
jure	VER:pres	jurer
je	PRO:PER	je
Pillian	NAM	pillian
vous	PRO:PER	vous
<SEG>
vous	PRO:PER	vous
sur	PRP	sur
passeriez	VER:cond	passer
même	ADV	même
ne	ADV	ne
quand	KON	quand
,	PUN	,
bougerai	VER:futu	bouger
me	PRO:PER	me
pas	ADV	pas
<SEG>
visage	NOM	visage
le	DET:ART	le
corps	NOM	corps
Le	DET:ART	le
Indien	NOM	indien
se	PRO:PER	se
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
de	PRP	de
.	SENT	.
<SEG>
regard	NOM	regard
contracta	VER:simp	contracter
lui	PRO:PER	lui
de	PRP	de
horriblement	ADV	horriblement
un	DET:ART	un
autour	ADV	autour
promena	VER:simp	promener
il	PRO:PER	il
,	PUN	,
<SEG>
terreur	NOM	terreur
dans	PRP	dans
courir	VER:infi	courir
qui	PRO:REL	qui
un	DET:ART	un
fit	VER:simp	faire
le	DET:ART	le
cœur	NOM	cœur
de	PRP	de
frisson	NOM	frisson
<SEG>
.	SENT	.
plus	ADV	plus
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
femme	NOM	femme
!	SENT	!
--	PUN	--
braves	ADJ	brave
Femme	NOM	femme
des	PRP:det	du
<SEG>
avec	PRP	avec
en	PRP	en
s'	PRO:PER	se
écria-t-il	VER:cond	écria-t-il
grinçant	VER:ppre	grincer
dents	NOM	dent
<EOS>	<EOS>	<EOS>
!	SENT	!
des	PRP:det	du
rage	NOM	rage
<SEG>
briserai	VER:futu	briser
je	PRO:PER	je
retirez	VER:pres	retirer
,	PUN	,
comme	ADV	comme
un	DET:ART	un
roseau	NOM	roseau
ou	KON	ou
vous	PRO:PER	vous
-vous	PRO:PER	vous
<SEG>
dis	VER:pres	dire
,	PUN	,
--	PUN	--
<EOS>	<EOS>	<EOS>
.	SENT	.
Je	PRO:PER	je
bougerai	VER:futu	bouger
ne	ADV	ne
vous	PRO:PER	vous
pas	ADV	pas
<SEG>
fébrile	ADJ	fébrile
--	PUN	--
-je	PRO:PER	je
énergie	NOM	énergie
.	SENT	.
reprit-elle	NOM	reprit-elle
,	PUN	,
<EOS>	<EOS>	<EOS>
une	DET:ART	un
avec	PRP	avec
<SEG>
!	SENT	!
fit-il	NOM	fit-il
!	SENT	!
<EOS>	<EOS>	<EOS>
encore	ADV	encore
<EOS>	<EOS>	<EOS>
garde	NOM	garde
prenez	VER:pres	prendre
Prenez	VER:pres	prendre
garde	NOM	garde
<SEG>
oublierai	VER:futu	oublier
mère	NOM	mère
,	PUN	,
.	SENT	.
j'	PRO:PER	je
êtes	VER:pres	être
vous	PRO:PER	vous
ma	DET:POS	mon
<EOS>	<EOS>	<EOS>
que	KON	que
<SEG>
Je	PRO:PER	je
Un	DET:ART	un
bougerai	VER:futu	bouger
ne	ADV	ne
<EOS>	<EOS>	<EOS>
nerveux	ADJ	nerveux
.	SENT	.
pas	ADV	pas
tremblement	NOM	tremblement
--	PUN	--
<SEG>
au	PRP:det	au
agita	VER:simp	agiter
,	PUN	,
les	DET:ART	le
dernier	ADJ	dernier
du	PRP:det	du
membres	NOM	membre
chef	NOM	chef
arrivé	VER:pper	arriver
paroxysme	NOM	paroxysme
<SEG>
C'	PRO:DEM	ce
.	SENT	.
qui	PRO:REL	qui
de	PRP	de
vous	PRO:PER	vous
la	DET:ART	le
<EOS>	<EOS>	<EOS>
fureur	NOM	fureur
--	PUN	--
est	VER:pres	être
<SEG>
étranglée	ADJ	étranglé
,	PUN	,
une	DET:ART	un
voulez	VER:pres	vouloir
,	PUN	,
d'	PRP	de
voix	NOM	voix
s'	PRO:PER	se
le	PRO:PER	le
écria-t-il	VER:cond	écria-t-il
<SEG>
tête	NOM	tête
que	KON	que
sang	NOM	sang
votre	DET:POS	votre
!	SENT	!
<EOS>	<EOS>	<EOS>
retombe	VER:pres	retomber
Il	PRO:PER	il
votre	DET:POS	votre
sur	PRP	sur
<SEG>
les	DET:ART	le
enfonça	VER:simp	enfoncer
son	DET:POS	son
cheval	NOM	cheval
de	PRP	de
éperons	NOM	éperon
ventre	NOM	ventre
dans	PRP	dans
,	PUN	,
le	DET:ART	le
<SEG>
douleur	NOM	douleur
et	KON	et
,	PUN	,
partit	VER:simp	partir
comme	ADV	comme
qui	PRO:REL	qui
une	DET:ART	un
cabra	VER:simp	cabrer
se	PRO:PER	se
de	PRP	de
<SEG>
pauvre	ADJ	pauvre
,	PUN	,
la	DET:ART	le
lui	PRO:PER	lui
femme	NOM	femme
traînant	VER:ppre	traîner
,	PUN	,
flèche	NOM	flèche
dont	PRO:REL	dont
après	PRP	après
<SEG>
tout	PRO:IND	tout
le	DET:ART	le
une	DET:ART	un
corps	NOM	corps
bientôt	ADV	bientôt
plaie	NOM	plaie
fut	VER:simp	être
.	SENT	.
qu'	KON	que
ne	ADV	ne
<SEG>
d'	PRP	de
poitrines	NOM	poitrine
élança	VER:simp	élancer
<EOS>	<EOS>	<EOS>
Un	DET:ART	un
cri	NOM	cri
haletantes	ADJ	haletant
horreur	NOM	horreur
des	PRP:det	du
s'	PRO:PER	se
<SEG>
.	SENT	.
<EOS>	<EOS>	<EOS>
cette	PRO:DEM	ce
Après	PRP	après
minutes	NOM	minute
épouvantés	VER:pper	épouvanter
de	PRP	de
quelques	PRO:IND	quelque
des	PRP:det	du
Indiens	NOM	indien
<SEG>
pendant	PRP	pendant
elle	PRO:PER	elle
laquelle	PRO:REL	lequel
,	PUN	,
insensée	ADJ	insensé
avait	VER:impf	avoir
laissé	VER:pper	laisser
lambeaux	NOM	lambeau
course	NOM	course
des	PRP:det	du
<SEG>
de	PRP	de
du	PRP:det	du
chaque	PRO:IND	chaque
chemin	NOM	chemin
,	PUN	,
à	PRP	à
chair	NOM	chair
angle	NOM	angle
sa	DET:POS	son
les	DET:ART	le
<SEG>
trahirent	VER:simp	trahir
l'	DET:ART	le
,	PUN	,
elle	PRO:PER	elle
Indienne	NOM	indien|indienne
la	PRO:PER	la
forces	NOM	force|forces
la	DET:ART	le
lâcha	VER:simp	lâcher
de	PRP	de
<SEG>
Oh	INT	oh
!	SENT	!
tomba	VER:simp	tomber
.	SENT	.
et	KON	et
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
expirante	ADJ	expirant
--	PUN	--
bride	NOM	bride
<SEG>
en	PRO:PER	en
une	DET:ART	un
,	PUN	,
éteinte	VER:pper	éteindre
suivant	VER:ppre	suivre
d'	PRP	de
d'	PRP	de
voix	NOM	voix
dit-elle	NOM	dit-elle
un	DET:ART	un
<SEG>
fils	NOM	fil|fils
,	PUN	,
regard	NOM	regard
agonie	NOM	agonie
disparaissait	VER:impf	disparaître
son	DET:POS	son
par	PRP	par
voilé	VER:pper	voiler
l'	DET:ART	le
qui	PRO:REL	qui
<SEG>
malheureux	NOM	malheureux
,	PUN	,
tourbillon	NOM	tourbillon
<EOS>	<EOS>	<EOS>
...	PUN	...
emporté	VER:pper	emporter
!	SENT	!
le	DET:ART	le
un	DET:ART	un
comme	ADV	comme
<SEG>
le	DET:ART	le
les	DET:ART	le
malheureux	NOM	malheureux
Elle	PRO:PER	elle
!	SENT	!
...	PUN	...
au	PRP:det	au
yeux	NOM	œil
leva	VER:simp	lever
<EOS>	<EOS>	<EOS>
<SEG>
brisées	VER:pper	briser
ciel	NOM	ciel
pour	PRP	pour
effort	NOM	effort
avec	PRP	avec
mains	NOM	main
ses	DET:POS	son
comme	ADV	comme
joignit	VER:simp	joindre
,	PUN	,
<SEG>
retomba	VER:simp	retomber
une	DET:ART	un
arrière	NOM	arrière
et	KON	et
<EOS>	<EOS>	<EOS>
.	SENT	.
en	PRP	en
suprême	ADJ	suprême
Elle	PRO:PER	elle
prière	NOM	prière
<SEG>
lui	PRO:PER	lui
était	VER:impf	être
plaignant	VER:ppre	plaindre
en	PRP	en
en	PRP	en
pardonnant	VER:ppre	pardonner
morte	VER:pper	mourir
le	DET:ART	le
et	KON	et
parricide	NOM	parricide
<SEG>
femmes	NOM	femme
relevèrent	VER:simp	relever
de	PRP	de
tribu	NOM	tribu
<EOS>	<EOS>	<EOS>
Les	DET:ART	le
la	DET:ART	le
.	SENT	.
corps	NOM	corps
son	DET:POS	son
<SEG>
dans	PRP	dans
en	PRP	en
le	PRO:PER	le
respect	NOM	respect
le	DET:ART	le
avec	PRP	avec
toldo	NOM	toldo
pleurant	VER:ppre	pleurer
et	KON	et
reportèrent	VER:simp	reporter
<SEG>
.	SENT	.
la	DET:ART	le
À	PRP	à
,	PUN	,
cadavre	NOM	cadavre
un	DET:ART	un
vieil	ADJ	vieux
du	PRP:det	du
vue	NOM	vue
<EOS>	<EOS>	<EOS>
<SEG>
tête	NOM	tête
murmurant	VER:ppre	murmurer
reprises	NOM	reprise
hocha	VER:simp	hocher
,	PUN	,
Indien	NOM	indien
à	PRP	à
plusieurs	PRO:IND	plusieurs
la	DET:ART	le
en	PRO:PER	en
<SEG>
sinistre	ADJ	sinistre
ces	PRO:DEM	ce
prophétique	ADJ	prophétique
paroles	NOM	parole
d'	PRP	de
ton	NOM	ton
un	DET:ART	un
augure	NOM	augure
de	PRP	de
:	PUN	:
<SEG>
,	PUN	,
Antinahuel	NAM	antinahuel
Pillian	NAM	pillian
vengera	VER:futu	venger
mère	NOM	mère
sa	DET:POS	son
tué	VER:pper	tuer
--	PUN	--
a	VER:pres	avoir
la	PRO:PER	la
<SEG>
soucieux	ADJ	soucieux
tristement	ADV	tristement
;	PUN	;
<EOS>	<EOS>	<EOS>
leurs	DET:POS	leur
fronts	NOM	front
tous	PRO:IND	tout
!	SENT	!
Et	KON	et
courbèrent	VER:simp	courber
<SEG>
d'	PRP	de
leur	PRO:PER	lui
cet	PRO:DEM	ce
malheurs	NOM	malheur
atroce	ADJ	atroce
horribles	ADJ	horrible
faisait	VER:impf	faire
craindre	VER:infi	craindre
dans	PRP	dans
forfait	NOM	forfait
<SEG>
<EOS>	<EOS>	<EOS>
.	SENT	.
des	PRP:det	du
avenir	NOM	avenir
Cœurs	NAM	cœurs
XXVII	NUM	xxvii
La	DET:ART	le
--	PUN	--
justice	NOM	justice
l'	DET:ART	le
<SEG>
Sombres	NAM	sombres
avaient	VER:impf	avoir
Tadeo	NAM	tadeo
son	DET:POS	son
ami	ADJ	ami
Don	NAM	don
don	NOM	don
été	VER:pper	être
et	KON	et
Gregorio	NAM	gregorio
<SEG>
après	PRP	après
plusieurs	PRO:IND	plusieurs
,	PUN	,
de	PRP	de
mots	NOM	mot
introduits	VER:pper	introduire
,	PUN	,
passe	NOM	passe
avoir	VER:infi	avoir
échangé	VER:pper	échanger
<SEG>
souterraine	ADJ	souterrain
entrée	NOM	entrée
l'	DET:ART	le
dissimulée	VER:pper	dissimuler
dont	PRO:REL	dont
salle	NOM	salle
parfaitement	ADV	parfaitement
une	DET:ART	un
était	VER:impf	être
dans	PRP	dans
<SEG>
était	VER:impf	être
.	SENT	.
dans	PRP	dans
la	DET:ART	le
muraille	NOM	muraille
porte	NOM	porte
La	DET:ART	le
<EOS>	<EOS>	<EOS>
immédiatement	ADV	immédiatement
s'	PRO:PER	se
<SEG>
deux	NUM	deux
eux	PRO:PER	eux
retournèrent	VER:simp	retourner
Les	DET:ART	le
se	PRO:PER	se
hommes	NOM	homme
refermée	VER:pper	refermer
<EOS>	<EOS>	<EOS>
sur	PRP	sur
.	SENT	.
<SEG>
disparu	VER:pper	disparaître
solution	NOM	solution
vivement	ADV	vivement
toute	PRO:IND	tout
de	PRP	de
sur	PRP	sur
continuité	NOM	continuité
avait	VER:impf	avoir
le	DET:ART	le
;	PUN	;
<SEG>
particularité	NOM	particularité
.	SENT	.
de	PRP	de
cette	PRO:DEM	ce
davantage	ADV	davantage
inquiéter	VER:infi	inquiéter
mur	NOM	mur
s'	PRO:PER	se
Sans	PRP	sans
<EOS>	<EOS>	<EOS>
<SEG>
à	PRP	à
laquelle	PRO:REL	lequel
jetèrent	VER:simp	jeter
attendaient	VER:impf	attendre
doute	NOM	doute
ils	PRO:PER	il
sans	PRP	sans
ils	PRO:PER	il
,	PUN	,
s'	PRO:PER	se
<SEG>
d'	PRP	de
scrutateur	ADJ	scrutateur
,	PUN	,
eux	PRO:PER	eux
autour	ADV	autour
de	PRP	de
regard	NOM	regard
un	DET:ART	un
afin	KON	afin
se	PRO:PER	se
<SEG>
était	VER:impf	être
.	SENT	.
se	PRO:PER	se
<EOS>	<EOS>	<EOS>
ils	PRO:PER	il
L'	DET:ART	le
trouvaient	VER:impf	trouver
où	PRO:REL	où
reconnaître	VER:infi	reconnaître
endroit	NOM	endroit
<SEG>
.	SENT	.
pour	PRP	pour
<EOS>	<EOS>	<EOS>
réunion	NOM	réunion
C'	PRO:DEM	ce
conspirateurs	NOM	conspirateur
une	DET:ART	un
bien	ADV	bien
choisi	VER:pper	choisir
de	PRP	de
<SEG>
immense	ADJ	immense
salle	NOM	salle
devait	VER:impf	devoir
avoir	VER:infi	avoir
longtemps	ADV	longtemps
qui	PRO:REL	qui
une	DET:ART	un
servi	VER:pper	servir
était	VER:impf	être
voûtée	VER:pper	voûter
<SEG>
était	VER:impf	être
de	PRP	de
cave	NOM	cave
destination	NOM	destination
de	PRP	de
dont	PRO:REL	dont
,	PUN	,
facile	ADJ	facile
il	PRO:PER	il
s'	PRO:PER	se
<SEG>
l'	DET:ART	le
qui	PRO:REL	qui
apercevoir	VER:infi	apercevoir
voltigeaient	VER:impf	voltiger
dans	PRP	dans
essentiellement	ADV	essentiellement
alcooliques	ADJ	alcoolique
émanations	NOM	émanation
aux	PRP:det	au
encore	ADV	encore
<SEG>
bas	ADJ	bas
murs	NOM	mur
air	NOM	air
,	PUN	,
Les	DET:ART	le
.	SENT	.
épais	ADJ	épais
étaient	VER:impf	être
et	KON	et
<EOS>	<EOS>	<EOS>
<SEG>
;	PUN	;
d'	PRP	de
une	DET:ART	un
couleur	NOM	couleur
secs	ADJ	sec
roussâtre	ADJ	roussâtre
et	KON	et
une	DET:ART	un
à	PRP	à
lampe	NOM	lampe
<SEG>
,	PUN	,
de	PRP	de
tombant	VER:ppre	tomber
trois	NUM	trois
voûte	NOM	voûte
,	PUN	,
de	PRP	de
becs	NOM	bec
la	DET:ART	le
loin	ADV	loin
<SEG>
à	PRP	à
,	PUN	,
rendre	VER:infi	rendre
les	DET:ART	le
ténèbres	NOM	ténèbre
servir	VER:infi	servir
les	PRO:PER	la|le
dissimuler	VER:infi	dissimuler
en	PRP	en
semblait	VER:impf	sembler
<SEG>
placée	VER:pper	placer
quelque	PRO:IND	quelque
Dans	PRP	dans
enfoncement	NOM	enfoncement
<EOS>	<EOS>	<EOS>
était	VER:impf	être
.	SENT	.
visibles	ADJ	visible
un	DET:ART	un
sorte	NOM	sorte
<SEG>
assis	VER:pper	asseoir
masqué	VER:pper	masquer
,	PUN	,
table	NOM	table
derrière	PRP	derrière
une	DET:ART	un
était	VER:impf	être
homme	NOM	homme
un	DET:ART	un
laquelle	PRO:REL	lequel
<SEG>
de	PRP	de
glisser	VER:infi	glisser
.	SENT	.
<EOS>	<EOS>	<EOS>
On	PRO:PER	on
voyait	VER:impf	voir
vides	ADJ	vide
auprès	ADV	auprès
sièges	NOM	siège
deux	NUM	deux
<SEG>
obscurité	NOM	obscurité
l'	DET:ART	le
fantômes	NOM	fantôme
comme	KON	comme
,	PUN	,
des	PRP:det	du
dans	PRP	dans
,	PUN	,
silencieux	ADJ	silencieux
des	PRP:det	du
<SEG>
hommes	NOM	homme
dans	PRP	dans
portaient	VER:impf	porter
,	PUN	,
enveloppés	VER:pper	envelopper
tous	PRO:IND	tout
manteaux	NOM	manteau
des	PRP:det	du
qui	PRO:REL	qui
et	KON	et
<SEG>
des	PRP:det	du
.	SENT	.
sur	PRP	sur
de	PRP	de
noir	ADJ	noir
loups	NOM	loup
velours	NOM	velours
<EOS>	<EOS>	<EOS>
visage	NOM	visage
le	DET:ART	le
<SEG>
,	PUN	,
Tadeo	NAM	tadeo
Don	NOM	don
échangèrent	VER:simp	échanger
un	DET:ART	un
et	KON	et
ami	NOM	ami
regard	NOM	regard
et	KON	et
son	DET:POS	son
<SEG>
placer	VER:infi	placer
une	DET:ART	un
prononcer	VER:infi	prononcer
se	PRO:PER	se
sur	PRP	sur
,	PUN	,
sans	PRP	sans
parole	NOM	parole
allèrent	VER:simp	aller
les	DET:ART	le
<SEG>
sièges	NOM	siège
Aussitôt	ADV	aussitôt
qu'	KON	que
assis	VER:pper	asseoir
vides	ADJ	vide
.	SENT	.
ils	PRO:PER	il
furent	VER:simp	être
se	PRO:PER	se
<EOS>	<EOS>	<EOS>
<SEG>
l'	DET:ART	le
un	DET:ART	un
,	PUN	,
dans	PRP	dans
mouvement	NOM	mouvement
opéra	VER:simp	opérer
s'	PRO:PER	se
assemblée	NOM	assemblée
.	SENT	.
grand	ADJ	grand
<SEG>
<EOS>	<EOS>	<EOS>
ce	PRO:DEM	ce
qui	PRO:REL	qui
à	PRP	à
chuchotement	NOM	chuchotement
moment	NOM	moment
Le	DET:ART	le
s'	PRO:PER	se
jusqu'	PRP	jusque
faible	ADJ	faible
<SEG>
comme	ADV	comme
enchantement	NOM	enchantement
par	PRP	par
.	SENT	.
<EOS>	<EOS>	<EOS>
était	VER:impf	être
cessa	VER:simp	cesser
fait	VER:pper	faire
,	PUN	,
entendre	VER:infi	entendre
<SEG>
en	PRP	en
en	PRP	en
seul	ADJ	seul
réunirent	VER:simp	réunir
les	DET:ART	le
groupe	NOM	groupe
se	PRO:PER	se
un	DET:ART	un
Tous	PRO:IND	tout
conjurés	VER:pper	conjurer
<SEG>
croisant	VER:ppre	croiser
les	DET:ART	le
table	NOM	table
bras	NOM	bras
et	KON	et
,	PUN	,
face	NOM	face
de	PRP	de
la	DET:ART	le
,	PUN	,
<SEG>
la	DET:ART	le
homme	NOM	homme
poitrine	NOM	poitrine
ils	PRO:PER	il
.	SENT	.
sur	PRP	sur
L'	DET:ART	le
,	PUN	,
<EOS>	<EOS>	<EOS>
attendirent	VER:simp	attendre
<SEG>
,	PUN	,
avant	PRP	avant
don	NOM	don
qui	PRO:REL	qui
de	PRP	de
paraissait	VER:impf	paraître
arrivée	NOM	arrivé|arrivée
,	PUN	,
l'	DET:ART	le
Tadeo	NAM	tadeo
<SEG>
et	KON	et
la	DET:ART	le
réunion	NOM	réunion
leva	VER:simp	lever
présider	VER:infi	présider
se	PRO:PER	se
,	PUN	,
promenant	VER:ppre	promener
,	PUN	,
,	PUN	,
<SEG>
,	PUN	,
un	DET:ART	un
attentive	ADJ	attentif
foule	NOM	foule
assuré	VER:pper	assurer
sur	PRP	sur
prit	VER:simp	prendre
regard	NOM	regard
la	DET:ART	le
il	PRO:PER	il
<SEG>
Aujourd'hui	ADV	aujourd'hui
les	DET:ART	le
dit-il	NOM	dit-il
,	PUN	,
.	SENT	.
<EOS>	<EOS>	<EOS>
la	DET:ART	le
--	PUN	--
,	PUN	,
parole	NOM	parole
<SEG>
ventas	NOM	venta
sur	PRP	sur
Sombres	NAM	sombres
territoire	NOM	territoire
le	DET:ART	le
disséminées	VER:pper	disséminer
Cœurs	NAM	cœurs
soixante-douze	NUM	soixante-douze
des	PRP:det	du
,	PUN	,
<SEG>
complet	ADJ	complet
sont	VER:pres	être
,	PUN	,
la	DET:ART	le
au	PRP:det	au
Dans	PRP	dans
de	PRP	de
.	SENT	.
<EOS>	<EOS>	<EOS>
République	NOM	république
<SEG>
nous	PRO:PER	nous
prise	NOM	prise
dont	PRO:REL	dont
arrête	VER:pres	arrêter
toutes	PRO:IND	tout
la	DET:ART	le
,	PUN	,
d'	PRP	de
on	PRO:PER	on
armes	NOM	arme
<SEG>
,	PUN	,
venta	NOM	venta
donner	VER:infi	donner
,	PUN	,
nous	PRO:PER	nous
,	PUN	,
allons	VER:pres	aller
la	DET:ART	le
Valdivia	NAM	valdivia
de	PRP	de
<SEG>
le	DET:ART	le
<EOS>	<EOS>	<EOS>
incessamment	ADV	incessamment
loyaux	ADJ	loyal
hommes	NOM	homme
les	DET:ART	le
.	SENT	.
,	PUN	,
signal	NOM	signal
Partout	ADV	partout
<SEG>
préparent	VER:pres	préparer
,	PUN	,
les	DET:ART	le
amis	NOM	ami
de	PRP	de
véritables	ADJ	véritable
se	PRO:PER	se
,	PUN	,
la	DET:ART	le
liberté	NOM	liberté
<SEG>
Bustamente	NAM	bustamente
à	PRP	à
;	PUN	;
la	DET:ART	le
lutte	NOM	lutte
vous	PRO:PER	vous
tous	NOM	tous
commencer	VER:infi	commencer
contre	PRP	contre
,	PUN	,
<SEG>
,	PUN	,
ici	ADV	ici
qui	PRO:REL	qui
êtes	VER:pres	être
,	PUN	,
présents	ADJ	présent
heure	NOM	heure
l'	DET:ART	le
compagnons	NOM	compagnon
quand	KON	quand
<SEG>
?	SENT	?
l'	DET:ART	le
,	PUN	,
dans	PRP	dans
<EOS>	<EOS>	<EOS>
-vous	PRO:PER	vous
franchement	ADV	franchement
sonnera	VER:futu	sonner
descendrez	VER:futu	descendre
arène	NOM	arène
<SEG>
votre	DET:POS	votre
,	PUN	,
-vous	PRO:PER	vous
Sacrifierez	VER:futu	sacrifier
,	PUN	,
sans	PRP	sans
arrière-pensée	NOM	arrière-pensée
,	PUN	,
famille	NOM	famille
votre	DET:POS	votre
<SEG>
,	PUN	,
faut	VER:pres	falloir
le	PRO:PER	le
fortune	NOM	fortune
et	KON	et
votre	DET:POS	votre
s'	PRO:PER	se
vie	NOM	vie
même	ADV	même
il	PRO:PER	il
<SEG>
patrie	NOM	patrie
le	DET:ART	le
?	SENT	?
salut	NOM	salut
,	PUN	,
Il	PRO:PER	il
<EOS>	<EOS>	<EOS>
la	DET:ART	le
de	PRP	de
pour	PRP	pour
<SEG>
Un	DET:ART	un
funèbre	ADJ	funèbre
dans	PRP	dans
régna	VER:simp	régner
<EOS>	<EOS>	<EOS>
silence	NOM	silence
l'	DET:ART	le
s'	PRO:PER	se
arrêta	VER:simp	arrêter
.	SENT	.
<SEG>
!	SENT	!
reprit	VER:simp	reprendre
<EOS>	<EOS>	<EOS>
.	SENT	.
orateur	NOM	orateur
<EOS>	<EOS>	<EOS>
l'	DET:ART	le
--	PUN	--
assemblée	NOM	assemblée
Répondez	VER:pres	répondre
<SEG>
-vous	PRO:PER	vous
Nous	PRO:PER	nous
que	KON	que
--	PUN	--
!	SENT	!
ferez	VER:futu	faire
mourrons	VER:futu	mourir
,	PUN	,
?	SENT	?
<EOS>	<EOS>	<EOS>
<SEG>
comme	KON	comme
terrible	ADJ	terrible
sinistre	ADJ	sinistre
murmura	VER:simp	murmurer
un	DET:ART	un
écho	NOM	écho
la	DET:ART	le
foule	NOM	foule
<EOS>	<EOS>	<EOS>
et	KON	et
<SEG>
Bien	ADV	bien
,	PUN	,
.	SENT	.
,	PUN	,
conjurés	VER:pper	conjurer
des	PRP:det	du
--	PUN	--
<EOS>	<EOS>	<EOS>
mes	DET:POS	mon
frères	NOM	frère
<SEG>
subitement	ADV	subitement
attendais	VER:impf	attendre
dit	VER:pper	dire
levant	VER:ppre	lever
,	PUN	,
j'	PRO:PER	je
don	NOM	don
en	PRP	en
Tadeo	NAM	tadeo
se	PRO:PER	se
<SEG>
depuis	PRP	depuis
vous	PRO:PER	vous
longtemps	ADV	longtemps
je	PRO:PER	je
remercie	VER:pres	remercier
parole	NOM	parole
et	KON	et
en	PRO:PER	en
;	PUN	;
cette	PRO:DEM	ce
<SEG>
,	PUN	,
je	PRO:PER	je
compter	VER:infi	compter
vous	PRO:PER	vous
sais	VER:pres	savoir
que	KON	que
sur	PRP	sur
je	PRO:PER	je
puis	ADV	puis
car	KON	car
<SEG>
moi	PRO:PER	moi
je	PRO:PER	je
connais	VER:pres	connaître
tous	PRO:IND	tout
aucun	PRO:IND	aucun
qu'	KON	que
de	PRP	de
vous	PRO:PER	vous
,	PUN	,
,	PUN	,
<SEG>
vous	PRO:PER	vous
ces	PRO:DEM	ce
,	PUN	,
;	PUN	;
qui	PRO:REL	qui
connaît	VER:pres	connaître
vous	PRO:PER	vous
cachent	VER:pres	cacher
masques	NOM	masque
ne	ADV	ne
<SEG>
transparentes	ADJ	transparent
des	PRP:det	du
gazes	NOM	gaze
,	PUN	,
pour	PRP	pour
aux	PRP:det	au
autres	ADJ	autre
sont	VER:pres	être
uns	NOM	un
les	DET:ART	le
<SEG>
et	KON	et
Sombres	NAM	sombres
des	PRP:det	du
Roi	NOM	roi
,	PUN	,
le	DET:ART	le
des	PRP:det	du
le	DET:ART	le
Cœurs	NAM	cœurs
chef	NOM	chef
<SEG>
ténèbres	NOM	ténèbre
est	VER:pres	être
!	SENT	!
Moi	PRO:PER	moi
moi	PRO:PER	moi
<EOS>	<EOS>	<EOS>
c'	PRO:DEM	ce
,	PUN	,
...	PUN	...
,	PUN	,
<SEG>
ai	VER:pres	avoir
vivre	VER:infi	vivre
faire	VER:infi	faire
vous	PRO:PER	vous
qui	PRO:REL	qui
de	PRP	de
libres	ADJ	libre
ou	KON	ou
