Notice	NOM	notice
énigmatique	ADJ	énigmatique
déesse	NOM	déesse
du	PRP:det	du
lotus	NOM	lotus
vénéré	VER:pper	vénérer
,	PUN	,
le	DET:ART	le
peintre	NOM	peintre
avait	VER:impf	avoir
songé	VER:pper	songer
à	PRP	à
la	DET:ART	le
danseuse	NOM	danseur
,	PUN	,
à	PRP	à
la	DET:ART	le
femme	NOM	femme
mortelle	ADJ	mortel
,	PUN	,
au	PRP:det	au
Vase	NOM	vase
souillé	VER:pper	souiller
,	PUN	,
cause	NOM	cause
de	PRP	de
tous	PRO:IND	tout
les	DET:ART	le
péchés	NOM	péché
et	KON	et
de	PRP	de
tous	PRO:IND	tout
les	DET:ART	le
crimes	NOM	crime
;	PUN	;
peut-être	ADV	peut-être
s'	PRO:PER	se
était-il	NOM	était-il
souvenu	VER:pper	souvenir
des	PRP:det	du
rites	NOM	rite
de	PRP	de
la	DET:ART	le
vieille	ADJ	vieux
égypte	NOM	égypte
,	PUN	,
des	PRP:det	du
cérémonies	NOM	cérémonie
sépulcrales	ADJ	sépulcral
de	PRP	de
l'	DET:ART	le
embaumement	NOM	embaumement
,	PUN	,
alors	ADV	alors
que	KON	que
les	DET:ART	le
chimistes	NOM	chimiste
et	KON	et
les	DET:ART	le
prêtres	NOM	prêtre
étendent	VER:pres	étendre
le	DET:ART	le
cadavre	NOM	cadavre
de	PRP	de
la	DET:ART	le
morte	NOM	mort
sur	PRP	sur
un	DET:ART	un
banc	NOM	banc
de	PRP	de
jaspe	NOM	jaspe
,	PUN	,
lui	PRO:PER	lui
tirent	VER:pres	tirer
avec	PRP	avec
des	PRP:det	du
aiguilles	NOM	aiguille
courbes	ADJ	courbe
la	DET:ART	le
cervelle	NOM	cervelle
par	PRP	par
les	DET:ART	le
fosses	NOM	fosse
du	PRP:det	du
nez	NOM	nez
,	PUN	,
les	DET:ART	le
entrailles	NOM	entrailles
par	PRP	par
l'	DET:ART	le
incision	NOM	incision
pratiquée	VER:pper	pratiquer
dans	PRP	dans
son	DET:POS	son
flanc	NOM	flanc
gauche	ADJ	gauche
,	PUN	,
puis	ADV	puis
avant	PRP	avant
de	PRP	de
lui	PRO:PER	lui
dorer	VER:infi	dorer
les	DET:ART	le
ongles	NOM	ongle
et	KON	et
les	DET:ART	le
dents	NOM	dent
,	PUN	,
avant	PRP	avant
de	PRP	de
l'	PRO:PER	la|le
enduire	VER:infi	enduire
de	PRP	de
bitumes	NOM	bitume
et	KON	et
d'	PRP	de
essences	NOM	essence
,	PUN	,
lui	PRO:PER	lui
insèrent	VER:pres	insérer
,	PUN	,
dans	PRP	dans
les	DET:ART	le
parties	NOM	partie
sexuelles	ADJ	sexuel
,	PUN	,
pour	PRP	pour
les	PRO:PER	la|le
purifier	VER:infi	purifier
,	PUN	,
les	DET:ART	le
chastes	ADJ	chaste
pétales	NOM	pétale
de	PRP	de
la	DET:ART	le
divine	ADJ	divin
fleur	NOM	fleur
.	SENT	.
<EOS>	<EOS>	<EOS>
Quoi	PRO	quoi
qu'	KON	que
il	PRO:PER	il
en	PRO:PER	en
fût	VER:subi	être
,	PUN	,
une	DET:ART	un
irrésistible	ADJ	irrésistible
fascination	NOM	fascination
se	PRO:PER	se
dégageait	VER:impf	dégager
de	PRP	de
cette	PRO:DEM	ce
toile	NOM	toile
,	PUN	,
mais	KON	mais
l'	PRO:PER	la|le
aquarelle	VER:pres	aquareller
intitulée	VER:pper	intituler
L'	DET:ART	le
Apparition	NOM	apparition
était	VER:impf	être
peut-être	ADV	peut-être
plus	ADV	plus
inquiétante	ADJ	inquiétant
encore	ADV	encore
.	SENT	.
<EOS>	<EOS>	<EOS>
Là	ADV	là
,	PUN	,
le	DET:ART	le
palais	NOM	palais
d'	PRP	de
Hérode	NAM	hérode
s'	PRO:PER	se
élançait	VER:impf	élancer
,	PUN	,
ainsi	KON	ainsi
qu'	KON	que
un	DET:ART	un
Alhambra	NAM	alhambra
,	PUN	,
sur	PRP	sur
de	PRP	de
légères	ADJ	léger
colonnes	NOM	colonne
irisées	VER:pper	iriser
de	PRP	de
carreaux	NOM	carreau
moresques	ADJ	moresque
,	PUN	,
scellés	VER:pper	sceller
comme	ADV	comme
par	PRP	par
un	DET:ART	un
béton	NOM	béton
d'	PRP	de
argent	NOM	argent
,	PUN	,
comme	ADV	comme
par	PRP	par
un	DET:ART	un
ciment	NOM	ciment
d'	PRP	de
or	NOM	or
;	PUN	;
des	PRP:det	du
arabesques	NOM	arabesque
partaient	VER:impf	partir
de	PRP	de
losanges	NOM	losange
en	PRP	en
lazuli	NOM	lazuli
,	PUN	,
filaient	VER:impf	filer
tout	PRO:IND	tout
le	DET:ART	le
long	NOM	long
des	PRP:det	du
coupoles	NOM	coupole
où	PRO:REL	où
,	PUN	,
sur	PRP	sur
des	PRP:det	du
marqueteries	NOM	marqueterie
de	PRP	de
nacre	NOM	nacre
,	PUN	,
rampaient	VER:impf	ramper
des	PRP:det	du
lueurs	NOM	lueur
d'	PRP	de
arc-en-ciel	NOM	arc-en-ciel
,	PUN	,
des	PRP:det	du
feux	NOM	feu
de	PRP	de
prisme	NOM	prisme
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
meurtre	NOM	meurtre
était	VER:impf	être
accompli	VER:pper	accomplir
;	PUN	;
maintenant	ADV	maintenant
le	DET:ART	le
bourreau	NOM	bourreau
se	PRO:PER	se
tenait	VER:impf	tenir
impassible	ADJ	impassible
,	PUN	,
les	DET:ART	le
mains	NOM	main
sur	PRP	sur
le	DET:ART	le
pommeau	NOM	pommeau
de	PRP	de
sa	DET:POS	son
longue	ADJ	longue
épée	NOM	épée
,	PUN	,
tachée	VER:pper	tacher
de	PRP	de
sang	NOM	sang
.	SENT	.
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
chef	NOM	chef
décapité	VER:pper	décapiter
du	PRP:det	du
saint	NOM	saint
s'	PRO:PER	se
était	VER:impf	être
élevé	VER:pper	élever
du	PRP:det	du
plat	NOM	plat
posé	VER:pper	poser
sur	PRP	sur
les	DET:ART	le
dalles	NOM	dalle
et	KON	et
il	PRO:PER	il
regardait	VER:impf	regarder
,	PUN	,
livide	ADJ	livide
,	PUN	,
la	DET:ART	le
bouche	NOM	bouche
décolorée	VER:pper	décolorer
,	PUN	,
ouverte	ADJ	ouvert
,	PUN	,
le	DET:ART	le
cou	NOM	cou
cramoisi	ADJ	cramoisi
,	PUN	,
dégouttant	VER:ppre	dégoutter
de	PRP	de
larmes	NOM	larme
.	SENT	.
<EOS>	<EOS>	<EOS>
Une	DET:ART	un
mosaïque	NOM	mosaïque
cernait	VER:impf	cerner
la	DET:ART	le
figure	NOM	figure
d'	PRP	de
où	PRO:REL	où
s'	PRO:PER	se
échappait	VER:impf	échapper
une	DET:ART	un
auréole	NOM	auréole
s'	PRO:PER	se
irradiant	VER:ppre	irradier
en	PRP	en
traits	NOM	trait
de	PRP	de
lumière	NOM	lumière
sous	PRP	sous
les	DET:ART	le
portiques	NOM	portique
,	PUN	,
éclairant	VER:ppre	éclairer
l'	DET:ART	le
affreuse	ADJ	affreux
ascension	NOM	ascension
de	PRP	de
la	DET:ART	le
tête	NOM	tête
,	PUN	,
allumant	VER:ppre	allumer
le	DET:ART	le
globe	NOM	globe
vitreux	ADJ	vitreux
des	PRP:det	du
prunelles	NOM	prunelle
,	PUN	,
attachées	VER:pper	attacher
,	PUN	,
en	PRP	en
quelque	PRO:IND	quelque
sorte	NOM	sorte
crispées	VER:pper	crisper
sur	PRP	sur
la	DET:ART	le
danseuse	NOM	danseur
.	SENT	.
<EOS>	<EOS>	<EOS>
D'	PRP	de
un	DET:ART	un
geste	NOM	geste
d'	PRP	de
épouvante	NOM	épouvante
,	PUN	,
Salomé	NAM	salomé
repousse	VER:pres	repousser
la	DET:ART	le
terrifiante	ADJ	terrifiant
vision	NOM	vision
qui	PRO:REL	qui
la	PRO:PER	la
cloue	VER:pres	clouer
,	PUN	,
immobile	ADJ	immobile
,	PUN	,
sur	PRP	sur
les	DET:ART	le
pointes	NOM	pointe
;	PUN	;
ses	DET:POS	son
yeux	NOM	œil
se	PRO:PER	se
dilatent	VER:pres	dilater
,	PUN	,
sa	DET:POS	son
main	NOM	main
étreint	VER:pres	étreindre
convulsivement	ADV	convulsivement
sa	DET:POS	son
gorge	NOM	gorge
.	SENT	.
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
est	VER:pres	être
presque	ADV	presque
nue	NOM	nue
;	PUN	;
dans	PRP	dans
l'	DET:ART	le
ardeur	NOM	ardeur
de	PRP	de
la	DET:ART	le
danse	NOM	danse
,	PUN	,
les	DET:ART	le
voiles	NOM	voile
se	PRO:PER	se
sont	VER:pres	être
défaits	VER:pper	défaire
,	PUN	,
les	DET:ART	le
brocarts	NOM	brocart
ont	VER:pres	avoir
croulé	VER:pper	crouler
;	PUN	;
elle	PRO:PER	elle
n'	ADV	ne
est	VER:pres	être
plus	ADV	plus
vêtue	VER:pper	vêtir
que	KON	que
de	PRP	de
matières	NOM	matière
orfévries	NOM	orfévries
et	KON	et
de	PRP	de
minéraux	NOM	minéral
lucides	ADJ	lucide
;	PUN	;
un	DET:ART	un
gorgerin	NOM	gorgerin
lui	PRO:PER	lui
serre	VER:pres	serrer
de	PRP	de
même	ADV	même
qu'	KON	que
un	DET:ART	un
corselet	NOM	corselet
la	DET:ART	le
taille	NOM	taille
,	PUN	,
et	KON	et
,	PUN	,
ainsi	ADV	ainsi
qu'	KON	que
une	DET:ART	un
agrafe	NOM	agrafe
superbe	ADJ	superbe
,	PUN	,
un	DET:ART	un
merveilleux	ADJ	merveilleux
joyau	NOM	joyau
darde	VER:pres	darder
des	PRP:det	du
éclairs	NOM	éclair
dans	PRP	dans
la	DET:ART	le
rainure	NOM	rainure
de	PRP	de
ses	DET:POS	son
deux	NUM	deux
seins	NOM	sein
;	PUN	;
plus	ADV	plus
bas	ADJ	bas
,	PUN	,
aux	PRP:det	au
hanches	NOM	hanche
,	PUN	,
une	DET:ART	un
ceinture	NOM	ceinture
l'	PRO:PER	la|le
entoure	VER:pres	entourer
,	PUN	,
cache	VER:pres	cacher
le	DET:ART	le
haut	NOM	haut
de	PRP	de
ses	DET:POS	son
cuisses	NOM	cuisse
que	PRO:REL	que
bat	VER:pres	battre
une	DET:ART	un
gigantesque	ADJ	gigantesque
pendeloque	NOM	pendeloque
où	PRO:REL	où
coule	VER:pres	couler
une	DET:ART	un
rivière	NOM	rivière
d'	PRP	de
escarboucles	NOM	escarboucle
et	KON	et
d'	PRP	de
émeraudes	NOM	émeraude
;	PUN	;
enfin	ADV	enfin
,	PUN	,
sur	PRP	sur
le	DET:ART	le
corps	NOM	corps
resté	VER:pper	rester
nu	NOM	nu
,	PUN	,
entre	PRP	entre
le	DET:ART	le
gorgerin	NOM	gorgerin
et	KON	et
la	DET:ART	le
ceinture	NOM	ceinture
,	PUN	,
le	DET:ART	le
ventre	NOM	ventre
bombe	VER:pres	bomber
,	PUN	,
creusé	VER:pper	creuser
d'	PRP	de
un	DET:ART	un
nombril	NOM	nombril
dont	PRO:REL	dont
le	DET:ART	le
trou	NOM	trou
semble	VER:pres	sembler
un	DET:ART	un
cachet	NOM	cachet
gravé	VER:pper	graver
d'	PRP	de
onyx	NOM	onyx
,	PUN	,
aux	PRP:det	au
tons	NOM	ton
laiteux	ADJ	laiteux
,	PUN	,
aux	PRP:det	au
teintes	NOM	teinte
de	PRP	de
rose	NOM	rose
d'	PRP	de
ongle	NOM	ongle
.	SENT	.
<EOS>	<EOS>	<EOS>
Sous	PRP	sous
les	DET:ART	le
traits	NOM	trait
ardents	ADJ	ardent
échappés	VER:pper	échapper
de	PRP	de
la	DET:ART	le
tête	NOM	tête
du	PRP:det	du
Précurseur	NOM	précurseur
,	PUN	,
toutes	PRO:IND	tout
les	DET:ART	le
facettes	NOM	facette
des	PRP:det	du
joailleries	NOM	joaillerie
s'	PRO:PER	se
embrasent	VER:pres	embraser
;	PUN	;
les	DET:ART	le
pierres	NOM	pierre
s'	PRO:PER	se
animent	VER:pres	animer
,	PUN	,
dessinent	VER:pres	dessiner
le	DET:ART	le
corps	NOM	corps
de	PRP	de
la	DET:ART	le
femme	NOM	femme
en	PRP	en
traits	NOM	trait
incandescents	ADJ	incandescent
;	PUN	;
la	PRO:PER	la
piquent	VER:pres	piquer
au	PRP:det	au
cou	NOM	cou
,	PUN	,
aux	PRP:det	au
jambes	NOM	jambe
,	PUN	,
aux	PRP:det	au
bras	NOM	bras
,	PUN	,
de	PRP	de
points	NOM	point
de	PRP	de
feu	NOM	feu
,	PUN	,
vermeils	ADJ	vermeil
comme	KON	comme
des	PRP:det	du
charbons	NOM	charbon
,	PUN	,
violets	NOM	violet
comme	KON	comme
des	PRP:det	du
jets	NOM	jet
de	PRP	de
gaz	NOM	gaz
,	PUN	,
bleus	ADJ	bleu
comme	KON	comme
des	PRP:det	du
flammes	NOM	flamme
d'	PRP	de
alcool	NOM	alcool
,	PUN	,
blancs	NOM	blanc
comme	KON	comme
des	PRP:det	du
rayons	NOM	rayon
d'	PRP	de
astre	NOM	astre
.	SENT	.
<EOS>	<EOS>	<EOS>
L'	DET:ART	le
horrible	ADJ	horrible
tête	NOM	tête
flamboie	VER:pres	flamboyer
,	PUN	,
saignant	VER:ppre	saigner
toujours	ADV	toujours
,	PUN	,
mettant	VER:ppre	mettre
des	PRP:det	du
caillots	NOM	caillot
de	PRP	de
pourpre	NOM	pourpre
sombre	ADJ	sombre
,	PUN	,
aux	PRP:det	au
pointes	NOM	pointe
de	PRP	de
la	DET:ART	le
barbe	NOM	barbe
et	KON	et
des	PRP:det	du
cheveux	NOM	cheveu
.	SENT	.
<EOS>	<EOS>	<EOS>
Visible	ADJ	visible
pour	PRP	pour
la	DET:ART	le
Salomé	NAM	salomé
seule	ADJ	seul
,	PUN	,
elle	PRO:PER	elle
n'	ADV	ne
étreint	VER:pres	étreindre
pas	ADV	pas
de	PRP	de
son	DET:POS	son
morne	ADJ	morne
regard	NOM	regard
,	PUN	,
l'	DET:ART	le
Hérodias	NAM	hérodias
qui	PRO:REL	qui
rêve	VER:pres	rêver
à	PRP	à
ses	DET:POS	son
haines	NOM	haine
enfin	ADV	enfin
abouties	VER:pper	aboutir
,	PUN	,
le	DET:ART	le
Tétrarque	NAM	tétrarque
,	PUN	,
qui	PRO:REL	qui
,	PUN	,
penché	VER:pper	pencher
un	DET:ART	un
peu	ADV	peu
en	PRP	en
avant	NOM	avant
,	PUN	,
les	DET:ART	le
mains	NOM	main
sur	PRP	sur
les	DET:ART	le
genoux	NOM	genou
,	PUN	,
halète	VER:pres	haleter
encore	ADV	encore
,	PUN	,
affolé	VER:pper	affoler
par	PRP	par
cette	PRO:DEM	ce
nudité	NOM	nudité
de	PRP	de
femme	NOM	femme
imprégnée	VER:pper	imprégner
de	PRP	de
senteurs	NOM	senteur
fauves	ADJ	fauve
,	PUN	,
roulée	VER:pper	rouler
dans	PRP	dans
les	DET:ART	le
baumes	NOM	baume
,	PUN	,
fumée	VER:pper	fumer
dans	PRP	dans
les	DET:ART	le
encens	NOM	encens
et	KON	et
dans	PRP	dans
les	DET:ART	le
myrrhes	NOM	myrrhe
.	SENT	.
<EOS>	<EOS>	<EOS>
Tel	PRO:DEM	tel
que	PRO:REL	que
le	DET:ART	le
vieux	ADJ	vieux
roi	NOM	roi
,	PUN	,
des	PRP:det	du
Esseintes	NAM	esseintes
demeurait	VER:impf	demeurer
écrasé	VER:pper	écraser
,	PUN	,
anéanti	VER:pper	anéantir
,	PUN	,
pris	VER:pper	prendre
de	PRP	de
vertige	NOM	vertige
,	PUN	,
devant	PRP	devant
cette	PRO:DEM	ce
danseuse	NOM	danseur
,	PUN	,
moins	ADV	moins
majestueuse	ADJ	majestueux
,	PUN	,
moins	ADV	moins
hautaine	ADJ	hautain
,	PUN	,
mais	KON	mais
plus	ADV	plus
troublante	ADJ	troublant
que	KON	que
la	DET:ART	le
Salomé	NAM	salomé
du	PRP:det	du
tableau	NOM	tableau
à	PRP	à
l'	DET:ART	le
huile	NOM	huile
.	SENT	.
<EOS>	<EOS>	<EOS>
Dans	PRP	dans
l'	DET:ART	le
insensible	ADJ	insensible
et	KON	et
impitoyable	ADJ	impitoyable
statue	NOM	statue
,	PUN	,
dans	PRP	dans
l'	DET:ART	le
innocente	ADJ	innocent
et	KON	et
dangereuse	ADJ	dangereux
idole	NOM	idole
,	PUN	,
l'	DET:ART	le
érotisme	NOM	érotisme
,	PUN	,
la	DET:ART	le
terreur	NOM	terreur
de	PRP	de
l'	DET:ART	le
être	NOM	être
humain	ADJ	humain
s'	PRO:PER	se
étaient	VER:impf	être
fait	VER:pper	faire
jour	NOM	jour
;	PUN	;
le	DET:ART	le
grand	ADJ	grand
lotus	NOM	lotus
avait	VER:impf	avoir
disparu	VER:pper	disparaître
,	PUN	,
la	DET:ART	le
déesse	NOM	déesse
s'	PRO:PER	se
était	VER:impf	être
évanouie	VER:pper	évanouir
;	PUN	;
un	DET:ART	un
effroyable	ADJ	effroyable
cauchemar	NOM	cauchemar
étranglait	VER:impf	étrangler
maintenant	ADV	maintenant
l'	PRO:PER	la|le
histrionne	VER:pres	histrionner
,	PUN	,
extasiée	VER:pper	extasier
par	PRP	par
le	DET:ART	le
tournoiement	NOM	tournoiement
de	PRP	de
la	DET:ART	le
danse	NOM	danse
,	PUN	,
la	DET:ART	le
courtisane	NOM	courtisane
,	PUN	,
pétrifiée	VER:pper	pétrifier
,	PUN	,
hypnotisée	VER:pper	hypnotiser
par	PRP	par
l'	DET:ART	le
épouvante	NOM	épouvante
.	SENT	.
<EOS>	<EOS>	<EOS>
Ici	ADV	ici
,	PUN	,
elle	PRO:PER	elle
était	VER:impf	être
vraiment	ADV	vraiment
fille	NOM	fille
;	PUN	;
elle	PRO:PER	elle
obéissait	VER:impf	obéir
à	PRP	à
son	DET:POS	son
tempérament	NOM	tempérament
de	PRP	de
femme	NOM	femme
ardente	ADJ	ardent
et	KON	et
cruelle	ADJ	cruel
;	PUN	;
elle	PRO:PER	elle
vivait	VER:impf	vivre
,	PUN	,
plus	ADV	plus
raffinée	VER:pper	raffiner
et	KON	et
plus	ADV	plus
sauvage	ADJ	sauvage
,	PUN	,
plus	ADV	plus
exécrable	ADJ	exécrable
et	KON	et
plus	ADV	plus
exquise	ADJ	exquis
;	PUN	;
elle	PRO:PER	elle
réveillait	VER:impf	réveiller
plus	ADV	plus
énergiquement	ADV	énergiquement
les	DET:ART	le
sens	NOM	sens
en	PRP	en
léthargie	NOM	léthargie
de	PRP	de
l'	DET:ART	le
homme	NOM	homme
,	PUN	,
ensorcelait	VER:impf	ensorceler
,	PUN	,
domptait	VER:impf	dompter
plus	ADV	plus
sûrement	ADV	sûrement
ses	DET:POS	son
volontés	NOM	volonté
,	PUN	,
avec	PRP	avec
son	DET:POS	son
charme	NOM	charme
de	PRP	de
grande	ADJ	grand
fleur	NOM	fleur
vénérienne	ADJ	vénérien
,	PUN	,
poussée	VER:pper	pousser
dans	PRP	dans
des	PRP:det	du
couches	NOM	couche
sacrilèges	ADJ	sacrilège
,	PUN	,
élevée	VER:pper	élever
dans	PRP	dans
des	PRP:det	du
serres	NOM	serre|serres
impies	ADJ	impie
.	SENT	.
<EOS>	<EOS>	<EOS>
Comme	KON	comme
le	PRO:PER	le
disait	VER:impf	dire
des	PRP:det	du
Esseintes	NAM	esseintes
,	PUN	,
jamais	ADV	jamais
,	PUN	,
à	PRP	à
aucune	PRO:IND	aucun
époque	NOM	époque
,	PUN	,
l'	DET:ART	le
aquarelle	NOM	aquarelle
n'	ADV	ne
avait	VER:impf	avoir
pu	VER:pper	pouvoir
atteindre	VER:infi	atteindre
cet	PRO:DEM	ce
éclat	NOM	éclat
de	PRP	de
coloris	NOM	coloris
;	PUN	;
jamais	ADV	jamais
la	DET:ART	le
pauvreté	NOM	pauvreté
des	PRP:det	du
couleurs	NOM	couleur
chimiques	ADJ	chimique
n'	ADV	ne
avait	VER:impf	avoir
ainsi	ADV	ainsi
fait	VER:pres	faire
jaillir	VER:infi	jaillir
sur	PRP	sur
le	DET:ART	le
papier	NOM	papier
des	PRP:det	du
coruscations	NOM	coruscation
semblables	ADJ	semblable
de	PRP	de
pierres	NOM	pierre
,	PUN	,
des	PRP:det	du
lueurs	NOM	lueur
pareilles	ADJ	pareil
de	PRP	de
vitraux	NOM	vitrail
frappés	VER:pper	frapper
de	PRP	de
rais	NOM	rai|rais
de	PRP	de
soleil	NOM	soleil
,	PUN	,
des	PRP:det	du
fastes	NOM	faste|fastes
aussi	ADV	aussi
fabuleux	ADJ	fabuleux
,	PUN	,
aussi	ADV	aussi
aveuglants	ADJ	aveuglant
de	PRP	de
tissus	NOM	tissu
et	KON	et
de	PRP	de
chairs	NOM	chair
.	SENT	.
<EOS>	<EOS>	<EOS>
Et	KON	et
,	PUN	,
perdu	VER:pper	perdre
dans	PRP	dans
sa	DET:POS	son
contemplation	NOM	contemplation
,	PUN	,
il	PRO:PER	il
scrutait	VER:impf	scruter
les	DET:ART	le
origines	NOM	origine
de	PRP	de
ce	PRO:DEM	ce
grand	ADJ	grand
artiste	NOM	artiste
,	PUN	,
de	PRP	de
ce	PRO:DEM	ce
païen	NOM	païen
mystique	ADJ	mystique
,	PUN	,
de	PRP	de
cet	PRO:DEM	ce
illuminé	NOM	illuminé
qui	PRO:REL	qui
pouvait	VER:impf	pouvoir
s'	PRO:PER	se
abstraire	VER:infi	abstraire
assez	ADV	assez
du	PRP:det	du
monde	NOM	monde
pour	PRP	pour
voir	VER:infi	voir
,	PUN	,
en	PRP	en
plein	ADJ	plein
Paris	NAM	paris
,	PUN	,
resplendir	VER:infi	resplendir
les	DET:ART	le
cruelles	ADJ	cruel
visions	NOM	vision
,	PUN	,
les	DET:ART	le
féeriques	ADJ	féerique
apothéoses	NOM	apothéose
des	PRP:det	du
autres	ADJ	autre
âges	NOM	âge
.	SENT	.
<EOS>	<EOS>	<EOS>
Sa	DET:POS	son
filiation	NOM	filiation
,	PUN	,
des	PRP:det	du
Esseintes	NOM	esseintes
la	PRO:PER	la
suivait	VER:impf	suivre
à	PRP	à
peine	NOM	peine
;	PUN	;
çà	ADV	çà
et	KON	et
là	ADV	là
,	PUN	,
de	PRP	de
vagues	ADJ	vague
souvenirs	NOM	souvenir
de	PRP	de
Mantegna	NAM	mantegna
et	KON	et
de	PRP	de
Jacopo	NAM	jacopo
de	PRP	de
Barbarj	NAM	barbarj
;	PUN	;
çà	ADV	çà
et	KON	et
là	ADV	là
,	PUN	,
de	PRP	de
confuses	ADJ	confus
hantises	NOM	hantise
du	PRP:det	du
Vinci	NAM	vinci
et	KON	et
des	PRP:det	du
fièvres	NOM	fièvre
de	PRP	de
couleurs	NOM	couleur
à	PRP	à
la	DET:ART	le
Delacroix	NAM	delacroix
;	PUN	;
mais	KON	mais
l'	DET:ART	le
influence	NOM	influence
de	PRP	de
ces	PRO:DEM	ce
maîtres	NOM	maître
restait	VER:impf	rester
,	PUN	,
en	PRP	en
somme	NOM	somme
,	PUN	,
imperceptible	ADJ	imperceptible
:	PUN	:
la	DET:ART	le
vérité	NOM	vérité
était	VER:impf	être
que	KON	que
Gustave	NAM	gustave
Moreau	NAM	moreau
ne	ADV	ne
dérivait	VER:impf	dériver
de	PRP	de
personne	NOM	personne
.	SENT	.
<EOS>	<EOS>	<EOS>
Sans	PRP	sans
ascendant	NOM	ascendant
véritable	ADJ	véritable
,	PUN	,
sans	PRP	sans
descendants	NOM	descendant
possibles	ADJ	possible
,	PUN	,
il	PRO:PER	il
demeurait	VER:impf	demeurer
,	PUN	,
dans	PRP	dans
l'	DET:ART	le
art	NOM	art
contemporain	ADJ	contemporain
,	PUN	,
unique	ADJ	unique
.	SENT	.
<EOS>	<EOS>	<EOS>
Remontant	VER:ppre	remonter
aux	PRP:det	au
sources	NOM	source
ethnographiques	ADJ	ethnographique
,	PUN	,
aux	PRP:det	au
origines	NOM	origine
des	PRP:det	du
mythologies	NOM	mythologie
dont	PRO:REL	dont
il	PRO:PER	il
comparait	VER:impf	comparer
et	KON	et
démêlait	VER:impf	démêler
les	DET:ART	le
sanglantes	ADJ	sanglant
énigmes	NOM	énigme
;	PUN	;
réunissant	VER:ppre	réunir
,	PUN	,
fondant	VER:ppre	fonder|fondre
en	PRP	en
une	DET:ART	un
seule	ADJ	seul
les	DET:ART	le
légendes	NOM	légende
issues	ADJ	issu
de	PRP	de
l'	DET:ART	le
Extrême	NAM	extrême
Orient	NAM	orient
et	KON	et
métamorphosées	VER:pper	métamorphoser
par	PRP	par
les	DET:ART	le
croyances	NOM	croyance
des	PRP:det	du
autres	ADJ	autre
peuples	NOM	peuple
,	PUN	,
il	PRO:PER	il
justifiait	VER:impf	justifier
ainsi	ADV	ainsi
ses	DET:POS	son
fusions	NOM	fusion
architectoniques	ADJ	architectonique
,	PUN	,
ses	DET:POS	son
amalgames	NOM	amalgame
luxueux	ADJ	luxueux
et	KON	et
inattendus	ADJ	inattendu
d'	PRP	de
étoffes	NOM	étoffe
,	PUN	,
ses	DET:POS	son
hiératiques	NOM	hiératique
et	KON	et
sinistres	ADJ	sinistre
allégories	NOM	allégorie
aiguisées	VER:pper	aiguiser
par	PRP	par
les	DET:ART	le
inquiètes	ADJ	inquiet
perspicuités	NOM	perspicuité
d'	PRP	de
un	DET:ART	un
nervosisme	NOM	nervosisme
tout	ADV	tout
moderne	ADJ	moderne
;	PUN	;
et	KON	et
il	PRO:PER	il
restait	VER:impf	rester
à	PRP	à
jamais	ADV	jamais
douloureux	ADJ	douloureux
,	PUN	,
hanté	VER:pper	hanter
par	PRP	par
les	DET:ART	le
symboles	NOM	symbole
des	PRP:det	du
perversités	NOM	perversité
et	KON	et
des	PRP:det	du
amours	NOM	amour
surhumaines	ADJ	surhumain
,	PUN	,
des	PRP:det	du
stupres	NOM	stupre
divins	ADJ	divin
consommés	VER:pper	consommer
sans	PRP	sans
abandons	NOM	abandon
et	KON	et
sans	PRP	sans
espoirs	NOM	espoir
.	SENT	.
<EOS>	<EOS>	<EOS>
Il	PRO:PER	il
y	PRO:PER	y
avait	VER:impf	avoir
dans	PRP	dans
ses	DET:POS	son
oeuvres	NOM	œuvre
désespérées	ADJ	désespéré
et	KON	et
érudites	ADJ	érudit
un	DET:ART	un
enchantement	NOM	enchantement
singulier	ADJ	singulier
,	PUN	,
une	DET:ART	un
incantation	NOM	incantation
vous	PRO:PER	vous
remuant	VER:ppre	remuer
jusqu'	PRP	jusque
au	PRP:det	au
fond	NOM	fond
des	PRP:det	du
entrailles	NOM	entrailles
,	PUN	,
comme	KON	comme
celle	PRO:DEM	celui
de	PRP	de
certains	PRO:IND	certain
poèmes	NOM	poème
de	PRP	de
Baudelaire	NAM	baudelaire
,	PUN	,
et	KON	et
l'	PRO:PER	la|le
on	PRO:PER	on
demeurait	VER:impf	demeurer
ébahi	VER:pper	ébahir
,	PUN	,
songeur	ADJ	songeur
,	PUN	,
déconcerté	VER:pper	déconcerter
,	PUN	,
par	PRP	par
cet	PRO:DEM	ce
art	NOM	art
qui	PRO:REL	qui
franchissait	VER:impf	franchir
les	DET:ART	le
limites	NOM	limite
de	PRP	de
la	DET:ART	le
peinture	NOM	peinture
,	PUN	,
empruntait	VER:impf	emprunter
à	PRP	à
l'	DET:ART	le
art	NOM	art
d'	PRP	de
écrire	VER:infi	écrire
ses	DET:POS	son
plus	ADV	plus
subtiles	ADJ	subtil
évocations	NOM	évocation
,	PUN	,
à	PRP	à
l'	DET:ART	le
art	NOM	art
du	PRP:det	du
Limosin	NAM	limosin
ses	DET:POS	son
plus	ADV	plus
merveilleux	ADJ	merveilleux
éclats	NOM	éclat
,	PUN	,
à	PRP	à
