cherchait	VER:impf	chercher
l'	DET:ART	le
n'	ADV	ne
.	SENT	.
pas	ADV	pas
de	PRP	de
sa	DET:POS	son
vieille	ADJ	vieux
bien	ADV	bien
vie	NOM	vie
familles	NOM	famille
de	PRP	de
ils	PRO:PER	il
à	PRP	à
même	ADV	même
.	SENT	.
ils	PRO:PER	il
Cadegual	NAM	cadegual
les	DET:ART	le
ma	DET:POS	mon
assentiment	NOM	assentiment
cette	PRO:DEM	ce
a	VER:pres	avoir
son	DET:POS	son
de	PRP	de
Tadeo	NAM	tadeo
surpris	VER:pper	surprendre
se	PRO:PER	se
,	PUN	,
leur	PRO:PER	lui
tous	PRO:IND	tout
don	NOM	don
femme	NOM	femme
descendants	NOM	descendant
deux	NUM	deux
du	PRP:det	du
.	SENT	.
de	PRP	de
existe	VER:pres	exister
,	PUN	,
,	PUN	,
génie	NOM	génie
dispose	VER:pres	disposer
résistance	NOM	résistance
Cadegual	ADJ	cadegual
fit	VER:simp	faire
toqui	NOM	toqui
sœur	NOM	sœur
avantage	NOM	avantage
ce	PRO:DEM	ce
premier	NUM	premier
haine	NOM	haine
:	PUN	:
et	KON	et
Cadegual	ADJ	cadegual
lièvres	NOM	lièvre
les	DET:ART	le
une	NUM	un
et	KON	et
--	PUN	--
ne	ADV	ne
doña	NOM	doña
étaient	VER:impf	être
il	PRO:PER	il
sa	DET:POS	son
fit	VER:simp	faire
un	DET:ART	un
courage	NOM	courage
,	PUN	,
est	VER:pres	être
,	PUN	,
Le	DET:ART	le
n'	ADV	ne
sœur	NOM	sœur
<EOS>	<EOS>	<EOS>
esclavage	NOM	esclavage
leur	DET:POS	leur
sœur	NOM	sœur
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
fortune	NOM	fortune
Oui	INT	oui
au	PRP:det	au
Il	PRO:PER	il
,	PUN	,
avec	PRP	avec
d'	PRP	de
leur	PRO:PER	lui
de	PRP	de
la	DET:ART	le
laisseront	VER:futu	laisser
l'	DET:ART	le
s'	PRO:PER	se
convoqua	VER:simp	convoquer
la	DET:ART	le
de	PRP	de
se	PRO:PER	se
de	PRP	de
influence	NOM	influence
souviennent	VER:pres	souvenir
yeux	NOM	œil
que	ADV	que
averti	VER:pper	avertir
Arrivé	VER:pper	arriver
des	PRP:det	du
Estevan	NAM	estevan
pitié	NOM	pitié
nombreux	ADJ	nombreux
mais	KON	mais
se	PRO:PER	se
la	DET:ART	le
les	DET:ART	le
poignets	NOM	poignet
ai	VER:pres	avoir
!	SENT	!
Estevan	NAM	estevan
d'	PRP	de
à	PRP	à
j'	PRO:PER	je
seulement	ADV	seulement
comme	KON	comme
,	PUN	,
fussent	VER:subi	être
haut	ADJ	haut
pas	ADV	pas
debout	ADV	debout
--	PUN	--
lâches	ADJ	lâche
auparavant	ADV	auparavant
;	PUN	;
tour	NOM	tour
moluchos	NOM	moluchos
je	PRO:PER	je
?	SENT	?
ils	PRO:PER	il
nombreux	ADJ	nombreux
douleur	NOM	douleur
malghon	NOM	malghon
fut	VER:simp	être
Chili	NOM	chili
est	VER:pres	être
fit-il	NOM	fit-il
les	DET:ART	le
combat	NOM	combat
ont	VER:pres	avoir
entre	PRP	entre
familier	ADJ	familier
Après	PRP	après
Chiliens	NAM	chiliens
un	DET:ART	un
du	PRP:det	du
Tadeo	NAM	tadeo
,	PUN	,
sa	DET:POS	son
contre	PRP	contre
crevé	VER:pper	crever
s'	PRO:PER	se
obéir	VER:infi	obéir
avoir	VER:infi	avoir
tous	PRO:IND	tout
,	PUN	,
cette	PRO:DEM	ce
par	PRP	par
contraint	VER:pper	contraindre
,	PUN	,
le	PRO:PER	le
ignorer	VER:infi	ignorer
<EOS>	<EOS>	<EOS>
?	SENT	?
ses	DET:POS	son
<EOS>	<EOS>	<EOS>
il	PRO:PER	il
destinée	NOM	destinée
croyance	NOM	croyance
?	SENT	?
.	SENT	.
que	KON	que
,	PUN	,
ennemi	NOM	ennemi
et	KON	et
sa	DET:POS	son
redoutable	ADJ	redoutable
,	PUN	,
qu'	PRO:REL	que
continua-t-il	NOM	continua-t-il
lui	PRO:PER	lui
à	PRP	à
les	DET:ART	le
ils	PRO:PER	il
terribles	ADJ	terrible
serment	NOM	serment
je	PRO:PER	je
il	PRO:PER	il
user	VER:infi	user
.	SENT	.
depuis	PRP	depuis
La	DET:ART	le
s'	PRO:PER	se
celui	PRO:DEM	celui
soleil	NOM	soleil
Aucas	NOM	aucas
;	PUN	;
souvent	ADV	souvent
sa	DET:POS	son
et	KON	et
je	PRO:PER	je
sont	VER:pres	être
que	KON	que
auca-coyog	NOM	auca-coyog
,	PUN	,
!	SENT	!
leurs	DET:POS	leur
Estevan	NAM	estevan
--	PUN	--
,	PUN	,
fait	VER:pper	faire
pas	ADV	pas
éclat	NOM	éclat
ma	DET:POS	mon
est	VER:pres	être
que	KON	que
oubli	NOM	oubli
de	PRP	de
n'	ADV	ne
tuer	VER:infi	tuer
,	PUN	,
dont	PRO:REL	dont
terrible	ADJ	terrible
mêlée	NOM	mêlée
ne	ADV	ne
que	KON	que
vieilles	ADJ	vieux
la	DET:ART	le
réduit	VER:pper	réduire
--	PUN	--
la	DET:ART	le
immense	ADJ	immense
si	KON	si
,	PUN	,
puissants	ADJ	puissant
Carampangue	NOM	carampangue
cette	PRO:DEM	ce
Don	NOM	don
homme	NOM	homme
pour	PRP	pour
qu'	KON	que
enfant	NOM	enfant
don	NOM	don
miséricordieux	ADJ	miséricordieux
encore	ADV	encore
et	KON	et
redoutables	ADJ	redoutable
aguerris	VER:pper	aguerrir
le	PRO:PER	le
Pillian	NAM	pillian
elles	PRO:PER	elle
il	PRO:PER	il
elle	PRO:PER	elle
fut	VER:simp	être
;	PUN	;
frère	NOM	frère
la	DET:ART	le
Mais	KON	mais
les	DET:ART	le
eux	PRO:PER	eux
devant	PRP	devant
,	PUN	,
.	SENT	.
--	PUN	--
le	PRO:PER	le
que	KON	que
tous	PRO:IND	tout
de	PRP	de
honte	NOM	honte
un	DET:ART	un
convoquer	VER:infi	convoquer
haine	NOM	haine
trouve	VER:pres	trouver
Depuis	PRP	depuis
Cadegual	ADJ	cadegual
tour	NOM	tour
à	PRP	à
extinction	NOM	extinction
à	PRP	à
ils	PRO:PER	il
la	DET:ART	le
sa	DET:POS	son
nos	DET:POS	notre
les	DET:ART	le
immense	ADJ	immense
la	DET:ART	le
paru	VER:pper	paraître
capitaine	NOM	capitaine
livra	VER:simp	livrer
ont	VER:pres	avoir
<EOS>	<EOS>	<EOS>
coucher	NOM	coucher
.	SENT	.
--	PUN	--
,	PUN	,
,	PUN	,
chef	NOM	chef
Léon	NAM	léon
jour	NOM	jour
elle	PRO:PER	elle
avoir	VER:infi	avoir
mort	VER:pper	mourir
bien	ADV	bien
,	PUN	,
couvert	VER:pper	couvrir
<EOS>	<EOS>	<EOS>
frontières	ADJ	frontière
partirent	VER:simp	partir
les	DET:ART	le
!	SENT	!
<EOS>	<EOS>	<EOS>
de	PRP	de
lutte	NOM	lutte
sœur	NOM	sœur
,	PUN	,
un	DET:ART	un
nation	NOM	nation
,	PUN	,
sauvé	VER:pper	sauver
sûr	ADJ	sûr
un	DET:ART	un
Aujourd'hui	ADV	aujourd'hui
,	PUN	,
à	PRP	à
,	PUN	,
et	KON	et
des	PRP:det	du
implacables	ADJ	implacable
il	PRO:PER	il
héroïque	ADJ	héroïque
prenne	VER:subp	prendre
sans	PRP	sans
,	PUN	,
pâles	ADJ	pâle
sur	PRP	sur
parmi	PRP	parmi
son	DET:POS	son
il	PRO:PER	il
conduisit	VER:simp	conduire
Ce	PRO:DEM	ce
haines	NOM	haine
l'	DET:ART	le
à	PRP	à
me	PRO:PER	me
et	KON	et
était	VER:impf	être
le	DET:ART	le
est	VER:pres	être
de	PRP	de
massacrés	VER:pper	massacrer
les	DET:ART	le
de	PRP	de
,	PUN	,
heure	NOM	heure
Espagnols	NAM	espagnols
renvoya	VER:simp	renvoyer
loin	ADV	loin
,	PUN	,
prisonnier	NOM	prisonnier
premiers	NOM	premier
se	PRO:PER	se
Depuis	PRP	depuis
,	PUN	,
toqui	VER:pper	toqui
laconiquement	ADV	laconiquement
avait	VER:impf	avoir
par	PRP	par
Léon	NAM	léon
,	PUN	,
,	PUN	,
ma	DET:POS	mon
guerriers	NOM	guerrier
ne	ADV	ne
.	SENT	.
la	DET:ART	le
celle	PRO:DEM	celui
que	KON	que
à	PRP	à
sont	VER:pres	être
il	PRO:PER	il
les	DET:ART	le
de	PRP	de
l'	PRO:PER	la|le
Chiaplo	NAM	chiaplo
dont	PRO:REL	dont
j'	PRO:PER	je
alors	ADV	alors
ont	VER:pres	avoir
représailles	NOM	représaille
don	NOM	don
,	PUN	,
ramené	VER:pper	ramener
la	DET:ART	le
guerre	NOM	guerre
ses	DET:POS	son
rien	ADV	rien
années	NOM	année
les	DET:ART	le
,	PUN	,
le	DET:ART	le
familles	NOM	famille
il	PRO:PER	il
entre	PRP	entre
.	SENT	.
à	PRP	à
du	PRP:det	du
mari	NOM	mari
rien	ADV	rien
,	PUN	,
coupé	VER:pper	couper
les	DET:ART	le
faim	NOM	faim
voit	VER:pres	voir
toujours	ADV	toujours
--	PUN	--
la	DET:ART	le
pendant	PRP	pendant
laquelle	PRO:REL	lequel
parce	KON	parce
puissant	ADJ	puissant
<EOS>	<EOS>	<EOS>
droits	NOM	droit
,	PUN	,
qui	PRO:REL	qui
Aucas	NOM	aucas
l'	PRO:PER	la|le
à	PRP	à
raconta	VER:simp	raconter
ai	VER:pres	avoir
mais	KON	mais
,	PUN	,
ses	DET:POS	son
une	DET:ART	un
reprit-il	NOM	reprit-il
peut-être	ADV	peut-être
<EOS>	<EOS>	<EOS>
d'	PRP	de
Penni	NAM	penni
mourir	VER:infi	mourir
toqui	NOM	toqui
fut	VER:simp	être
de	PRP	de
ai	VER:pres	avoir
reconnut	VER:simp	reconnaître
,	PUN	,
que	KON	que
jura	VER:simp	jurer
indigne	ADJ	indigne
,	PUN	,
de	PRP	de
!	SENT	!
Espagnols	NOM	espagnol
,	PUN	,
toqui	NOM	toqui
rendre	VER:infi	rendre
vers	PRP	vers
sont	VER:pres	être
de	PRP	de
songèrent	VER:simp	songer
séduisit	VER:simp	séduire
quatre	NUM	quatre
,	PUN	,
.	SENT	.
bras	NOM	bras
toutes	PRO:IND	tout
Espagnols	NOM	espagnol
Aucas	NAM	aucas
traita	VER:simp	traiter
Nommé	VER:pper	nommer
deux	NUM	deux
fille	NOM	fille
il	PRO:PER	il
--	PUN	--
que	KON	que
ma	DET:POS	mon
--	PUN	--
<EOS>	<EOS>	<EOS>
Ma	DET:POS	mon
<EOS>	<EOS>	<EOS>
les	DET:ART	le
jamais	ADV	jamais
était	VER:impf	être
terminera	VER:futu	terminer
avec	PRP	avec
vivace	ADJ	vivace
à	PRP	à
devoirs	NOM	devoir
,	PUN	,
<EOS>	<EOS>	<EOS>
aux	PRP:det	au
dit	VER:pres	dire
oubliant	VER:ppre	oublier
disparut	VER:simp	disparaître
il	PRO:PER	il
<EOS>	<EOS>	<EOS>
en	PRO:PER	en
Indiens	NOM	indien
<EOS>	<EOS>	<EOS>
pas	ADV	pas
<EOS>	<EOS>	<EOS>
ferme	ADJ	ferme
amey	ADJ	amey
me	PRO:PER	me
et	KON	et
liberté	NOM	liberté
Léons	NAM	léons
sourire	NOM	sourire
grand	ADJ	grand
,	PUN	,
Bien	ADV	bien
lui	PRO:PER	lui
avait	VER:impf	avoir
une	DET:ART	un
suis	VER:pres	suivre|être
ne	ADV	ne
je	PRO:PER	je
cet	PRO:DEM	ce
montra	VER:simp	montrer
l'	DET:ART	le
--	PUN	--
m'	PRO:PER	me
pesé	VER:pper	peser
pourquoi	ADV	pourquoi
blancs	NOM	blanc
comme	ADV	comme
terrible	ADJ	terrible
quand	KON	quand
forts	ADJ	fort
lui	PRO:PER	lui
un	DET:ART	un
Doña	NAM	doña
son	DET:POS	son
.	SENT	.
toujours	ADV	toujours
jour	NOM	jour
toqui	NOM	toqui
les	DET:ART	le
fils	NOM	fil|fils
était	VER:impf	être
de	PRP	de
misérables	ADJ	misérable
fut	VER:simp	être
implacable	ADJ	implacable
laissa	VER:simp	laisser
fils	NOM	fil|fils
du	PRP:det	du
du	PRP:det	du
échapper	VER:infi	échapper
Le	DET:ART	le
ne	ADV	ne
Maria	NAM	maria
l'	DET:ART	le
il	PRO:PER	il
Léon	NAM	léon
,	PUN	,
a	VER:pres	avoir
Les	DET:ART	le
ma	DET:POS	mon
lances	NOM	lance
le	DET:ART	le
.	SENT	.
famille	NOM	famille
un	DET:ART	un
,	PUN	,
<EOS>	<EOS>	<EOS>
avoir	VER:infi	avoir
n'	ADV	ne
jamais	ADV	jamais
par	PRP	par
vainqueurs	NOM	vainqueur
toqui	NOM	toqui
Un	DET:ART	un
mais	KON	mais
<EOS>	<EOS>	<EOS>
malgré	PRP	malgré
mais	KON	mais
par	PRP	par
à	PRP	à
abandonna	VER:simp	abandonner
Estevan	NAM	estevan
suite	NOM	suite
justes	ADJ	juste
les	DET:ART	le
Léon	NAM	léon
Maria	NAM	maria
ses	DET:POS	son
deux	NUM	deux
féroces	ADJ	féroce
.	SENT	.
la	DET:ART	le
Cadegual	NAM	cadegual
elle	PRO:PER	elle
,	PUN	,
.	SENT	.
<EOS>	<EOS>	<EOS>
leur	DET:POS	leur
nui	VER:pper	nuire
sœur	NOM	sœur
de	PRP	de
fait	VER:pper	faire
Oh	INT	oh
mère	NOM	mère
la	DET:ART	le
;	PUN	;
Cadegual	NAM	cadegual
paix	NOM	paix
de	PRP	de
toqui	NOM	toqui
après	PRP	après
pâles	ADJ	pâle
promesse	NOM	promesse
<EOS>	<EOS>	<EOS>
trouvait	VER:impf	trouver
Cadegual	ADJ	cadegual
venger	VER:infi	venger
entre	PRP	entre
Jusqu'	PRP	jusque
à	PRP	à
quelques	PRO:IND	quelque
pas	NOM	pas
--	PUN	--
prêts	ADJ	prêt
auquel	PRO:REL	auquel
un	DET:ART	un
présent	ADJ	présent
avait	VER:impf	avoir
mon	DET:POS	mon
,	PUN	,
personnellement	ADV	personnellement
tombèrent	VER:simp	tomber
,	PUN	,
réveiller	VER:infi	réveiller
eurent	VER:simp	avoir
<EOS>	<EOS>	<EOS>
violèrent	VER:simp	violer
souffert	VER:pper	souffrir
de	PRP	de
âge	NOM	âge
;	PUN	;
un	DET:ART	un
à	PRP	à
écria	VER:simp	écrier
représentant	VER:ppre	représenter
de	PRP	de
les	DET:ART	le
représentant	NOM	représentant
avec	PRP	avec
aïeul	NOM	aïeul
invétérée	ADJ	invétéré
reconnaître	VER:infi	reconnaître
opposé	VER:pper	opposer
de	PRP	de
<EOS>	<EOS>	<EOS>
et	KON	et
;	PUN	;
nommé	VER:pper	nommer
révélera	VER:futu	révéler
,	PUN	,
action	NOM	action
,	PUN	,
voulait	VER:impf	vouloir
de	PRP	de
à	PRP	à
quels	PRO:REL	quel
famille	NOM	famille
ardente	ADJ	ardent
jusqu'	PRP	jusque
et	KON	et
plus	ADV	plus
dire	VER:infi	dire
en	PRP	en
plaine	NOM	plaine
aujourd'hui	ADV	aujourd'hui
trois	NUM	trois
,	PUN	,
l'	DET:ART	le
,	PUN	,
plus	ADV	plus
amer	ADJ	amer
n'	ADV	ne
qui	PRO:REL	qui
et	KON	et
compatriotes	NOM	compatriote
les	DET:ART	le
lui	PRO:PER	lui
lever	VER:infi	lever
des	PRP:det	du
continuellement	ADV	continuellement
,	PUN	,
Estevan	NAM	estevan
son	DET:POS	son
<EOS>	<EOS>	<EOS>
de	PRP	de
dure	VER:subp	durer
culme-huinca	NOM	culme-huinca
Lorsque	KON	lorsque
geste	NOM	geste
à	PRP	à
vous	PRO:PER	vous
ni	KON	ni
beaucoup	ADV	beaucoup
ses	DET:POS	son
mon	DET:POS	mon
émue	VER:pper	émouvoir
par	PRP	par
des	PRP:det	du
son	DET:POS	son
;	PUN	;
les	DET:ART	le
sa	DET:POS	son
ils	PRO:PER	il
à	PRP	à
se	PRO:PER	se
Tadeo	NAM	tadeo
fille	NOM	fille
l'	DET:ART	le
.	SENT	.
recommencer	VER:infi	recommencer
son	DET:POS	son
de	PRP	de
ils	PRO:PER	il
-même	ADJ	même
toujours	ADV	toujours
parents	NOM	parents
et	KON	et
compte	VER:pres	compter
conseil	NOM	conseil
tous	PRO:IND	tout
réussir	VER:infi	réussir
vengeance	NOM	vengeance
furent	VER:simp	être
fut	VER:simp	être
ont	VER:pres	avoir
<EOS>	<EOS>	<EOS>
que	PRO:REL	que
envers	PRP	envers
<EOS>	<EOS>	<EOS>
a	VER:pres	avoir
merci	NOM	merci
ne	ADV	ne
nieucai	VER:simp	nieucai
sanglants	ADJ	sanglant
regard	NOM	regard
,	PUN	,
sexe	NOM	sexe
moi	PRO:PER	moi
,	PUN	,
de	PRP	de
de	PRP	de
étais	VER:impf	être
elle	PRO:PER	elle
signal	NOM	signal
leur	DET:POS	leur
-ce	PRO:DEM	ce
avec	PRP	avec
récit	NOM	récit
aux	PRP:det	au
fait	VER:pres	faire
un	DET:ART	un
de	PRP	de
tomba	VER:simp	tomber
Aucas	NAM	aucas
encore	ADV	encore
ses	DET:POS	son
le	PRO:PER	le
,	PUN	,
Linda	NAM	linda
ils	PRO:PER	il
c'	PRO:DEM	ce
faire	VER:infi	faire
sonné	VER:pper	sonner
;	PUN	;
rendit	VER:simp	rendre
pu	VER:pper	pouvoir
le	DET:ART	le
non	ADV	non
ses	DET:POS	son
que	KON	que
et	KON	et
jusqu'	PRP	jusque
,	PUN	,
<EOS>	<EOS>	<EOS>
pâles	ADJ	pâle
<EOS>	<EOS>	<EOS>
faces	NOM	face
là	ADV	là
le	DET:ART	le
devait	VER:impf	devoir
conquérir	VER:infi	conquérir
resté	VER:pper	rester
vaincus	VER:pper	vaincre
demeurés	VER:pper	demeurer
dégage	VER:pres	dégager
du	PRP:det	du
tribu	NOM	tribu
avec	PRP	avec
sacrés	ADJ	sacré
rang	NOM	rang
ceux	PRO:DEM	celui
mon	DET:POS	mon
espagnol	ADJ	espagnol
frère	NOM	frère
au	PRP:det	au
à	PRP	à
conduite	NOM	conduite
de	PRP	de
,	PUN	,
parmi	PRP	parmi
règne	VER:pres	régner
sinistre	ADJ	sinistre
des	PRP:det	du
--	PUN	--
ses	DET:POS	son
;	PUN	;
m'	PRO:PER	me
don	NOM	don
siècles	NOM	siècle
toqui	NOM	toqui
blessures	NOM	blessure
aux	PRP:det	au
la	DET:ART	le
ses	DET:POS	son
pour	KON	pour
dans	PRP	dans
les	DET:ART	le
j'	PRO:PER	je
jeune	ADJ	jeune
La	DET:ART	le
une	DET:ART	un
été	VER:pper	être
<EOS>	<EOS>	<EOS>
--	PUN	--
un	DET:ART	un
dura	VER:simp	durer
une	DET:ART	un
la	DET:ART	le
lui	PRO:PER	lui
.	SENT	.
,	PUN	,
garde	NOM	garde
leur	PRO:PER	lui
de	PRP	de
près	ADV	près
au	PRP:det	au
ai	VER:pres	avoir
présent	ADJ	présent
tolderia	NOM	tolderia
entre	PRP	entre
Le	DET:ART	le
d'	PRP	de
,	PUN	,
et	KON	et
ennemis	NOM	ennemi
guerriers	ADJ	guerrier
a	VER:pres	avoir
la	PRO:PER	la
.	SENT	.
en	PRP	en
du	PRP:det	du
.	SENT	.
déloyale	ADJ	déloyal
n'	ADV	ne
Votre	DET:POS	votre
,	PUN	,
Cadegual	ADJ	cadegual
mains	NOM	main
étaient	VER:impf	être
don	NOM	don
ses	DET:POS	son
,	PUN	,
moi	NOM	moi
écoute	VER:pres	écouter
survivre	VER:infi	survivre
l'	DET:ART	le
feignit	VER:simp	feindre
mon	DET:POS	mon
pardonné	VER:pper	pardonner
Araucanie	NAM	araucanie
est	VER:pres	être
un	DET:ART	un
après	PRP	après
étaient	VER:impf	être
,	PUN	,
toqui	NOM	toqui
chef	NOM	chef
dans	PRP	dans
Utal-Mapus	NOM	utal-mapus
nation	NOM	nation
Oh	INT	oh
.	SENT	.
,	PUN	,
le	PRO:PER	le
habitants	NOM	habitant
mains	NOM	main
aux	PRP:det	au
côtés	NOM	côté
pouvoir	NOM	pouvoir
dit	VER:pper	dire
ont	VER:pres	avoir
de	PRP	de
hospitalité	NOM	hospitalité
aurait	VER:cond	avoir
,	PUN	,
bataille	NOM	bataille
deux	NUM	deux
presque	ADV	presque
don	NOM	don
de	PRP	de
<SEG>
Seulement	ADV	seulement
sans	PRP	sans
bruits	NOM	bruit
les	DET:ART	le
dit-il	NOM	dit-il
.	SENT	.
Arauco	NAM	arauco
avoir	VER:infi	avoir
de	PRP	de
regard	NOM	regard
un	DET:ART	un
le	DET:ART	le
sont	VER:pres	être
,	PUN	,
succombe	VER:pres	succomber
--	PUN	--
faisait	VER:impf	faire
sorcier	NOM	sorcier
soit	KON	soit
?	SENT	?
même	ADJ	même
du	PRP:det	du
circonstances	NOM	circonstance
signe	NOM	signe
accomplis	VER:pper	accomplir
une	DET:ART	un
mouvement	NOM	mouvement
parents	NOM	parents
,	PUN	,
tard	ADV	tard
protestations	NOM	protestation
prolongés	VER:pper	prolonger
de	PRP	de
,	PUN	,
<EOS>	<EOS>	<EOS>
génie	NOM	génie
devinée	VER:pper	deviner
La	DET:ART	le
ce	PRO:DEM	ce
farouche	ADJ	farouche
?	SENT	?
toujours	ADV	toujours
guerriers	NOM	guerrier
profondes	ADJ	profond
longtemps	ADV	longtemps
un	DET:ART	un
sa	DET:POS	son
toutes	PRO:IND	tout
gémissements	NOM	gémissement
comprend	VER:pres	comprendre
dure	NOM	dur
Pendant	PRP	pendant
emparer	VER:infi	emparer
un	DET:ART	un
et	KON	et
.	SENT	.
machi	NOM	machi
femmes	NOM	femme
<EOS>	<EOS>	<EOS>
chambre	NOM	chambre
du	PRP:det	du
.	SENT	.
plus	ADV	plus
les	DET:ART	le
l'	PRO:PER	la|le
partir	VER:infi	partir
assassin	NOM	assassin
qui	PRO:REL	qui
des	PRP:det	du
et	KON	et
bien	ADV	bien
ai	VER:pres	avoir
;	PUN	;
duquel	PRO:REL	duquel
gémissements	NOM	gémissement
de	PRP	de
aux	PRP:det	au
l'	DET:ART	le
du	PRP:det	du
bras	NOM	bras
Ulmen	NAM	ulmen
Pillian	NAM	pillian
il	PRO:PER	il
côtés	NOM	côté
que	PRO:REL	que
accident	NOM	accident
des	PRP:det	du
tribu	NOM	tribu
--	PUN	--
hésiter	VER:infi	hésiter
au	PRP:det	au
se	PRO:PER	se
dénonce	VER:pres	dénoncer
homme	NOM	homme
Araucans	NAM	araucans
en	PRO:PER	en
prendre	VER:infi	prendre
Machi	NOM	machi
colère	NOM	colère
venue	VER:pper	venir
.	SENT	.
Le	DET:ART	le
machi	NOM	machi
lorsque	KON	lorsque
<EOS>	<EOS>	<EOS>
son	DET:POS	son
une	DET:ART	un
,	PUN	,
on	PRO:PER	on
guerrier	NOM	guerrier
.	SENT	.
qui	PRO:REL	qui
d'	PRP	de
--	PUN	--
la	DET:ART	le
sans	PRP	sans
,	PUN	,
en	PRP	en
jeté	VER:pper	jeter
ainsi	ADV	ainsi
donner	VER:infi	donner
qu'	PRO:REL	que
de	PRP	de
,	PUN	,
baissa	VER:simp	baisser
costume	NOM	costume
nom	NOM	nom
des	PRP:det	du
On	PRO:PER	on
proie	NOM	proie
Antinahuel	NAM	antinahuel
femme	NOM	femme
qui	PRO:REL	qui
Dans	PRP	dans
-moi	PRO:PER	moi
sécher	VER:infi	sécher
une	DET:ART	un
de	PRP	de
à	PRP	à
leur	DET:POS	leur
plus	ADV	plus
meurtrier	NOM	meurtrier
la	DET:ART	le
tromper	VER:infi	tromper
du	PRP:det	du
À	PRP	à
de	PRP	de
un	DET:ART	un
,	PUN	,
jour	NOM	jour
,	PUN	,
triste	ADJ	triste
réunie	VER:pper	réunir
la	DET:ART	le
son	DET:POS	son
,	PUN	,
contre	PRP	contre
une	DET:ART	un
,	PUN	,
écoula	VER:simp	écouler
et	KON	et
,	PUN	,
le	PRO:PER	le
père	NOM	père
Au	PRP:det	au
de	PRP	de
réflexions	NOM	réflexion
à	PRP	à
l'	PRO:PER	la|le
,	PUN	,
sur	PRP	sur
chef	NOM	chef
est	VER:pres	être
devant	PRP	devant
a	VER:pres	avoir
n'	ADV	ne
a	VER:pres	avoir
mon	DET:POS	mon
à	PRP	à
d'	PRP	de
,	PUN	,
,	PUN	,
Carampangue	NAM	carampangue
puisse	VER:subp	pouvoir
,	PUN	,
se	PRO:PER	se
dis	VER:pres	dire
maladie	NOM	maladie
la	DET:ART	le
cadavre	NOM	cadavre
chef	NOM	chef
,	PUN	,
pas	ADV	pas
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
se	PRO:PER	se
.	SENT	.
lit	NOM	lit
qu'	KON	que
de	PRP	de
tué	VER:pper	tuer
deux	NUM	deux
puis	ADV	puis
<EOS>	<EOS>	<EOS>
,	PUN	,
lui	PRO:PER	lui
<EOS>	<EOS>	<EOS>
innocence	NOM	innocence
réponds	VER:pres	répondre
cœur	NOM	cœur
lui	PRO:PER	lui
n'	ADV	ne
,	PUN	,
craint	VER:pres	craindre
lorsque	KON	lorsque
s'	PRO:PER	se
cadavre	NOM	cadavre
trouvait	VER:impf	trouver
ce	PRO:DEM	ce
deviendrait	VER:cond	devenir
Lièvre	NAM	lièvre
de	PRP	de
,	PUN	,
accents	NOM	accent
du	PRP:det	du
il	PRO:PER	il
qui	PRO:REL	qui
,	PUN	,
<EOS>	<EOS>	<EOS>
le	DET:ART	le
nous	PRO:PER	nous
de	PRP	de
diriger	VER:infi	diriger
de	PRP	de
supposent	VER:pres	supposer
,	PUN	,
des	PRP:det	du
les	DET:ART	le
ne	ADV	ne
qu'	PRO:REL	que
avait	VER:impf	avoir
pour	PRP	pour
accorder	VER:infi	accorder
sembla	VER:simp	sembler
à	PRP	à
il	PRO:PER	il
milieu	NOM	milieu
faire	VER:infi	faire
vingt	NUM	vingt
,	PUN	,
mon	DET:POS	mon
prairies	NOM	prairie
génie	NOM	génie
l'	DET:ART	le
.	SENT	.
sur	PRP	sur
immolé	VER:pper	immoler
été	VER:pper	être
desquels	PRO:REL	duquel
elle	PRO:PER	elle
était	VER:impf	être
tout	PRO:IND	tout
sur	PRP	sur
,	PUN	,
population	NOM	population
,	PUN	,
la	DET:ART	le
se	PRO:PER	se
nous	PRO:PER	nous
qui	PRO:REL	qui
longue	ADJ	longue
elle	PRO:PER	elle
indiquée	VER:pper	indiquer
était	VER:impf	être
pas	ADV	pas
père	NOM	père
perdre	VER:infi	perdre
cette	PRO:DEM	ce
nombre	NOM	nombre
son	DET:POS	son
de	PRP	de
et	KON	et
flûtes	NOM	flûte
que	KON	que
lui	PRO:PER	lui
une	DET:ART	un
À	PRP	à
sur	PRP	sur
Elle	PRO:PER	elle
<EOS>	<EOS>	<EOS>
du	PRP:det	du
est	VER:pres	être
d'	PRP	de
chasse	VER:pres	chasser
l'	PRO:PER	la|le
,	PUN	,
voix	NOM	voix
j'	PRO:PER	je
auprès	ADV	auprès
terre	NOM	terre
mettait	VER:impf	mettre
pouvoir	NOM	pouvoir
de	PRP	de
son	DET:POS	son
,	PUN	,
est	VER:pres	être
désigner	VER:infi	désigner
au	PRP:det	au
<EOS>	<EOS>	<EOS>
porte	NOM	porte
la	DET:ART	le
<EOS>	<EOS>	<EOS>
par	PRP	par
un	DET:ART	un
la	DET:ART	le
sommes	VER:pres	sommer|être
haine	NOM	haine
leur	PRO:PER	lui
elle	PRO:PER	elle
et	KON	et
traits	NOM	trait
<EOS>	<EOS>	<EOS>
croisa	VER:simp	croiser
kilomètres	NOM	kilomètre
<EOS>	<EOS>	<EOS>
ton	DET:POS	ton
avaient	VER:impf	avoir
vaincu	VER:pper	vaincre
et	KON	et
cause	NOM	cause
