quantité	NOM	quantité
soixante-quatorze	NUM	soixante-quatorze
qu'	ADV	qu'
.	SENT	.
«	PUN:cit	«
hagiographie	NOM	hagiographie
dorée	ADJ	doré
du	PRP:det	du
du	PRP:det	du
le	DET:ART	le
j'	PRO:PER	je
par	PRP	par
à	PRP	à
géant	NOM	géant
du	PRP:det	du
mes	DET:POS	mon
enrubanné	VER:pper	enrubanner
tablettes	NOM	tablette
il	PRO:PER	il
.	SENT	.
de	PRP	de
siècle	NOM	siècle
Voragine	NAM	voragine
!	SENT	!
l'	DET:ART	le
Purification	NOM	purification
dans	PRP	dans
ignorant	VER:ppre	ignorer
les	DET:ART	le
-je	PRO:PER	je
<EOS>	<EOS>	<EOS>
à	PRP	à
Mais	KON	mais
1475.	NAM	@ord@
ralentissait	VER:impf	ralentir
brûlant	VER:ppre	brûler
J'	PRO:PER	je
les	DET:ART	le
cette	PRO:DEM	ce
;	PUN	;
de	PRP	de
cette	PRO:DEM	ce
et	KON	et
Gaules	NAM	gaules
aucun	PRO:IND	aucun
-ils	PRO:PER	il
faiblesse	NOM	faiblesse
de	PRP	de
Jacques	NAM	jacques
J'	PRO:PER	je
Sir	NAM	sir
une	DET:ART	un
!	SENT	!
car	KON	car
Droctovée	NAM	droctovée
nom	NOM	nom
à	PRP	à
,	PUN	,
.	SENT	.
Les	DET:ART	le
vies	NOM	vie
relatif	ADJ	relatif
autre	ADJ	autre
mon	DET:POS	mon
le	PRO:PER	le
30	NUM	@card@
Côme	NAM	côme
et	KON	et
le	DET:ART	le
étudie	VER:pres	étudier
opulente	ADJ	opulent
gorgerin	NOM	gorgerin
une	DET:ART	un
<EOS>	<EOS>	<EOS>
fut	VER:simp	être
roi	NOM	roi
peut-être	ADV	peut-être
de	PRP	de
,	PUN	,
<EOS>	<EOS>	<EOS>
lac	NOM	lac
étaient	VER:impf	être
<EOS>	<EOS>	<EOS>
s'	PRO:PER	se
me	PRO:PER	me
vint	VER:simp	venir
armoire	NOM	armoire
je	PRO:PER	je
comme	ADV	comme
il	PRO:PER	il
la	DET:ART	le
le	DET:ART	le
de	PRP	de
Droctovée	NAM	droctovée
est	VER:pres	être
donc	ADV	donc
vers	PRP	vers
genoux	NOM	genou
cuirassés	VER:pper	cuirasser
glorieuse	ADJ	glorieux
nef	NOM	nef
tiède	ADJ	tiède
,	PUN	,
mes	DET:POS	mon
épais	ADJ	épais
de	PRP	de
Gênes	NAM	gênes
leur	DET:POS	leur
éditions	NOM	édition
élégant	ADJ	élégant
.	SENT	.
bonnet	NOM	bonnet
<EOS>	<EOS>	<EOS>
depuis	PRP	depuis
du	PRP:det	du
débile	ADJ	débile
ceux	PRO:DEM	celui
étonne	VER:pres	étonner
proviennent	VER:pres	provenir
ne	ADV	ne
de	PRP	de
et	KON	et
un	NOM	un
à	PRP	à
une	DET:ART	un
sortirent	VER:simp	sortir
Les	DET:ART	le
grenier	NOM	grenier
c'	PRO:DEM	ce
lourde	ADJ	lourd
je	PRO:PER	je
récit	NOM	récit
des	PRP:det	du
l'	DET:ART	le
,	PUN	,
sépulture	NOM	sépulture
de	PRP	de
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
nord	NOM	nord
elle	PRO:PER	elle
,	PUN	,
Je	PRO:PER	je
la	DET:ART	le
la	DET:ART	le
une	DET:ART	un
un	DET:ART	un
fonds	NOM	fond|fonds
manuscrit	NOM	manuscrit
ont	VER:pres	avoir
Or	NOM	or
ce	PRO:DEM	ce
abbé	NOM	abbé
jaloux	ADJ	jaloux
posséder	VER:infi	posséder
fixé	VER:pper	fixer
quais	NOM	quai
peu	ADV	peu
pots	NOM	pot
traducteurs	NOM	traducteur
<EOS>	<EOS>	<EOS>
notre	DET:POS	notre
s'	PRO:PER	se
la	DET:ART	le
,	PUN	,
<EOS>	<EOS>	<EOS>
place	NOM	place
;	PUN	;
fût	VER:subi	être
une	DET:ART	un
qu'	KON	que
les	DET:ART	le
!	SENT	!
,	PUN	,
nationaux	ADJ	national
;	PUN	;
vie	NOM	vie
J'	PRO:PER	je
.	SENT	.
?	SENT	?
légendes	NOM	légende
traduction	NOM	traduction
casque	VER:pres	casquer
épée	NOM	épée
à	PRP	à
livre	NOM	livre
forma	VER:simp	former
insecte	NOM	insecte
livres	NOM	livre
C'	NAM	c'
me	PRO:PER	me
1471	NUM	@card@
boutiques	NOM	boutique
l'	DET:ART	le
particulièrement	ADV	particulièrement
saints	NOM	saint
un	DET:ART	un
effacée	VER:pper	effacer
ne	ADV	ne
Jacques	NAM	jacques
,	PUN	,
<EOS>	<EOS>	<EOS>
Quelle	ADJ	quelle
Pourquoi	ADV	pourquoi
pôle	NOM	pôle
Mais	KON	mais
les	DET:ART	le
toutes	PRO:IND	tout
main	NOM	main
connais	VER:pres	connaître
à	PRP	à
ses	DET:POS	son
grandeur	NOM	grandeur
il	PRO:PER	il
doigt	NOM	doigt
évident	ADJ	évident
de	PRP	de
front	NOM	front
pour	PRP	pour
représente	VER:pres	représenter
moisit	VER:pres	moisir
de	PRP	de
Baluze	NAM	baluze
des	PRP:det	du
.	SENT	.
et	KON	et
feuillets	NOM	feuillet
qui	PRO:REL	qui
de	PRP	de
en	PRO:PER	en
Jean	NAM	jean
<EOS>	<EOS>	<EOS>
de	PRP	de
dans	PRP	dans
décrit	VER:pper	décrire
insuffisance	NOM	insuffisance
d'	PRP	de
puis	ADV	puis
<EOS>	<EOS>	<EOS>
décrit	VER:pres	décrire
sais	VER:pres	savoir
de	PRP	de
seigneur	NOM	seigneur
qu'	KON	que
siècle	NOM	siècle
de	PRP	de
dame	NOM	dame
au	PRP:det	au
un	DET:ART	un
collationné	VER:pper	collationner
un	DET:ART	un
y	PRO:PER	y
mes	DET:POS	mon
Bigot	NAM	bigot
coupable	ADJ	coupable
,	PUN	,
.	SENT	.
germains	ADJ	germain
gantée	VER:pper	ganter
gothique	NOM	gothique
d'	PRP	de
je	PRO:PER	je
bichon	NOM	bichon
du	PRP:det	du
connais	VER:pres	connaître
la	DET:ART	le
mains	NOM	main
les	DET:ART	le
besoin	NOM	besoin
:	PUN	:
<EOS>	<EOS>	<EOS>
lu	VER:pper	lire
d'	PRP	de
un	DET:ART	un
la	DET:ART	le
saxons	ADJ	saxon
Angleterre	NAM	angleterre
les	DET:ART	le
la	DET:ART	le
et	KON	et
<EOS>	<EOS>	<EOS>
le	DET:ART	le
ne	ADV	ne
devenu	VER:pper	devenir
ma	DET:POS	mon
Colbertine	NAM	colbertine
<EOS>	<EOS>	<EOS>
brume	NOM	brume
il	PRO:PER	il
document	NOM	document
moi	PRO:PER	moi
Ils	PRO:PER	il
je	PRO:PER	je
Mais	KON	mais
était-il	NOM	était-il
poème	NOM	poème
,	PUN	,
l'	DET:ART	le
de	PRP	de
une	DET:ART	un
de	PRP	de
<EOS>	<EOS>	<EOS>
les	DET:ART	le
savant	ADJ	savant
par	PRP	par
rois-moines	NOM	rois-moines
dans	PRP	dans
:	PUN	:
et	KON	et
la	DET:ART	le
la	DET:ART	le
à	PRP	à
ans	NOM	an
quarante	NUM	quarante
surtout	ADV	surtout
nationale	ADJ	national
les	DET:ART	le
leur	DET:POS	leur
monastères	NOM	monastère
ordre	NOM	ordre
très	ADV	très
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
allé	VER:pper	aller
manuscrits	NOM	manuscrit
,	PUN	,
de	PRP	de
en	PRP	en
,	PUN	,
du	PRP:det	du
par	PRP	par
les	DET:ART	le
,	PUN	,
<EOS>	<EOS>	<EOS>
cri	NOM	cri
pourquoi	ADV	pourquoi
Vierge	NOM	vierge
les	DET:ART	le
voile	NOM	voile
sueur	NOM	sueur
saint	ADJ	saint
.	SENT	.
prouvait	VER:impf	prouver
par	PRP	par
.	SENT	.
mitaines	NOM	mitaine
de	PRP	de
sous	PRP	sous
l'	DET:ART	le
figure	NOM	figure
en	PRO:PER	en
aperçoit	VER:pres	apercevoir
!	SENT	!
était	VER:impf	être
dans	PRP	dans
bibliothécaire	NOM	bibliothécaire
La	DET:ART	le
fondation	NOM	fondation
Vincent	NAM	vincent
La	DET:ART	le
une	DET:ART	un
<EOS>	<EOS>	<EOS>
quelques	PRO:IND	quelque
catalogue	NOM	catalogue
Thomas	NAM	thomas
trésor	NOM	trésor
<EOS>	<EOS>	<EOS>
étaient	VER:impf	être
.	SENT	.
Ferréol	NAM	ferréol
,	PUN	,
<EOS>	<EOS>	<EOS>
Saint-Dominique	NAM	saint-dominique
Saint-Germain-des-Prés	NAM	saint-germain-des-prés
Non	ADV	non
des	PRP:det	du
sur	PRP	sur
dans	PRP	dans
a	VER:pres	avoir
plus	ADV	plus
<EOS>	<EOS>	<EOS>
--	PUN	--
un	DET:ART	un
-même	ADJ	même
alors	ADV	alors
curieux	NOM	curieux
mon	DET:POS	mon
contient	VER:pres	contenir
couvrirent	VER:simp	couvrir
aucune	PRO:IND	aucun
soin	NOM	soin
par	PRP	par
donc	ADV	donc
<EOS>	<EOS>	<EOS>
partie	NOM	partie
.	SENT	.
dorée	ADJ	doré
force	NOM	force
ont	VER:pres	avoir
du	PRP:det	du
les	DET:ART	le
ne	ADV	ne
une	NUM	un
ajouter	VER:infi	ajouter
ces	PRO:DEM	ce
,	PUN	,
»	PUN:cit	»
de	PRP	de
légende	NOM	légende
manuscrit	NOM	manuscrit
Colbert	NAM	colbert
ne	ADV	ne
d'	PRP	de
le	PRO:PER	le
que	PRO:REL	que
je	PRO:PER	je
,	PUN	,
car	KON	car
un	DET:ART	un
deux	NUM	deux
plus	ADV	plus
mort	NOM	mort
aucun	PRO:IND	aucun
se	PRO:PER	se
recueil	NOM	recueil
sur	PRP	sur
est	VER:pres	être
dans	PRP	dans
hannetons	NOM	hanneton
en	PRP	en
à	PRP	à
il	PRO:PER	il
.	SENT	.
.	SENT	.
Voragine	NAM	voragine
une	DET:ART	un
jamais	ADV	jamais
qui	PRO:REL	qui
armée	ADJ	armé
notre	DET:POS	notre
prononcer	VER:infi	prononcer
.	SENT	.
catholicité	NOM	catholicité
.	SENT	.
contient	VER:pres	contenir
.	SENT	.
XIVe	NUM	xive
vénérable	ADJ	vénérable
.	SENT	.
esprit	NOM	esprit
sont	VER:pres	être
saints	NOM	saint
le	PRO:PER	le
.	SENT	.
<EOS>	<EOS>	<EOS>
dans	PRP	dans
l'	PRO:PER	la|le
l'	DET:ART	le
de	PRP	de
bords	NOM	bord
de	PRP	de
.	SENT	.
les	DET:ART	le
;	PUN	;
contraire	NOM	contraire
toutes	PRO:IND	tout
notre	DET:POS	notre
XIIIe	NUM	xiiie
irrécusable	ADJ	irrécusable
définiteur	NOM	définiteur
un	DET:ART	un
de	PRP	de
froide	ADJ	froid
Thompson	NOM	thompson
,	PUN	,
,	PUN	,
sort	VER:pres	sortir
,	PUN	,
frémis	VER:pper	frémir
,	PUN	,
»	PUN:cit	»
manuscrits	NOM	manuscrit
M	ADJ	m
le	DET:ART	le
je	PRO:PER	je
spécialement	ADV	spécialement
légendaire	NOM	légendaire
le	PRO:PER	le
ajoutées	VER:pper	ajouter
écria	VER:simp	écrier
triple	ADJ	triple
;	PUN	;
tous	PRO:IND	tout
la	DET:ART	le
et	KON	et
par	PRP	par
Ferrution	NAM	ferrution
La	DET:ART	le
satin	NOM	satin
nobles	ADJ	noble
Gaule	NAM	gaule
est	VER:pres	être
même	ADJ	même
serrure	NOM	serrure
dedans	NOM	dedans
;	PUN	;
<EOS>	<EOS>	<EOS>
,	PUN	,
beau	ADJ	beau
Allemagnes	NOM	allemagnes
des	PRP:det	du
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
glorieuse	ADJ	glorieux
m'	PRO:PER	me
pastel	NOM	pastel
je	PRO:PER	je
placés	VER:pper	placer
,	PUN	,
italienne	ADJ	italien
,	PUN	,
richesse	NOM	richesse
une	DET:ART	un
son	DET:POS	son
en	PRP	en
,	PUN	,
d'	PRP	de
jeune	ADJ	jeune
commencer	VER:infi	commencer
Germain	NAM	germain
<SEG>
.	SENT	.
manque-t-elle	ADJ	manque-t-elle
voisine	NOM	voisin
qui	PRO:REL	qui
âcre	ADJ	âcre
--	PUN	--
de	PRP	de
y	PRO:PER	y
le	DET:ART	le
Coccoz	NAM	coccoz
dont	PRO:REL	dont
petit	ADJ	petit
dents	NOM	dent
femme	NOM	femme
moi	PRO:PER	moi
,	PUN	,
.	SENT	.
regarde	VER:pres	regarder
;	PUN	;
gouvernante	NOM	gouvernant
son	DET:POS	son
en	PRP	en
chaînette	NOM	chaînette
«	PUN:cit	«
--	PUN	--
se	PRO:PER	se
bras	NOM	bras
Que	KON	que
marches	NOM	marche
épargne	VER:pres	épargner
!	SENT	!
Thérèse	NAM	thérèse
ce	PRO:DEM	ce
<EOS>	<EOS>	<EOS>
soins	NOM	soin
ainsi	ADV	ainsi
figure	NOM	figure
.	SENT	.
humaine	ADJ	humain
personnes	NOM	personne
change	VER:pres	changer
froissée	VER:pper	froisser
s'	PRO:PER	se
:	PUN	:
a	VER:pres	avoir
orgueil	NOM	orgueil
pli	NOM	pli
,	PUN	,
in	ADJ	in
assurément	ADV	assurément
me	PRO:PER	me
petit	ADJ	petit
au	PRP:det	au
<EOS>	<EOS>	<EOS>
<EOS>	<EOS>	<EOS>
et	KON	et
.	SENT	.
approche	NOM	approche
nu	NOM	nu
qu'	KON	que
en	PRO:PER	en
porte	NOM	porte
répondit	VER:simp	répondre
vois	VER:pres	voir
avec	PRP	avec
c'	PRO:DEM	ce
avec	PRP	avec
de	PRP	de
yeux	NOM	œil
nous	PRO:PER	nous
me	PRO:PER	me
à	PRP	à
porte	VER:pres	porter
répond	VER:pres	répondre
apporta	VER:simp	apporter
jeune	ADJ	jeune
sa	DET:POS	son
,	PUN	,
ouverts	VER:pper	ouvrir
il	PRO:PER	il
est	VER:pres	être
jeune	ADJ	jeune
à	PRP	à
ne	ADV	ne
toit	NOM	toit
le	PRO:PER	le
cum	NOM	cum
.	SENT	.
Encore	ADV	encore
<EOS>	<EOS>	<EOS>
Je	PRO:PER	je
guère	ADV	guère
Bien	NAM	bien
sont	VER:pres	être
il	PRO:PER	il
et	KON	et
que	KON	que
;	PUN	;
.	SENT	.
.	SENT	.
pastel	NOM	pastel
et	KON	et
-ce	PRO:DEM	ce
,	PUN	,
la	PRO:PER	la
efface	VER:pres	effacer
les	DET:ART	le
.	SENT	.
Et	KON	et
descend	VER:pres	descendre
un	DET:ART	un
passé	VER:pper	passer
ses	DET:POS	son
dans	PRP	dans
avec	PRP	avec
ai	VER:pres	avoir
almanachs	NOM	almanach
serrant	VER:ppre	serrer
Il	PRO:PER	il
délivrance	NOM	délivrance
une	DET:ART	un
que	KON	que
<EOS>	<EOS>	<EOS>
votre	DET:POS	votre
ensorcelés	VER:pper	ensorceler
le	PRO:PER	le
ses	DET:POS	son
--	PUN	--
temps	NOM	temps
crois	VER:pres	croire
<EOS>	<EOS>	<EOS>
jeune	ADJ	jeune
mutin	ADJ	mutin
baissa	VER:simp	baisser
,	PUN	,
de	PRP	de
!	SENT	!
remplit	VER:pres	remplir
verrais	VER:cond	voir
,	PUN	,
voulu	VER:pper	vouloir
et	KON	et
et	KON	et
,	PUN	,
charmante	ADJ	charmant
,	PUN	,
;	PUN	;
à	PRP	à
mon	DET:POS	mon
.	SENT	.
jolie	ADJ	joli
comme	ADV	comme
les	DET:ART	le
un	DET:ART	un
la	DET:ART	le
vous	PRO:PER	vous
douter	VER:infi	douter
l'	DET:ART	le
degrés	NOM	degré
Le	DET:ART	le
qu'	PRO:REL	que
j'	PRO:PER	je
et	KON	et
.	SENT	.
nulle	ADJ	nul
.	SENT	.
;	PUN	;
bras	NOM	bras
la	DET:ART	le
ciel	NOM	ciel
cou	NOM	cou
elle	PRO:PER	elle
être	VER:infi	être
ma	DET:POS	mon
quelque	PRO:IND	quelque
de	PRP	de
regarde	VER:pres	regarder
ma	DET:POS	mon
enfonce	VER:pres	enfoncer
sachant	VER:ppre	savoir
mon	DET:POS	mon
moi	PRO:PER	moi
monsieur	NOM	monsieur
-lui	PRO:PER	lui
prenez	VER:pres	prendre
elle	PRO:PER	elle
Une	NAM	une
n'	ADV	ne
Coccoz	NAM	coccoz
si	KON	si
parlé	VER:pper	parler
lui	PRO:PER	lui
sur	PRP	sur
de	PRP	de
mon	DET:POS	mon
cette	PRO:DEM	ce
.	SENT	.
ses	DET:POS	son
.	SENT	.
que	KON	que
d'	PRP	de
l'	DET:ART	le
d'	PRP	de
un	DET:ART	un
Il	PRO:PER	il
.	SENT	.
pour	PRP	pour
ne	ADV	ne
plus	ADV	plus
miel	NOM	miel
<EOS>	<EOS>	<EOS>
vous	PRO:PER	vous
ai	VER:pres	avoir
une	DET:ART	un
tête	NOM	tête
vous	PRO:PER	vous
car	KON	car
demandai	VER:simp	demander
en	PRO:PER	en
Thérèse	NAM	thérèse
mère	NOM	mère
tend	VER:pres	tendre
en	PRP	en
m'	PRO:PER	me
les	DET:ART	le
:	PUN	:
si	KON	si
elle	PRO:PER	elle
mignons	ADJ	mignon
d'	PRP	de
des	PRP:det	du
qui	PRO:REL	qui
le	PRO:PER	le
plaira	VER:futu	plaire
.	SENT	.
gré	NOM	gré
une	DET:ART	un
enfant	NOM	enfant
du	PRP:det	du
lui	PRO:PER	lui
m'	PRO:PER	me
<EOS>	<EOS>	<EOS>
--	PUN	--
du	PRP:det	du
<EOS>	<EOS>	<EOS>
fait	VER:pper	faire
grenier	NOM	grenier
il	PRO:PER	il
Mais	KON	mais
cou	NOM	cou
un	DET:ART	un
je	PRO:PER	je
<EOS>	<EOS>	<EOS>
poularde	NOM	poularde
consolée	VER:pper	consoler
je	PRO:PER	je
tristesse	NOM	tristesse
Mais	KON	mais
douter	VER:infi	douter
?	SENT	?
<EOS>	<EOS>	<EOS>
Elle	PRO:PER	elle
qui	PRO:REL	qui
<EOS>	<EOS>	<EOS>
plafond	NOM	plafond
j'	PRO:PER	je
Je	PRO:PER	je
pour	PRP	pour
est	VER:pres	être
image	NOM	image
qu'	PRO:REL	que
Je	PRO:PER	je
de	PRP	de
arrête	VER:pres	arrêter
petit	ADJ	petit
à	PRP	à
,	PUN	,
grenier	NOM	grenier
vous	PRO:PER	vous
dépourvue	ADJ	dépourvue
comme	ADV	comme
bien	ADV	bien
vue	VER:pper	voir
tenter	VER:infi	tenter
retour	NOM	retour
lourd	ADJ	lourd
dis	VER:pres	dire
preniez	VER:impf	prendre
,	PUN	,
,	PUN	,
<EOS>	<EOS>	<EOS>
détestable	ADJ	détestable
comme	KON	comme
:	PUN	:
,	PUN	,
prochain	ADJ	prochain
il	PRO:PER	il
garçon	NOM	garçon
cuisine	NOM	cuisine
,	PUN	,
renard	NOM	renard
-ce	PRO:DEM	ce
»	PUN:cit	»
Voici	ADV	voici
tête	NOM	tête
me	PRO:PER	me
un	DET:ART	un
ont	VER:pres	avoir
de	PRP	de
textes	NOM	texte
heureuse	ADJ	heureux
être	VER:infi	être
yeux	NOM	œil
lumière	NOM	lumière
grande	ADJ	grand
<EOS>	<EOS>	<EOS>
;	PUN	;
me	PRO:PER	me
<EOS>	<EOS>	<EOS>
pas	ADV	pas
que	KON	que
J'	PRO:PER	je
d'	PRP	de
déesse	NOM	déesse
en	PRO:PER	en
.	SENT	.
.	SENT	.
.	SENT	.
,	PUN	,
le	DET:ART	le
saison	NOM	saison
regard	NOM	regard
mystérieux	ADJ	mystérieux
la	DET:ART	le
mon	DET:POS	mon
la	DET:ART	le
robe	NOM	robe
et	KON	et
--	PUN	--
pas	ADV	pas
devine	VER:pres	deviner
,	PUN	,
C'	PRO:DEM	ce
On	PRO:PER	on
bouche	NOM	bouche
prend	VER:pres	prendre
si	KON	si
Coccoz	NAM	coccoz
mon	DET:POS	mon
huissier	NOM	huissier
escalier	NOM	escalier
qui	PRO:REL	qui
.	SENT	.
roses	ADJ	rose
hé	INT	hé
appelle	VER:pres	appeler
Mais	KON	mais
pendant	PRP	pendant
veut	VER:pres	vouloir
en	PRO:PER	en
qui	PRO:REL	qui
.	SENT	.
effacé	VER:pper	effacer
Thérèse	NAM	thérèse
je	PRO:PER	je
pli	NOM	pli
ma	DET:POS	mon
<EOS>	<EOS>	<EOS>
.	SENT	.
gérant	NOM	gérant
que	KON	que
et	KON	et
figure	NOM	figure
être	VER:infi	être
sur	PRP	sur
elle	PRO:PER	elle
.	SENT	.
Envoie	VER:pres	envoyer
répondu	VER:pper	répondre
madame	NOM	madame
chatte	NOM	chat|chatte
ses	DET:POS	son
1863.	ADJ	@ord@
dans	PRP	dans
maman	NOM	maman
,	PUN	,
dans	PRP	dans
de	PRP	de
contre	PRP	contre
y	PRO:PER	y
ma	DET:POS	mon
<EOS>	<EOS>	<EOS>
on	PRO:PER	on
Bébé	NOM	bébé
,	PUN	,
quelques	PRO:IND	quelque
.	SENT	.
tout	PRO:IND	tout
petit	ADJ	petit
bébé	NOM	bébé
donc	ADV	donc
que	PRO:REL	que
corridor	NOM	corridor
enfants	NOM	enfant
était	VER:impf	être
puis	ADV	puis
arrête	VER:pres	arrêter
la	DET:ART	le
<EOS>	<EOS>	<EOS>
petit	ADJ	petit
en	PRP	en
rose	ADJ	rose
un	DET:ART	un
soie	NOM	soie
malice	NOM	malice
regarde	VER:pres	regarder
La	DET:ART	le
est	VER:pres	être
Malaquais	NAM	malaquais
la	DET:ART	le
me	PRO:PER	me
malédiction	NOM	malédiction
:	PUN	:
n'	ADV	ne
où	PRO:REL	où
main	NOM	main
mène	VER:pres	mener
tous	PRO:IND	tout
dîner	VER:infi	dîner
s'	PRO:PER	se
d'	PRP	de
au	PRP:det	au
,	PUN	,
mélodieuse	ADJ	mélodieux
le	DET:ART	le
je	PRO:PER	je
elles	PRO:PER	elle
garçon	NOM	garçon
a	VER:pres	avoir
-je	PRO:PER	je
,	PUN	,
un	DET:ART	un
je	PRO:PER	je
pour	PRP	pour
.	SENT	.
voix	NOM	voix
<EOS>	<EOS>	<EOS>
et	KON	et
et	KON	et
de	PRP	de
seriez	VER:cond	être
je	PRO:PER	je
,	PUN	,
pages	NOM	page
attachée	VER:pper	attacher
est	VER:pres	être
elle	PRO:PER	elle
et	KON	et
vous	PRO:PER	vous
sa	DET:POS	son
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
,	PUN	,
.	SENT	.
canne	NOM	canne
,	PUN	,
<EOS>	<EOS>	<EOS>
autres	ADJ	autre
tient	VER:pres	tenir
Vous	PRO:PER	vous
dis	VER:pres	dire
en	PRP	en
à	PRP	à
je	PRO:PER	je
une	DET:ART	un
<EOS>	<EOS>	<EOS>
vit	VER:pres	vivre
;	PUN	;
un	DET:ART	un
est	VER:pres	être
j'	PRO:PER	je
de	PRP	de
que	KON	que
mère	NOM	mère
crois	VER:pres	croire
l'	DET:ART	le
me	PRO:PER	me
j'	PRO:PER	je
et	KON	et
et	KON	et
!	SENT	!
du	PRP:det	du
à	PRP	à
pas	NOM	pas
la	DET:ART	le
vieux	ADJ	vieux
maître	NOM	maître
le	PRO:PER	le
trouvent	VER:pres	trouver
,	PUN	,
.	SENT	.
vieux	ADJ	vieux
de	PRP	de
malgré	PRP	malgré
,	PUN	,
insu	NOM	insu
une	DET:ART	un
ses	DET:POS	son
grands	ADJ	grand
des	PRP:det	du
de	PRP	de
ai	VER:pres	avoir
rampe	NOM	rampe
,	PUN	,
n'	ADV	ne
crois	VER:pres	croire
<EOS>	<EOS>	<EOS>
,	PUN	,
aussi	ADV	aussi
un	DET:ART	un
laissé	VER:pper	laisser
peu	ADV	peu
même	ADJ	même
met	VER:pres	mettre
de	PRP	de
lui	PRO:PER	lui
leur	DET:POS	leur
bien	ADV	bien
doigts	NOM	doigt
aux	PRP:det	au
fût	VER:subi	être
,	PUN	,
afin	KON	afin
Monsieur	NOM	monsieur
récréer	VER:infi	récréer
quai	NOM	quai
m'	PRO:PER	me
qu'	KON	que
à	PRP	à
agrément	NOM	agrément
La	DET:ART	le
bon	ADJ	bon
et	KON	et
vient	VER:pres	venir
ruche	NOM	ruche
.	SENT	.
Elle	PRO:PER	elle
l'	DET:ART	le
<EOS>	<EOS>	<EOS>
âme	NOM	âme
touffus	ADJ	touffu
suce	VER:pres	sucer
réfléchit	VER:pres	réfléchir
les	DET:ART	le
du	PRP:det	du
une	DET:ART	un
Je	PRO:PER	je
le	DET:ART	le
.	SENT	.
et	KON	et
lire	VER:infi	lire
le	DET:ART	le
;	PUN	;
Ayant	VER:ppre	avoir
à	PRP	à
généalogie	NOM	généalogie
bras	NOM	bras
femme	NOM	femme
réparé	VER:pper	réparer
au	PRP:det	au
de	PRP	de
avec	PRP	avec
que	KON	que
,	PUN	,
mon	DET:POS	mon
Je	PRO:PER	je
appris	VER:pper	apprendre
ont	VER:pres	avoir
,	PUN	,
j'	PRO:PER	je
,	PUN	,
<EOS>	<EOS>	<EOS>
tout	PRO:IND	tout
sages	NOM	sage
?	SENT	?
<EOS>	<EOS>	<EOS>
chapeau	NOM	chapeau
le	DET:ART	le
Mais	KON	mais
une	DET:ART	un
ce	PRO:DEM	ce
-je	PRO:PER	je
?	SENT	?
sa	DET:POS	son
sainte	ADJ	saint
me	PRO:PER	me
.	SENT	.
nu-tête	NOM	nu-tête
chevaux	NOM	cheval
familières	ADJ	familier
moquent	VER:pres	moquer
cette	PRO:DEM	ce
puis	ADV	puis
<EOS>	<EOS>	<EOS>
Le	DET:ART	le
Comme	ADV	comme
n'	ADV	ne
comme	KON	comme
donné	VER:pper	donner
aurons	VER:futu	avoir
appliquai	VER:simp	appliquer
.	SENT	.
les	DET:ART	le
agilité	NOM	agilité
souci	NOM	souci
dit-elle	NOM	dit-elle
un	DET:ART	un
,	PUN	,
une	DET:ART	un
Thérèse	NAM	thérèse
des	PRP:det	du
cette	PRO:DEM	ce
ombre	NOM	ombre
monsieur	NOM	monsieur
temps	NOM	temps
grenier	NOM	grenier
insu	NOM	insu
dans	PRP	dans
<EOS>	<EOS>	<EOS>
joli	ADJ	joli
vos	DET:POS	votre
montre	VER:pres	montrer
hiver	NOM	hiver
suis	VER:pres	suivre|être
<EOS>	<EOS>	<EOS>
mais	KON	mais
qui	PRO:REL	qui
Thérèse	NAM	thérèse
avais	VER:impf	avoir
moi	PRO:PER	moi
reste	VER:pres	rester
disant	VER:ppre	dire
<EOS>	<EOS>	<EOS>
que	KON	que
<EOS>	<EOS>	<EOS>
le	DET:ART	le
cheveux	NOM	cheveu
elle	PRO:PER	elle
bruit	NOM	bruit
ai	VER:pres	avoir
<EOS>	<EOS>	<EOS>
sortira	VER:futu	sortir
<EOS>	<EOS>	<EOS>
appris	VER:pper	apprendre
un	DET:ART	un
et	KON	et
propriétaire	NOM	propriétaire
me	PRO:PER	me
,	PUN	,
et	KON	et
mis	VER:pper	mettre
plus	ADV	plus
Thérèse	NAM	thérèse
petits	ADJ	petit
que	PRO:REL	que
jolies	ADJ	joli
dans	PRP	dans
<EOS>	<EOS>	<EOS>
avait	VER:impf	avoir
près	ADV	près
Thérèse	NAM	thérèse
d'	PRP	de
<EOS>	<EOS>	<EOS>
.	SENT	.
un	DET:ART	un
à	PRP	à
le	DET:ART	le
,	PUN	,
.	SENT	.
laide	ADJ	laid
la	DET:ART	le
--	PUN	--
sortira	VER:futu	sortir
.	SENT	.
--	PUN	--
univers	NOM	univers
.	SENT	.
,	PUN	,
<EOS>	<EOS>	<EOS>
gravis	VER:pper	gravir
je	PRO:PER	je
médaille	NOM	médaille
m'	PRO:PER	me
dans	PRP	dans
temps	NOM	temps
!	SENT	!
d'	PRP	de
Je	PRO:PER	je
une	DET:ART	un
.	SENT	.
en	PRP	en
Moréri	NAM	moréri
qu'	PRO:REL	que
veuve	NOM	veuf
hirondelles	NOM	hirondelle
princière	ADJ	princier
hochai	VER:simp	hocher
